Time Stamp,Actual Total WTG Output Power /kW,Forecasted Power,,,,,,,,,,,,,,,,,
,,T+10,T+20,T+30,T+40,T+50,T+60,T+70,T+80,T+90,T+100,T+110,T+120,T+130,T+140,T+150,T+160,T+170,T+180
9/1/2021 0:00,93793.50,101374.27,101448.41,101522.62,101591.15,101665.59,101745.10,101813.17,101894.29,101978.16,102068.10,102147.59,102213.88,102287.53,102362.74,102429.82,102498.55,102559.89,102636.38
9/1/2021 0:10,95265.20,96333.19,96618.75,96877.09,97105.13,97338.96,97563.53,97801.93,98062.14,98298.47,98573.58,98848.35,99128.12,99384.23,99610.68,99849.61,100096.77,100316.69,100551.60
9/1/2021 0:20,96545.60,96618.75,96877.09,97105.13,97338.96,97563.53,97801.93,98062.14,98298.47,98573.58,98848.35,99128.12,99384.23,99610.68,99849.61,100096.77,100316.69,100551.60,100766.17
9/1/2021 0:30,97879.00,96877.09,97105.13,97338.96,97563.53,97801.93,98062.14,98298.47,98573.58,98848.35,99128.12,99384.23,99610.68,99849.61,100096.77,100316.69,100551.60,100766.17,101010.05
9/1/2021 0:40,97867.20,96427.69,96671.78,96915.66,97139.10,97393.34,97666.38,97901.95,98182.95,98474.13,98788.09,99062.91,99292.58,99550.75,99815.60,100053.13,100297.77,100505.69,100765.67
9/1/2021 0:50,97916.10,96800.39,97038.59,97259.25,97504.11,97768.55,98003.17,98272.48,98555.80,98859.79,99132.55,99362.06,99611.34,99869.23,100104.40,100342.48,100549.89,100797.99,101048.67
9/1/2021 1:00,98018.20,97679.75,97887.04,98076.11,98291.46,98524.77,98724.00,98962.34,99209.09,99476.09,99709.91,99906.85,100126.19,100351.73,100553.50,100762.02,100937.95,101140.66,101357.85
9/1/2021 1:10,98116.00,99208.83,99368.55,99508.78,99649.86,99778.57,99925.17,100083.25,100218.08,100379.41,100548.59,100731.73,100892.49,101026.55,101175.84,101329.35,101450.55,101575.05,101676.41
9/1/2021 1:20,98125.30,99368.55,99508.78,99649.86,99778.57,99925.17,100083.25,100218.08,100379.41,100548.59,100731.73,100892.49,101026.55,101175.84,101329.35,101450.55,101575.05,101676.41,101806.62
9/1/2021 1:30,98351.30,99402.30,99541.93,99681.64,99809.10,99954.28,100110.82,100244.34,100406.16,100573.85,100755.38,100914.73,101047.59,101195.57,101332.20,101451.57,101574.19,101673.95,101802.16
9/1/2021 1:40,98332.40,99541.93,99681.64,99809.10,99954.28,100110.82,100244.34,100406.16,100573.85,100755.38,100914.73,101047.59,101195.57,101332.20,101451.57,101574.19,101673.95,101802.16,101939.48
9/1/2021 1:50,98335.10,99424.64,99573.38,99707.52,99839.30,99965.23,100108.70,100256.51,100392.17,100549.26,100713.57,100884.07,101018.41,101134.23,101261.03,101386.63,101499.65,101610.84,101685.81
9/1/2021 2:00,98263.00,99573.38,99707.52,99839.30,99965.23,100108.70,100256.51,100392.17,100549.26,100713.57,100884.07,101018.41,101134.23,101261.03,101386.63,101499.65,101610.84,101685.81,101782.21
9/1/2021 2:10,98350.30,99706.09,99834.77,99962.99,100082.21,100217.37,100362.74,100488.50,100637.55,100792.49,100946.60,101079.31,101187.26,101306.82,101428.66,101535.41,101621.54,101686.67,101774.25
9/1/2021 2:20,98264.90,99834.77,99962.99,100082.21,100217.37,100362.74,100488.50,100637.55,100792.49,100946.60,101079.31,101187.26,101306.82,101428.66,101535.41,101621.54,101686.67,101774.25,101867.67
9/1/2021 2:30,98326.40,99962.99,100082.21,100217.37,100362.74,100488.50,100637.55,100792.49,100946.60,101079.31,101187.26,101306.82,101428.66,101535.41,101621.54,101686.67,101774.25,101867.67,101939.59
9/1/2021 2:40,98361.70,99648.50,99779.93,99911.65,100032.14,100169.41,100317.54,100433.80,100573.42,100716.98,100871.73,101004.57,101111.88,101211.60,101311.90,101394.88,101478.91,101541.13,101626.36
9/1/2021 2:50,98171.50,99779.93,99911.65,100032.14,100169.41,100317.54,100433.80,100573.42,100716.98,100871.73,101004.57,101111.88,101211.60,101311.90,101394.88,101478.91,101541.13,101626.36,101422.02
9/1/2021 3:00,98148.80,99911.65,100032.14,100169.41,100317.54,100433.80,100573.42,100716.98,100871.73,101004.57,101111.88,101211.60,101311.90,101394.88,101478.91,101541.13,101626.36,101422.02,101176.45
9/1/2021 3:10,98087.60,100032.14,100169.41,100317.54,100433.80,100573.42,100716.98,100871.73,101004.57,101111.88,101211.60,101311.90,101394.88,101478.91,101541.13,101626.36,101422.02,101176.45,100893.31
9/1/2021 3:20,98250.30,99732.20,99860.77,99981.49,100090.50,100214.41,100346.91,100458.36,100591.84,100712.88,100841.85,100947.88,101028.70,101119.16,101209.65,101029.02,100828.80,100593.23,100352.98
9/1/2021 3:30,98403.40,99192.78,99361.26,99507.68,99635.04,99761.21,99875.30,100004.98,100130.17,100231.90,100354.49,100479.05,100611.73,100721.00,100580.66,100429.10,100255.67,100048.70,99821.30
9/1/2021 3:40,98490.00,99361.26,99507.68,99635.04,99761.21,99875.30,100004.98,100130.17,100231.90,100354.49,100479.05,100611.73,100721.00,100580.66,100429.10,100255.67,100048.70,99821.30,99562.68
9/1/2021 3:50,98464.80,99497.15,99648.47,99782.08,99915.69,100038.31,100177.80,100327.66,100456.59,100610.32,100769.69,100941.51,101088.63,101210.88,101346.90,101486.10,101610.06,101737.47,101779.59
9/1/2021 4:00,98487.80,99648.47,99782.08,99915.69,100038.31,100177.80,100327.66,100456.59,100610.32,100769.69,100941.51,101088.63,101210.88,101346.90,101486.10,101610.06,101737.47,101779.59,101844.40
9/1/2021 4:10,99056.50,99782.08,99915.69,100038.31,100177.80,100327.66,100456.59,100610.32,100769.69,100941.51,101088.63,101210.88,101346.90,101486.10,101610.06,101737.47,101779.59,101844.40,101912.73
9/1/2021 4:20,101688.00,99763.62,99896.03,100024.31,100144.30,100273.88,100415.41,100543.73,100685.16,100833.66,100992.55,101138.69,101261.20,101387.92,101520.41,101583.78,101641.78,101680.47,101731.38
9/1/2021 4:30,101448.70,99896.03,100024.31,100144.30,100273.88,100415.41,100543.73,100685.16,100833.66,100992.55,101138.69,101261.20,101387.92,101520.41,101583.78,101641.78,101680.47,101731.38,101789.14
9/1/2021 4:40,101497.10,100024.31,100144.30,100273.88,100415.41,100543.73,100685.16,100833.66,100992.55,101138.69,101261.20,101387.92,101520.41,101583.78,101641.78,101680.47,101731.38,101789.14,101827.68
9/1/2021 4:50,101602.30,99934.73,100074.65,100219.05,100345.09,100489.84,100636.73,100791.08,100936.26,101062.48,101202.73,101343.09,101418.90,101490.74,101541.24,101604.99,101671.23,101715.45,101572.43
9/1/2021 5:00,101635.80,102095.84,102146.67,102192.31,102240.40,102285.98,102331.13,102381.40,102428.54,102481.92,102532.86,102530.34,102520.13,102501.00,102477.19,102448.92,102411.59,102204.99,101979.16
9/1/2021 5:10,101521.70,101971.92,102028.71,102078.66,102126.66,102169.98,102219.30,102272.30,102316.83,102370.27,102380.13,102388.16,102382.94,102364.52,102345.13,102321.28,102134.35,101931.19,101709.49
9/1/2021 5:20,101555.40,102028.71,102078.66,102126.66,102169.98,102219.30,102272.30,102316.83,102370.27,102380.13,102388.16,102382.94,102364.52,102345.13,102321.28,102134.35,101931.19,101709.49,101473.00
9/1/2021 5:30,101619.80,102105.34,102151.40,102196.24,102237.27,102282.45,102331.37,102373.96,102380.64,102384.09,102384.89,102374.70,102352.38,102327.05,102150.84,101954.58,101741.45,101511.23,101264.76
9/1/2021 5:40,101611.50,102151.40,102196.24,102237.27,102282.45,102331.37,102373.96,102380.64,102384.09,102384.89,102374.70,102352.38,102327.05,102150.84,101954.58,101741.45,101511.23,101264.76,100998.24
9/1/2021 5:50,101384.10,102011.69,102064.59,102110.59,102156.29,102197.52,102209.88,102220.34,102218.51,102218.75,102214.48,102207.20,102059.20,101888.75,101702.62,101498.20,101276.31,101037.02,100675.56
9/1/2021 6:00,101517.50,102064.59,102110.59,102156.29,102197.52,102209.88,102220.34,102218.51,102218.75,102214.48,102207.20,102059.20,101888.75,101702.62,101498.20,101276.31,101037.02,100675.56,100283.04
9/1/2021 6:10,101567.70,102062.30,102112.08,102156.88,102168.57,102174.58,102178.68,102178.45,102171.34,102161.60,102031.07,101880.59,101709.48,101518.35,101308.50,101082.06,100736.19,100368.19,99974.91
9/1/2021 6:20,101673.70,102112.08,102156.88,102168.57,102174.58,102178.68,102178.45,102171.34,102161.60,102031.07,101880.59,101709.48,101518.35,101308.50,101082.06,100736.19,100368.19,99974.91,99547.59
9/1/2021 6:30,101686.90,101975.39,102003.35,102019.62,102030.81,102033.55,102036.13,102036.04,101924.72,101799.73,101655.13,101489.75,101303.61,101101.36,100786.17,100443.00,100078.88,99687.98,99284.55
9/1/2021 6:40,101685.40,102003.35,102019.62,102030.81,102033.55,102036.13,102036.04,101924.72,101799.73,101655.13,101489.75,101303.61,101101.36,100786.17,100443.00,100078.88,99687.98,99284.55,98839.39
9/1/2021 6:50,101518.60,102048.09,102065.32,102072.40,102074.20,102068.77,101973.92,101861.59,101729.84,101580.15,101409.99,101216.71,100920.32,100604.43,100258.02,99882.80,99489.92,99069.52,98415.05
9/1/2021 7:00,101625.90,102065.32,102072.40,102074.20,102068.77,101973.92,101861.59,101729.84,101580.15,101409.99,101216.71,100920.32,100604.43,100258.02,99882.80,99489.92,99069.52,98415.05,97695.06
9/1/2021 7:10,101595.40,102005.77,102017.15,102018.80,101939.43,101841.75,101728.63,101596.98,101448.21,101278.44,101011.53,100709.64,100384.67,100044.84,99671.80,99269.14,98641.72,97969.18,97280.02
9/1/2021 7:20,101530.10,102017.15,102018.80,101939.43,101841.75,101728.63,101596.98,101448.21,101278.44,101011.53,100709.64,100384.67,100044.84,99671.80,99269.14,98641.72,97969.18,97280.02,96516.23
9/1/2021 7:30,101364.70,102018.80,101939.43,101841.75,101728.63,101596.98,101448.21,101278.44,101011.53,100709.64,100384.67,100044.84,99671.80,99269.14,98641.72,97969.18,97280.02,96516.23,95692.49
9/1/2021 7:40,85493.00,101871.95,101793.25,101697.00,101584.50,101454.27,101303.63,101072.38,100807.47,100510.85,100176.88,99823.89,99460.31,98867.23,98226.45,97558.12,96844.57,96118.16,95309.10
9/1/2021 7:50,57491.20,101793.25,101697.00,101584.50,101454.27,101303.63,101072.38,100807.47,100510.85,100176.88,99823.89,99460.31,98867.23,98226.45,97558.12,96844.57,96118.16,95309.10,93624.34
9/1/2021 8:00,56401.60,101603.30,101510.56,101400.55,101274.84,101071.66,100838.43,100585.94,100295.92,99973.31,99611.13,99056.65,98480.48,97847.76,97165.61,96460.91,95708.51,94199.52,92540.21
9/1/2021 8:10,58778.90,96809.38,96756.21,96653.64,96070.74,95378.47,94560.06,93687.38,92676.30,91525.12,90607.37,89674.98,88758.79,87728.46,86606.73,85482.08,84401.48,83342.68,82129.20
9/1/2021 8:20,59585.50,96756.21,96653.64,96070.74,95378.47,94560.06,93687.38,92676.30,91525.12,90607.37,89674.98,88758.79,87728.46,86606.73,85482.08,84401.48,83342.68,82129.20,80807.63
9/1/2021 8:30,59548.80,66409.63,67108.63,67568.42,67934.38,68128.16,68338.86,68515.08,68766.77,69097.58,69387.54,69674.28,69785.41,69711.98,69747.26,69747.65,69630.95,69484.48,69206.39
9/1/2021 8:40,59496.80,67108.63,67568.42,67934.38,68128.16,68338.86,68515.08,68766.77,69097.58,69387.54,69674.28,69785.41,69711.98,69747.26,69747.65,69630.95,69484.48,69206.39,68983.63
9/1/2021 8:50,59611.60,67934.88,68433.52,68716.84,68905.52,68938.29,69231.73,69515.39,69633.66,69803.13,69926.62,70029.80,70073.00,69970.71,69867.67,69723.41,69479.60,69198.27,68436.78
9/1/2021 9:00,59534.30,68433.52,68716.84,68905.52,68938.29,69231.73,69515.39,69633.66,69803.13,69926.62,70029.80,70073.00,69970.71,69867.67,69723.41,69479.60,69198.27,68436.78,67670.40
9/1/2021 9:10,59571.60,66990.91,67369.92,67555.05,67873.09,68087.48,68322.04,68532.04,68599.27,68701.09,68839.87,68957.31,68939.32,68791.14,68635.32,68435.16,67789.95,67077.75,66247.40
9/1/2021 9:20,59406.50,67369.92,67555.05,67873.09,68087.48,68322.04,68532.04,68599.27,68701.09,68839.87,68957.31,68939.32,68791.14,68635.32,68435.16,67789.95,67077.75,66247.40,65395.30
9/1/2021 9:30,59497.60,66083.38,66558.66,66881.00,67145.13,67300.24,67470.55,67621.36,67698.92,67815.56,67892.02,67948.77,67878.07,67680.80,67149.58,66544.23,65825.60,65037.66,64144.65
9/1/2021 9:40,59515.90,66558.66,66881.00,67145.13,67300.24,67470.55,67621.36,67698.92,67815.56,67892.02,67948.77,67878.07,67680.80,67149.58,66544.23,65825.60,65037.66,64144.65,63213.28
9/1/2021 9:50,59560.70,65676.49,66034.09,66289.75,66462.61,66589.58,66776.40,66888.93,66954.70,67015.24,67044.11,66998.35,66529.38,65967.27,65344.11,64627.80,63823.96,62934.00,62860.88
9/1/2021 10:00,59480.70,66034.09,66289.75,66462.61,66589.58,66776.40,66888.93,66954.70,67015.24,67044.11,66998.35,66529.38,65967.27,65344.11,64627.80,63823.96,62934.00,62860.88,62791.41
9/1/2021 10:10,59700.80,64948.04,65288.67,65492.30,65692.64,65802.16,65921.49,66022.15,66002.15,66002.13,65696.43,65325.37,64813.68,64173.60,63477.52,62702.66,62642.47,62571.79,62469.43
9/1/2021 10:20,59503.00,65288.67,65492.30,65692.64,65802.16,65921.49,66022.15,66002.15,66002.13,65696.43,65325.37,64813.68,64173.60,63477.52,62702.66,62642.47,62571.79,62469.43,62376.38
9/1/2021 10:30,64471.00,64556.69,64867.88,65060.96,65203.56,65261.76,65322.10,65357.73,65054.17,64727.32,64320.12,63839.08,63231.12,62510.22,62470.16,62418.39,62338.47,62248.11,62127.77
9/1/2021 10:40,64621.00,64867.88,65060.96,65203.56,65261.76,65322.10,65357.73,65054.17,64727.32,64320.12,63839.08,63231.12,62510.22,62470.16,62418.39,62338.47,62248.11,62127.77,62012.93
9/1/2021 10:50,59165.00,64574.19,64743.30,64862.54,64897.89,64932.70,64726.59,64386.33,64016.36,63564.49,63035.19,62384.61,62339.74,62292.91,62233.69,62147.56,62050.08,61925.10,63320.56
9/1/2021 11:00,59486.20,64743.30,64862.54,64897.89,64932.70,64726.59,64386.33,64016.36,63564.49,63035.19,62384.61,62339.74,62292.91,62233.69,62147.56,62050.08,61925.10,63320.56,64827.38
9/1/2021 11:10,64280.80,64862.54,64897.89,64932.70,64726.59,64386.33,64016.36,63564.49,63035.19,62384.61,62339.74,62292.91,62233.69,62147.56,62050.08,61925.10,63320.56,64827.38,66404.73
9/1/2021 11:20,62442.30,64897.89,64932.70,64726.59,64386.33,64016.36,63564.49,63035.19,62384.61,62339.74,62292.91,62233.69,62147.56,62050.08,61925.10,63320.56,64827.38,66404.73,68025.27
9/1/2021 11:30,64934.20,67608.18,67321.93,66960.80,66535.57,66024.29,65429.40,64751.88,64600.75,64432.07,64250.30,64054.83,63841.70,63614.73,64759.70,65993.76,67314.08,68742.20,70267.27
9/1/2021 11:40,68143.00,67321.93,66960.80,66535.57,66024.29,65429.40,64751.88,64600.75,64432.07,64250.30,64054.83,63841.70,63614.73,64759.70,65993.76,67314.08,68742.20,70267.27,71853.50
9/1/2021 11:50,69944.40,66069.99,65780.61,65412.24,64963.23,64442.70,64335.16,64214.45,64075.90,63919.81,63741.88,63550.66,64549.19,65640.92,66831.80,68107.23,69476.23,70905.07,72357.52
9/1/2021 12:00,71829.00,65780.61,65412.24,64963.23,64442.70,64335.16,64214.45,64075.90,63919.81,63741.88,63550.66,64549.19,65640.92,66831.80,68107.23,69476.23,70905.07,72357.52,73920.48
9/1/2021 12:10,73460.50,65676.08,65294.13,64833.79,64727.68,64605.23,64464.98,64314.25,64140.93,63948.50,64815.89,65796.43,66865.55,68036.43,69310.07,70658.18,71997.88,73373.61,74896.34
9/1/2021 12:20,78478.10,70521.48,69970.48,69689.20,69417.24,69130.27,68846.16,68521.00,68162.50,68714.57,69331.39,70051.48,70877.37,71820.95,72860.96,73904.17,75039.00,76246.08,77539.77
9/1/2021 12:30,82289.40,69970.48,69689.20,69417.24,69130.27,68846.16,68521.00,68162.50,68714.57,69331.39,70051.48,70877.37,71820.95,72860.96,73904.17,75039.00,76246.08,77539.77,78881.51
9/1/2021 12:40,82761.40,69689.20,69417.24,69130.27,68846.16,68521.00,68162.50,68714.57,69331.39,70051.48,70877.37,71820.95,72860.96,73904.17,75039.00,76246.08,77539.77,78881.51,80358.90
9/1/2021 12:50,86587.80,74163.14,73701.42,73247.20,72814.57,72342.98,72642.46,73046.55,73513.52,74093.80,74757.11,75538.11,76338.78,77235.53,78225.25,79295.93,80454.80,81677.95,83106.05
9/1/2021 13:00,87378.10,78822.40,78129.75,77494.13,76909.83,76981.05,77180.24,77417.09,77723.79,78179.37,78680.65,79204.25,79814.23,80549.64,81392.34,82312.81,83322.87,84507.02,85783.53
9/1/2021 13:10,85829.90,78129.75,77494.13,76909.83,76981.05,77180.24,77417.09,77723.79,78179.37,78680.65,79204.25,79814.23,80549.64,81392.34,82312.81,83322.87,84507.02,85783.53,87126.59
9/1/2021 13:20,81804.40,77494.13,76909.83,76981.05,77180.24,77417.09,77723.79,78179.37,78680.65,79204.25,79814.23,80549.64,81392.34,82312.81,83322.87,84507.02,85783.53,87126.59,88591.24
9/1/2021 13:30,79053.20,80462.16,80275.36,80229.08,80329.60,80490.27,80741.92,81099.70,81444.07,81894.02,82409.73,83042.76,83785.44,84616.02,85619.05,86721.25,87916.55,89194.33,90566.20
9/1/2021 13:40,75817.50,80275.36,80229.08,80329.60,80490.27,80741.92,81099.70,81444.07,81894.02,82409.73,83042.76,83785.44,84616.02,85619.05,86721.25,87916.55,89194.33,90566.20,92020.84
9/1/2021 13:50,74060.70,78290.29,78331.32,78516.20,78793.47,79179.92,79571.77,80042.03,80620.16,81272.04,82021.34,82875.00,83899.66,85004.23,86214.31,87526.27,88907.65,90385.77,90729.69
9/1/2021 14:00,74180.50,76477.26,76653.61,76959.03,77356.50,77799.76,78313.77,78915.08,79605.97,80392.41,81281.00,82357.80,83519.80,84737.52,86074.10,87517.39,89015.02,89479.61,89887.41
9/1/2021 14:10,72365.10,76653.61,76959.03,77356.50,77799.76,78313.77,78915.08,79605.97,80392.41,81281.00,82357.80,83519.80,84737.52,86074.10,87517.39,89015.02,89479.61,89887.41,90385.91
9/1/2021 14:20,74699.10,73693.41,74056.99,74490.72,75010.63,75614.35,76290.81,77070.02,77954.48,78951.00,80097.05,81365.42,82780.59,84238.39,85708.18,86317.64,86945.34,87522.05,88117.07
9/1/2021 14:30,78151.70,74056.99,74490.72,75010.63,75614.35,76290.81,77070.02,77954.48,78951.00,80097.05,81365.42,82780.59,84238.39,85708.18,86317.64,86945.34,87522.05,88117.07,88642.45
9/1/2021 14:40,79566.70,74490.72,75010.63,75614.35,76290.81,77070.02,77954.48,78951.00,80097.05,81365.42,82780.59,84238.39,85708.18,86317.64,86945.34,87522.05,88117.07,88642.45,89284.25
9/1/2021 14:50,75524.10,77299.68,77693.38,78181.65,78756.13,79408.38,80192.94,81091.79,82085.66,83165.27,84391.55,85750.29,86348.50,86879.34,87374.38,87911.73,88447.62,88958.64,88440.41
9/1/2021 15:00,73857.40,79420.82,79789.16,80256.20,80805.38,81483.02,82237.23,83105.83,84090.83,85129.14,86325.30,86829.71,87374.60,87865.02,88292.75,88766.58,89255.70,88730.12,88143.23
9/1/2021 15:10,70796.40,79789.16,80256.20,80805.38,81483.02,82237.23,83105.83,84090.83,85129.14,86325.30,86829.71,87374.60,87865.02,88292.75,88766.58,89255.70,88730.12,88143.23,87444.63
9/1/2021 15:20,71659.50,75560.92,76227.75,76983.09,77793.76,78694.38,79647.55,80742.98,81974.38,82519.26,83168.30,83845.44,84581.19,85239.58,85802.99,85570.15,85279.30,84865.00,84397.43
9/1/2021 15:30,77736.00,76227.75,76983.09,77793.76,78694.38,79647.55,80742.98,81974.38,82519.26,83168.30,83845.44,84581.19,85239.58,85802.99,85570.15,85279.30,84865.00,84397.43,83804.33
9/1/2021 15:40,77862.50,74430.16,74991.86,75516.38,76009.14,76518.49,77013.39,77459.15,77935.95,78352.33,78846.27,79359.96,79911.53,80746.37,81539.25,82413.28,83334.33,84237.11,85185.27
9/1/2021 15:50,82029.60,74991.86,75516.38,76009.14,76518.49,77013.39,77459.15,77935.95,78352.33,78846.27,79359.96,79911.53,80746.37,81539.25,82413.28,83334.33,84237.11,85185.27,86254.61
9/1/2021 16:00,87042.90,79877.70,80229.73,80569.49,80926.15,81169.66,81446.49,81742.91,82002.38,82310.09,82630.41,83305.56,83977.25,84632.19,85353.24,86118.02,86880.03,87842.66,88793.04
9/1/2021 16:10,84037.00,80229.73,80569.49,80926.15,81169.66,81446.49,81742.91,82002.38,82310.09,82630.41,83305.56,83977.25,84632.19,85353.24,86118.02,86880.03,87842.66,88793.04,89872.38
9/1/2021 16:20,85577.10,80434.48,80778.24,81037.48,81276.01,81547.86,81841.75,82095.34,82398.12,83021.90,83714.38,84401.98,85066.84,85800.08,86579.41,87504.93,88487.72,89449.67,90546.55
9/1/2021 16:30,87164.50,80778.24,81037.48,81276.01,81547.86,81841.75,82095.34,82398.12,83021.90,83714.38,84401.98,85066.84,85800.08,86579.41,87504.93,88487.72,89449.67,90546.55,91727.88
9/1/2021 16:40,86641.20,86033.77,86110.61,86180.00,86242.76,86306.62,86366.43,86671.41,87019.12,87387.00,87811.07,88279.87,88804.57,89472.96,90154.45,90903.64,91708.41,92531.37,93408.16
9/1/2021 16:50,84684.10,86110.61,86180.00,86242.76,86306.62,86366.43,86671.41,87019.12,87387.00,87811.07,88279.87,88804.57,89472.96,90154.45,90903.64,91708.41,92531.37,93408.16,94139.65
9/1/2021 17:00,89102.80,87001.81,87040.16,87075.60,87108.44,87347.48,87615.13,87923.61,88274.59,88646.09,89074.01,89660.80,90318.23,91003.09,91699.83,92465.48,93286.09,93992.52,94741.31
9/1/2021 17:10,88653.40,87040.16,87075.60,87108.44,87347.48,87615.13,87923.61,88274.59,88646.09,89074.01,89660.80,90318.23,91003.09,91699.83,92465.48,93286.09,93992.52,94741.31,95478.79
9/1/2021 17:20,86965.20,88844.34,88807.97,88949.57,89128.98,89342.05,89585.72,89866.93,90188.98,90634.35,91145.44,91714.88,92354.66,93024.42,93707.05,94336.65,95010.63,95693.24,96419.02
9/1/2021 17:30,88980.80,88807.97,88949.57,89128.98,89342.05,89585.72,89866.93,90188.98,90634.35,91145.44,91714.88,92354.66,93024.42,93707.05,94336.65,95010.63,95693.24,96419.02,97134.02
9/1/2021 17:40,89326.50,87289.41,87499.09,87740.71,88009.05,88310.62,88636.78,89098.68,89620.11,90164.88,90793.04,91484.43,92253.14,92924.58,93583.80,94309.27,95079.84,95850.73,96664.94
9/1/2021 17:50,94145.30,87499.09,87740.71,88009.05,88310.62,88636.78,89098.68,89620.11,90164.88,90793.04,91484.43,92253.14,92924.58,93583.80,94309.27,95079.84,95850.73,96664.94,97160.13
9/1/2021 18:00,96462.90,89435.04,89610.31,89821.66,90062.58,90412.44,90798.65,91243.53,91748.82,92276.66,92886.35,93459.99,94099.05,94743.63,95377.11,96075.05,96819.31,97285.75,97775.45
9/1/2021 18:10,99893.80,89610.31,89821.66,90062.58,90412.44,90798.65,91243.53,91748.82,92276.66,92886.35,93459.99,94099.05,94743.63,95377.11,96075.05,96819.31,97285.75,97775.45,98227.38
9/1/2021 18:20,100579.60,97259.11,97150.51,97167.24,97257.34,97403.73,97598.51,97837.63,98117.28,98360.47,98644.77,98966.41,99332.63,99737.37,100172.41,100394.17,100633.53,100880.93,101140.68
9/1/2021 18:30,100919.50,97150.51,97167.24,97257.34,97403.73,97598.51,97837.63,98117.28,98360.47,98644.77,98966.41,99332.63,99737.37,100172.41,100394.17,100633.53,100880.93,101140.68,101403.92
9/1/2021 18:40,100660.60,99101.20,99043.59,99067.93,99163.78,99310.09,99507.60,99669.13,99861.31,100096.16,100365.02,100672.75,101023.36,101182.32,101352.05,101537.27,101737.57,101947.98,102171.63
9/1/2021 18:50,101074.40,99043.59,99067.93,99163.78,99310.09,99507.60,99669.13,99861.31,100096.16,100365.02,100672.75,101023.36,101182.32,101352.05,101537.27,101737.57,101947.98,102171.63,102168.81
9/1/2021 19:00,101485.40,99067.93,99163.78,99310.09,99507.60,99669.13,99861.31,100096.16,100365.02,100672.75,101023.36,101182.32,101352.05,101537.27,101737.57,101947.98,102171.63,102168.81,102170.65
9/1/2021 19:10,101378.90,99368.56,99459.83,99613.54,99747.73,99920.96,100122.37,100359.54,100636.11,100950.27,101098.01,101264.35,101441.80,101626.56,101829.27,102047.34,102054.33,102058.80,102052.31
9/1/2021 19:20,100659.80,99459.83,99613.54,99747.73,99920.96,100122.37,100359.54,100636.11,100950.27,101098.01,101264.35,101441.80,101626.56,101829.27,102047.34,102054.33,102058.80,102052.31,102052.92
9/1/2021 19:30,100378.80,100452.85,100514.20,100625.51,100771.94,100957.05,101171.72,101422.88,101529.45,101650.61,101787.79,101943.11,102111.02,102287.27,102280.17,102269.98,102252.16,102231.52,102202.91
9/1/2021 19:40,100158.50,100533.04,100603.30,100722.91,100885.25,101082.79,101317.30,101417.40,101534.04,101664.91,101813.28,101975.36,102151.95,102155.04,102150.59,102142.35,102131.25,102111.70,102092.48
9/1/2021 19:50,98915.40,100335.66,100455.88,100618.77,100816.90,101049.52,101158.08,101281.98,101416.77,101571.16,101743.00,101934.73,101950.40,101954.08,101958.63,101959.86,101952.77,101942.55,101810.85
9/1/2021 20:00,97863.00,98901.46,98854.08,98866.75,98930.23,99044.63,99200.41,99381.67,99596.77,99854.55,100146.21,100297.21,100468.88,100657.60,100858.60,101079.02,101317.77,101167.46,101003.21
9/1/2021 20:10,95514.40,98854.08,98866.75,98930.23,99044.63,99200.41,99381.67,99596.77,99854.55,100146.21,100297.21,100468.88,100657.60,100858.60,101079.02,101317.77,101167.46,101003.21,100819.69
9/1/2021 20:20,94644.20,98866.75,98930.23,99044.63,99200.41,99381.67,99596.77,99854.55,100146.21,100297.21,100468.88,100657.60,100858.60,101079.02,101317.77,101167.46,101003.21,100819.69,100626.66
9/1/2021 20:30,93507.50,97757.76,97877.69,98040.09,98237.94,98469.70,98737.67,99046.29,99224.39,99429.63,99656.43,99909.58,100169.62,100430.88,100349.43,100253.67,100133.44,99999.96,99842.84
9/1/2021 20:40,92305.90,97877.69,98040.09,98237.94,98469.70,98737.67,99046.29,99224.39,99429.63,99656.43,99909.58,100169.62,100430.88,100349.43,100253.67,100133.44,99999.96,99842.84,99682.70
9/1/2021 20:50,95138.80,95298.54,95563.16,95853.71,96179.77,96529.19,96791.69,97083.81,97367.38,97698.90,98056.43,98451.68,98500.37,98498.94,98500.65,98490.77,98447.06,98392.97,98398.77
9/1/2021 21:00,93068.20,95563.16,95853.71,96179.77,96529.19,96791.69,97083.81,97367.38,97698.90,98056.43,98451.68,98500.37,98498.94,98500.65,98490.77,98447.06,98392.97,98398.77,98426.20
9/1/2021 21:10,89118.10,94193.77,94553.77,94928.62,95214.79,95503.52,95823.91,96181.13,96531.79,96924.19,97057.76,97191.91,97285.52,97323.83,97354.63,97378.74,97460.73,97534.36,97579.27
9/1/2021 21:20,88104.60,94553.77,94928.62,95214.79,95503.52,95823.91,96181.13,96531.79,96924.19,97057.76,97191.91,97285.52,97323.83,97354.63,97378.74,97460.73,97534.36,97579.27,97638.90
9/1/2021 21:30,87508.50,94764.04,95052.92,95333.67,95630.91,95926.08,96264.05,96637.63,96729.83,96847.33,96955.59,97064.88,97124.19,97131.61,97225.77,97316.27,97378.34,97437.63,97463.29
