Datetime,Resolution code,Offshore/onshore,Region,Grid connection type,Measured & Upscaled,Most recent forecast,Most recent P10,Most recent P90,Day Ahead 11AM forecast,Day Ahead 11AM P10,Day Ahead 11AM P90,Day-ahead 6PM forecast,Day-ahead 6PM P10,Day-ahead 6PM P90,Week-ahead forecast,Week-ahead P10,Week-ahead P90,Monitored capacity,Load factor,Decremental bid Indicator
2017-11-30 14:15:00+01:00,PT15M,Onshore,Flanders,Elia,10.895,12.543,5.636,20.035,11.45,3.296,19.592,13.061,4.824,21.062,8.397,0.487,16.462,53.86,0.202287,0
2017-11-30 14:00:00+01:00,PT15M,Onshore,Flanders,Elia,12.598,12.719,5.774,20.221,11.233,3.036,19.428,13.475,5.154,21.468,8.352,0.485,16.362,53.86,0.23391,0
2017-11-30 13:45:00+01:00,PT15M,Onshore,Flanders,Elia,13.154,12.88,5.919,20.372,11.278,3.03,19.526,13.739,5.383,21.584,8.322,0.485,16.289,53.86,0.244234,0
2017-11-30 13:30:00+01:00,PT15M,Onshore,Flanders,Elia,12.623,13.024,6.067,20.487,11.581,3.277,19.884,13.849,5.509,21.41,8.306,0.488,16.245,53.86,0.234374,0
2017-11-30 13:15:00+01:00,PT15M,Onshore,Flanders,Elia,12.449,13.172,6.216,20.603,11.885,3.528,20.241,13.962,5.635,21.237,8.289,0.493,16.203,53.86,0.231143,0
2017-11-30 13:00:00+01:00,PT15M,Onshore,Flanders,Elia,9.102,13.316,6.364,20.718,12.188,3.775,20.599,14.072,5.761,21.063,8.273,0.496,16.159,53.86,0.168994,0
2017-11-30 12:45:00+01:00,PT15M,Onshore,Flanders,Elia,10.418,13.414,6.364,20.874,12.257,3.795,20.723,14.232,5.845,21.196,8.273,0.499,16.154,53.86,0.193426,0
2017-11-30 12:30:00+01:00,PT15M,Onshore,Flanders,Elia,12.666,13.463,6.22,21.07,12.092,3.587,20.61,14.438,5.886,21.636,8.294,0.505,16.183,53.86,0.235158,0
2017-11-30 12:15:00+01:00,PT15M,Onshore,Flanders,Elia,14.604,13.512,6.075,21.265,11.929,3.381,20.5,14.642,5.928,22.073,8.315,0.51,16.215,53.86,0.271147,0
2017-11-30 12:00:00+01:00,PT15M,Onshore,Flanders,Elia,15.097,13.561,5.931,21.461,11.764,3.173,20.387,14.848,5.969,22.513,8.336,0.516,16.244,53.86,0.280299,0
2017-11-30 11:45:00+01:00,PT15M,Onshore,Flanders,Elia,14.027,13.42,5.691,21.392,11.639,3.067,20.26,14.912,5.981,22.648,8.367,0.521,16.304,53.86,0.260444,0
2017-11-30 11:30:00+01:00,PT15M,Onshore,Flanders,Elia,12.457,13.082,5.355,21.059,11.557,3.058,20.117,14.836,5.962,22.482,8.415,0.525,16.391,53.86,0.231283,0
2017-11-30 11:15:00+01:00,PT15M,Onshore,Flanders,Elia,11.618,12.745,5.02,20.727,11.475,3.05,19.972,14.756,5.945,22.317,8.46,0.53,16.479,53.86,0.2157,0
2017-11-30 11:00:00+01:00,PT15M,Onshore,Flanders,Elia,11.619,12.407,4.684,20.394,11.393,3.041,19.829,14.68,5.926,22.151,8.508,0.534,16.566,53.86,0.215717,0
2017-11-30 10:45:00+01:00,PT15M,Onshore,Flanders,Elia,12.869,16.496,8.568,24.43,11.388,3.06,19.8,14.556,5.852,22.024,8.561,0.54,16.67,53.86,0.238929,0
2017-11-30 10:30:00+01:00,PT15M,Onshore,Flanders,Elia,13.506,16.68,8.786,24.576,11.459,3.104,19.889,14.384,5.72,21.936,8.623,0.548,16.79,53.86,0.250764,0
2017-11-30 10:15:00+01:00,PT15M,Onshore,Flanders,Elia,13.062,16.863,9.007,24.721,11.528,3.149,19.978,14.215,5.588,21.847,8.684,0.555,16.91,53.86,0.242527,0
2017-11-30 10:00:00+01:00,PT15M,Onshore,Flanders,Elia,12.88,17.047,9.225,24.867,11.599,3.193,20.067,14.043,5.456,21.759,8.746,0.563,17.03,53.86,0.239143,0
2017-11-30 09:45:00+01:00,PT15M,Onshore,Flanders,Elia,13.216,17.287,9.476,25.091,11.703,3.327,20.156,14.049,5.468,21.796,8.807,0.571,17.15,53.86,0.245374,0
2017-11-30 09:30:00+01:00,PT15M,Onshore,Flanders,Elia,15.051,17.581,9.76,25.388,11.844,3.551,20.246,14.232,5.626,21.957,8.868,0.578,17.274,53.86,0.279449,0
2017-11-30 09:15:00+01:00,PT15M,Onshore,Flanders,Elia,12.918,17.876,10.045,25.686,11.984,3.773,20.336,14.416,5.786,22.122,8.93,0.586,17.399,53.86,0.239843,0
2017-11-30 09:00:00+01:00,PT15M,Onshore,Flanders,Elia,11.75,18.17,10.329,25.983,12.125,3.997,20.426,14.599,5.944,22.283,8.991,0.593,17.523,53.86,0.218157,0
2017-11-30 08:45:00+01:00,PT15M,Onshore,Flanders,Elia,13.773,18.167,10.264,26.02,12.234,4.104,20.547,14.767,6.06,22.603,9.048,0.597,17.635,53.86,0.255716,0
2017-11-30 08:30:00+01:00,PT15M,Onshore,Flanders,Elia,13.07,17.873,9.856,25.796,12.315,4.098,20.696,14.916,6.134,23.08,9.098,0.596,17.736,53.86,0.242667,0
2017-11-30 08:15:00+01:00,PT15M,Onshore,Flanders,Elia,12.595,17.575,9.444,25.571,12.396,4.095,20.845,15.07,6.21,23.556,9.149,0.596,17.837,53.86,0.233851,0
2017-11-30 08:00:00+01:00,PT15M,Onshore,Flanders,Elia,14.5,17.281,9.036,25.347,12.477,4.089,20.994,15.219,6.284,24.033,9.199,0.595,17.938,53.86,0.269221,0
2017-11-30 07:45:00+01:00,PT15M,Onshore,Flanders,Elia,17.001,16.981,8.733,25.02,12.435,4.041,20.967,15.253,6.283,24.109,9.235,0.593,18.012,53.86,0.315647,0
2017-11-30 07:30:00+01:00,PT15M,Onshore,Flanders,Elia,18.39,16.679,8.538,24.59,12.269,3.949,20.766,15.168,6.202,23.79,9.26,0.594,18.063,53.86,0.341434,0
2017-11-30 07:15:00+01:00,PT15M,Onshore,Flanders,Elia,16.424,16.378,8.345,24.16,12.104,3.857,20.565,15.083,6.124,23.469,9.286,0.596,18.116,53.86,0.304933,0
2017-11-30 07:00:00+01:00,PT15M,Onshore,Flanders,Elia,16.836,16.076,8.15,23.73,11.938,3.765,20.364,14.998,6.043,23.15,9.311,0.597,18.167,53.86,0.312591,0
2017-11-30 06:45:00+01:00,PT15M,Onshore,Flanders,Elia,20.876,15.815,7.898,23.42,11.976,3.782,20.309,15.193,6.178,23.174,9.32,0.597,18.183,53.86,0.387604,0
2017-11-30 06:30:00+01:00,PT15M,Onshore,Flanders,Elia,15.31,15.593,7.588,23.235,12.224,3.908,20.402,15.668,6.524,23.542,9.311,0.602,18.166,53.86,0.284265,0
2017-11-30 06:15:00+01:00,PT15M,Onshore,Flanders,Elia,13.068,15.37,7.275,23.048,12.468,4.035,20.494,16.142,6.869,23.912,9.304,0.605,18.144,53.86,0.242631,0
2017-11-30 06:00:00+01:00,PT15M,Onshore,Flanders,Elia,16.633,15.148,6.965,22.863,12.716,4.161,20.587,16.617,7.215,24.28,9.295,0.61,18.127,53.86,0.308818,0
2017-11-30 05:45:00+01:00,PT15M,Onshore,Flanders,Elia,18.805,12.938,4.146,21.524,12.716,4.247,20.433,16.18,6.896,23.842,9.275,0.615,18.083,53.86,0.349141,0
2017-11-30 05:30:00+01:00,PT15M,Onshore,Flanders,Elia,20.394,12.257,3.448,20.921,12.471,4.295,20.032,14.832,5.911,22.595,9.244,0.62,18.015,53.86,0.378652,0
2017-11-30 05:15:00+01:00,PT15M,Onshore,Flanders,Elia,15.662,11.578,2.753,20.322,12.227,4.34,19.629,13.485,4.927,21.35,9.211,0.625,17.946,53.86,0.290789,0
2017-11-30 05:00:00+01:00,PT15M,Onshore,Flanders,Elia,13.372,10.897,2.055,19.719,11.982,4.388,19.228,12.137,3.942,20.103,9.18,0.63,17.878,53.86,0.248278,0
2017-11-30 04:45:00+01:00,PT15M,Onshore,Flanders,Elia,12.255,10.548,1.847,19.263,11.712,4.267,18.903,11.509,3.551,19.458,9.145,0.634,17.797,53.86,0.227539,0
2017-11-30 04:30:00+01:00,PT15M,Onshore,Flanders,Elia,11.106,10.533,2.127,18.949,11.417,3.978,18.653,11.6,3.752,19.41,9.103,0.631,17.707,53.86,0.206203,0
2017-11-30 04:15:00+01:00,PT15M,Onshore,Flanders,Elia,9.755,10.518,2.407,18.634,11.124,3.69,18.404,11.692,3.952,19.363,9.064,0.63,17.62,53.86,0.181122,0
2017-11-30 04:00:00+01:00,PT15M,Onshore,Flanders,Elia,15.067,10.503,2.687,18.32,10.829,3.401,18.154,11.783,4.153,19.315,9.022,0.627,17.53,53.86,0.279742,0
2017-11-30 03:45:00+01:00,PT15M,Onshore,Flanders,Elia,18.35,10.352,2.87,17.857,10.459,3.118,17.734,11.536,4.072,18.903,8.986,0.632,17.443,53.86,0.3407,0
2017-11-30 03:30:00+01:00,PT15M,Onshore,Flanders,Elia,19.928,10.064,2.959,17.244,10.014,2.839,17.142,10.955,3.712,18.129,8.949,0.641,17.362,53.86,0.370003,0
2017-11-30 03:15:00+01:00,PT15M,Onshore,Flanders,Elia,17.395,9.778,3.049,16.631,9.566,2.559,16.547,10.372,3.351,17.353,8.913,0.649,17.28,53.86,0.322958,0
2017-11-30 03:00:00+01:00,PT15M,Onshore,Flanders,Elia,11.247,9.49,3.138,16.018,9.121,2.28,15.955,9.791,2.991,16.579,8.876,0.658,17.199,53.86,0.208814,0
2017-11-30 02:45:00+01:00,PT15M,Onshore,Flanders,Elia,6.803,8.923,2.936,15.146,8.966,2.226,15.71,9.319,2.671,15.981,8.849,0.669,17.134,53.86,0.126304,0
2017-11-30 02:30:00+01:00,PT15M,Onshore,Flanders,Elia,8.934,8.075,2.446,14.012,9.099,2.394,15.812,8.956,2.39,15.557,8.831,0.684,17.09,53.86,0.165872,0
2017-11-30 02:15:00+01:00,PT15M,Onshore,Flanders,Elia,8.597,7.225,1.954,12.879,9.23,2.566,15.913,8.596,2.108,15.135,8.813,0.694,17.046,53.86,0.159619,0
2017-11-30 02:00:00+01:00,PT15M,Onshore,Flanders,Elia,10.32,6.377,1.464,11.745,9.363,2.734,16.015,8.233,1.827,14.711,8.795,0.709,17.002,53.86,0.191609,0
2017-11-30 01:45:00+01:00,PT15M,Onshore,Flanders,Elia,9.545,5.757,1.134,10.885,9.014,2.563,15.546,7.87,1.691,14.181,8.792,0.722,16.991,53.86,0.177228,0
2017-11-30 01:30:00+01:00,PT15M,Onshore,Flanders,Elia,11.691,5.365,0.96,10.296,8.184,2.053,14.504,7.504,1.696,13.546,8.804,0.737,17.012,53.86,0.217072,0
2017-11-30 01:15:00+01:00,PT15M,Onshore,Flanders,Elia,12.058,4.973,0.788,9.703,7.357,1.544,13.465,7.138,1.703,12.907,8.816,0.751,17.034,53.86,0.223883,0
2017-11-30 01:00:00+01:00,PT15M,Onshore,Flanders,Elia,7.271,4.581,0.614,9.114,6.527,1.034,12.423,6.772,1.708,12.272,8.828,0.766,17.055,53.86,0.134997,0
2017-11-30 00:45:00+01:00,PT15M,Onshore,Flanders,Elia,5.317,4.314,0.474,8.741,5.953,0.814,11.565,6.406,1.585,11.687,8.86,0.784,17.116,53.86,0.098715,0
2017-11-30 00:30:00+01:00,PT15M,Onshore,Flanders,Elia,4.805,4.175,0.368,8.585,5.636,0.884,10.888,6.042,1.331,11.155,8.911,0.807,17.216,53.86,0.089216,0
2017-11-30 00:15:00+01:00,PT15M,Onshore,Flanders,Elia,4.197,4.036,0.262,8.43,5.318,0.953,10.213,5.676,1.081,10.622,8.96,0.829,17.316,53.86,0.077915,0
2017-11-30 00:00:00+01:00,PT15M,Onshore,Flanders,Elia,5.39,3.897,0.156,8.274,5.001,1.023,9.536,5.312,0.827,10.09,9.011,0.852,17.416,53.86,0.100083,0
2017-11-29 23:45:00+01:00,PT15M,Onshore,Flanders,Elia,6.213,3.851,0.108,8.232,6.301,1.806,11.621,5.987,0.666,11.331,13.096,1.575,24.935,53.86,0.11536,0
2017-11-29 23:30:00+01:00,PT15M,Onshore,Flanders,Elia,7.349,3.902,0.119,8.304,5.859,1.592,10.713,5.572,0.805,10.387,13.18,1.63,25.007,53.86,0.136444,0
2017-11-29 23:15:00+01:00,PT15M,Onshore,Flanders,Elia,2.243,3.952,0.127,8.376,5.417,1.38,9.809,5.157,0.941,9.441,13.263,1.685,25.078,53.86,0.041652,0
2017-11-29 23:00:00+01:00,PT15M,Onshore,Flanders,Elia,1.065,4.003,0.138,8.448,4.975,1.166,8.901,4.742,1.08,8.497,13.347,1.74,25.15,53.86,0.019782,0
2017-11-29 22:45:00+01:00,PT15M,Onshore,Flanders,Elia,0.952,4.19,0.172,8.753,4.532,0.997,8.083,4.428,1.142,7.807,13.432,1.793,25.221,53.86,0.017671,0
2017-11-29 22:30:00+01:00,PT15M,Onshore,Flanders,Elia,1.07,4.512,0.229,9.293,4.086,0.872,7.354,4.213,1.125,7.366,13.517,1.846,25.296,53.86,0.019861,0
2017-11-29 22:15:00+01:00,PT15M,Onshore,Flanders,Elia,1.807,4.834,0.289,9.835,3.642,0.746,6.621,3.997,1.109,6.925,13.604,1.9,25.373,53.86,0.033541,0
2017-11-29 22:00:00+01:00,PT15M,Onshore,Flanders,Elia,1.003,5.156,0.346,10.375,3.196,0.621,5.892,3.782,1.092,6.484,13.689,1.953,25.448,53.86,0.018631,0
2017-11-29 21:45:00+01:00,PT15M,Onshore,Flanders,Elia,1.343,5.155,0.402,10.27,2.931,0.543,5.44,3.552,1.015,6.088,13.774,2.027,25.522,53.86,0.024929,0
2017-11-29 21:30:00+01:00,PT15M,Onshore,Flanders,Elia,3.882,4.831,0.456,9.519,2.846,0.514,5.267,3.304,0.873,5.737,13.856,2.118,25.591,53.86,0.07208,0
2017-11-29 21:15:00+01:00,PT15M,Onshore,Flanders,Elia,3.11,4.507,0.51,8.77,2.758,0.485,5.095,3.058,0.734,5.386,13.937,2.212,25.662,53.86,0.057742,0
2017-11-29 21:00:00+01:00,PT15M,Onshore,Flanders,Elia,2.626,4.183,0.564,8.019,2.673,0.456,4.922,2.81,0.592,5.035,14.019,2.303,25.731,53.86,0.04875,0
2017-11-29 20:45:00+01:00,PT15M,Onshore,Flanders,Elia,3.117,3.21,0.091,6.67,2.794,0.53,4.977,2.62,0.501,4.746,14.097,2.394,25.798,53.86,0.057881,0
2017-11-29 20:30:00+01:00,PT15M,Onshore,Flanders,Elia,3.447,3.09,0.074,6.577,3.121,0.707,5.26,2.485,0.46,4.521,14.17,2.479,25.859,53.86,0.063992,0
2017-11-29 20:15:00+01:00,PT15M,Onshore,Flanders,Elia,4.513,2.966,0.057,6.485,3.45,0.885,5.543,2.35,0.416,4.296,14.243,2.564,25.922,53.86,0.083795,0
2017-11-29 20:00:00+01:00,PT15M,Onshore,Flanders,Elia,4.817,2.846,0.04,6.392,3.777,1.062,5.826,2.215,0.375,4.071,14.316,2.649,25.983,53.86,0.089429,0
2017-11-29 19:45:00+01:00,PT15M,Onshore,Flanders,Elia,6.619,2.814,0.028,6.391,3.755,1.067,5.778,2.102,0.346,3.881,14.38,2.727,26.035,53.86,0.122891,0
2017-11-29 19:30:00+01:00,PT15M,Onshore,Flanders,Elia,6.943,2.865,0.021,6.48,3.385,0.897,5.399,2.011,0.329,3.728,14.434,2.794,26.076,53.86,0.128912,0
2017-11-29 19:15:00+01:00,PT15M,Onshore,Flanders,Elia,1.354,2.918,0.013,6.571,3.017,0.73,5.018,1.918,0.311,3.575,14.491,2.863,26.118,53.86,0.025138,0
2017-11-29 19:00:00+01:00,PT15M,Onshore,Flanders,Elia,2.189,2.969,0.006,6.66,2.647,0.56,4.639,1.827,0.294,3.422,14.545,2.93,26.159,53.86,0.040649,0
2017-11-29 18:45:00+01:00,PT15M,Onshore,Flanders,Elia,2.784,2.934,0.002,6.58,2.451,0.497,4.409,1.821,0.33,3.38,14.589,2.99,26.191,53.86,0.05169,0
2017-11-29 18:30:00+01:00,PT15M,Onshore,Flanders,Elia,4.803,2.807,0.002,6.336,2.43,0.54,4.327,1.902,0.418,3.447,14.627,3.043,26.212,53.86,0.089176,0
2017-11-29 18:15:00+01:00,PT15M,Onshore,Flanders,Elia,2.213,2.683,0.003,6.091,2.408,0.583,4.246,1.981,0.509,3.512,14.663,3.093,26.235,53.86,0.041084,0
2017-11-29 18:00:00+01:00,PT15M,Onshore,Flanders,Elia,2.385,2.556,0.003,5.847,2.387,0.626,4.164,2.062,0.597,3.579,14.701,3.146,26.256,53.86,0.044286,0
2017-11-29 17:45:00+01:00,PT15M,Onshore,Flanders,Elia,2.238,2.604,0.14,5.801,2.338,0.621,4.079,2.063,0.591,3.586,14.732,3.192,26.272,53.86,0.041557,0
2017-11-29 17:30:00+01:00,PT15M,Onshore,Flanders,Elia,1.636,2.827,0.415,5.956,2.264,0.568,3.987,1.984,0.489,3.528,14.757,3.232,26.284,53.86,0.030382,0
2017-11-29 17:15:00+01:00,PT15M,Onshore,Flanders,Elia,1.651,3.051,0.689,6.112,2.187,0.519,3.896,1.907,0.385,3.472,14.784,3.272,26.293,53.86,0.030649,0
2017-11-29 17:00:00+01:00,PT15M,Onshore,Flanders,Elia,3.922,3.274,0.964,6.267,2.113,0.466,3.804,1.828,0.283,3.414,14.809,3.312,26.305,53.86,0.072821,0
2017-11-29 16:45:00+01:00,PT15M,Onshore,Flanders,Elia,3.237,3.116,0.964,5.991,2.046,0.42,3.72,1.793,0.244,3.387,14.832,3.35,26.315,53.86,0.060099,0
2017-11-29 16:30:00+01:00,PT15M,Onshore,Flanders,Elia,6.868,2.579,0.688,5.284,1.985,0.379,3.638,1.804,0.263,3.385,14.853,3.384,26.322,53.86,0.127508,0
2017-11-29 16:15:00+01:00,PT15M,Onshore,Flanders,Elia,8.068,2.042,0.413,4.58,1.923,0.336,3.558,1.813,0.285,3.385,14.871,3.417,26.327,53.86,0.149803,0
2017-11-29 16:00:00+01:00,PT15M,Onshore,Flanders,Elia,2.424,1.505,0.137,3.873,1.862,0.295,3.476,1.824,0.304,3.383,14.892,3.451,26.334,53.86,0.045008,0
2017-11-29 15:45:00+01:00,PT15M,Onshore,Flanders,Elia,1.404,2.671,0.685,5.18,1.8,0.263,3.386,1.873,0.366,3.416,14.914,3.482,26.345,53.86,0.026068,0
2017-11-29 15:30:00+01:00,PT15M,Onshore,Flanders,Elia,1.103,2.569,0.702,4.978,1.74,0.243,3.284,1.957,0.468,3.48,14.935,3.514,26.358,53.86,0.020486,0
2017-11-29 15:15:00+01:00,PT15M,Onshore,Flanders,Elia,0.828,2.467,0.719,4.776,1.679,0.224,3.181,2.042,0.569,3.546,14.958,3.545,26.367,53.86,0.015382,0
2017-11-29 15:00:00+01:00,PT15M,Onshore,Flanders,Elia,0.528,2.365,0.736,4.574,1.619,0.204,3.079,2.126,0.671,3.61,14.979,3.577,26.38,53.86,0.009806,0
2017-11-29 14:45:00+01:00,PT15M,Onshore,Flanders,Elia,0.533,2.267,0.75,4.392,1.572,0.202,2.987,2.112,0.69,3.563,15.004,3.611,26.399,53.86,0.009898,0
2017-11-29 14:30:00+01:00,PT15M,Onshore,Flanders,Elia,1.123,2.177,0.762,4.23,1.539,0.22,2.904,1.999,0.625,3.404,15.036,3.646,26.426,53.86,0.020859,0
2017-11-29 14:15:00+01:00,PT15M,Onshore,Flanders,Elia,3.617,2.087,0.774,4.071,1.506,0.239,2.821,1.886,0.561,3.244,15.069,3.684,26.451,53.86,0.067154,0
2017-11-29 14:00:00+01:00,PT15M,Onshore,Flanders,Elia,1.792,1.997,0.786,3.909,1.473,0.257,2.738,1.773,0.496,3.085,15.101,3.719,26.478,53.86,0.033274,0
2017-11-29 13:45:00+01:00,PT15M,Onshore,Flanders,Elia,1.86,2.004,0.828,3.881,1.553,0.311,2.818,1.716,0.454,3.017,15.139,3.762,26.516,53.86,0.034537,0
2017-11-29 13:30:00+01:00,PT15M,Onshore,Flanders,Elia,1.649,2.109,0.899,3.984,1.744,0.402,3.059,1.714,0.431,3.042,15.187,3.809,26.566,53.86,0.030613,0
2017-11-29 13:15:00+01:00,PT15M,Onshore,Flanders,Elia,2.195,2.214,0.971,4.087,1.94,0.494,3.299,1.711,0.409,3.067,15.237,3.855,26.613,53.86,0.040753,0
2017-11-29 13:00:00+01:00,PT15M,Onshore,Flanders,Elia,1.706,2.319,1.042,4.19,2.131,0.585,3.54,1.709,0.386,3.092,15.285,3.902,26.663,53.86,0.031677,0
2017-11-29 12:45:00+01:00,PT15M,Onshore,Flanders,Elia,3.106,2.398,1.064,4.341,2.159,0.585,3.608,1.782,0.416,3.219,15.343,3.956,26.728,53.86,0.057675,0
2017-11-29 12:30:00+01:00,PT15M,Onshore,Flanders,Elia,2.697,2.453,1.037,4.541,2.025,0.495,3.503,1.931,0.495,3.445,15.414,4.018,26.805,53.86,0.050068,0
2017-11-29 12:15:00+01:00,PT15M,Onshore,Flanders,Elia,1.339,2.509,1.009,4.74,1.887,0.405,3.396,2.08,0.574,3.674,15.483,4.081,26.884,53.86,0.024868,0
2017-11-29 12:00:00+01:00,PT15M,Onshore,Flanders,Elia,2.517,2.564,0.982,4.94,1.753,0.315,3.291,2.229,0.653,3.9,15.554,4.143,26.961,53.86,0.046728,0
2017-11-29 11:45:00+01:00,PT15M,Onshore,Flanders,Elia,0.617,2.732,1.002,5.263,1.723,0.258,3.346,2.441,0.743,4.247,15.629,4.209,27.05,53.86,0.011454,0
2017-11-29 11:30:00+01:00,PT15M,Onshore,Flanders,Elia,0.531,3.016,1.069,5.706,1.802,0.231,3.565,2.719,0.843,4.717,15.714,4.277,27.15,53.86,0.009865,0
2017-11-29 11:15:00+01:00,PT15M,Onshore,Flanders,Elia,1.766,3.301,1.136,6.149,1.879,0.206,3.785,2.996,0.941,5.184,15.798,4.346,27.248,53.86,0.032797,0
2017-11-29 11:00:00+01:00,PT15M,Onshore,Flanders,Elia,2.669,3.585,1.203,6.592,1.958,0.179,4.004,3.274,1.041,5.654,15.883,4.414,27.348,53.86,0.049548,0
2017-11-29 10:45:00+01:00,PT15M,Onshore,Flanders,Elia,2.415,1.879,0.029,4.378,2.111,0.191,4.313,3.5,1.108,6.035,15.968,4.483,27.456,53.86,0.044834,0
2017-11-29 10:30:00+01:00,PT15M,Onshore,Flanders,Elia,1.147,2.14,0.025,4.907,2.345,0.241,4.707,3.676,1.142,6.332,16.057,4.549,27.568,53.86,0.021291,0
2017-11-29 10:15:00+01:00,PT15M,Onshore,Flanders,Elia,3.162,2.404,0.021,5.435,2.578,0.293,5.102,3.851,1.176,6.629,16.147,4.614,27.68,53.86,0.058704,0
2017-11-29 10:00:00+01:00,PT15M,Onshore,Flanders,Elia,6.411,2.665,0.017,5.964,2.812,0.343,5.496,4.027,1.21,6.926,16.236,4.68,27.792,53.86,0.119023,0
2017-11-29 09:45:00+01:00,PT15M,Onshore,Flanders,Elia,4.331,2.957,0.03,6.58,3.092,0.383,6.065,4.26,1.219,7.433,16.32,4.738,27.906,53.86,0.080416,0
2017-11-29 09:30:00+01:00,PT15M,Onshore,Flanders,Elia,7.141,3.281,0.058,7.284,3.422,0.412,6.805,4.549,1.202,8.15,16.401,4.79,28.017,53.86,0.132579,0
2017-11-29 09:15:00+01:00,PT15M,Onshore,Flanders,Elia,7.756,3.603,0.087,7.987,3.752,0.442,7.545,4.837,1.186,8.868,16.485,4.842,28.13,53.86,0.144011,0
2017-11-29 09:00:00+01:00,PT15M,Onshore,Flanders,Elia,7.472,3.927,0.115,8.691,4.082,0.471,8.285,5.126,1.169,9.585,16.566,4.894,28.241,53.86,0.138738,0
2017-11-29 08:45:00+01:00,PT15M,Onshore,Flanders,Elia,7.876,4.346,0.205,9.39,4.477,0.499,9.075,5.433,1.141,10.254,16.641,4.934,28.348,53.86,0.146222,0
2017-11-29 08:30:00+01:00,PT15M,Onshore,Flanders,Elia,6.886,4.863,0.356,10.089,4.937,0.526,9.916,5.759,1.1,10.874,16.706,4.964,28.448,53.86,0.127854,0
2017-11-29 08:15:00+01:00,PT15M,Onshore,Flanders,Elia,3.582,5.378,0.508,10.789,5.399,0.555,10.758,6.086,1.06,11.496,16.771,4.992,28.55,53.86,0.066504,0
2017-11-29 08:00:00+01:00,PT15M,Onshore,Flanders,Elia,7.5,5.895,0.659,11.488,5.859,0.582,11.599,6.412,1.019,12.116,16.836,5.022,28.65,53.86,0.139259,0
2017-11-29 07:45:00+01:00,PT15M,Onshore,Flanders,Elia,3.681,6.333,0.766,12.172,6.273,0.62,12.32,6.771,1.055,12.753,16.888,5.034,28.74,53.86,0.068336,0
2017-11-29 07:30:00+01:00,PT15M,Onshore,Flanders,Elia,4.589,6.688,0.828,12.846,6.637,0.668,12.919,7.168,1.167,13.408,16.923,5.029,28.817,53.86,0.085207,0
2017-11-29 07:15:00+01:00,PT15M,Onshore,Flanders,Elia,4.906,7.045,0.89,13.521,7.002,0.716,13.517,7.562,1.279,14.064,16.96,5.021,28.896,53.86,0.091087,0
2017-11-29 07:00:00+01:00,PT15M,Onshore,Flanders,Elia,6.825,7.4,0.952,14.195,7.366,0.764,14.116,7.959,1.391,14.719,16.995,5.016,28.973,53.86,0.126709,0
2017-11-29 06:45:00+01:00,PT15M,Onshore,Flanders,Elia,5.872,7.6,0.974,14.556,7.934,1.072,14.885,8.476,1.676,15.439,17.012,4.989,29.036,53.86,0.109017,0
2017-11-29 06:30:00+01:00,PT15M,Onshore,Flanders,Elia,8.296,7.64,0.956,14.609,8.704,1.644,15.829,9.119,2.137,16.226,17.011,4.94,29.081,53.86,0.154032,0
2017-11-29 06:15:00+01:00,PT15M,Onshore,Flanders,Elia,4.906,7.682,0.938,14.663,9.474,2.215,16.773,9.762,2.6,17.015,17.01,4.894,29.126,53.86,0.091085,0
2017-11-29 06:00:00+01:00,PT15M,Onshore,Flanders,Elia,4.571,7.722,0.92,14.716,10.244,2.787,17.717,10.405,3.061,17.802,17.009,4.845,29.171,53.86,0.08486,0
2017-11-29 05:45:00+01:00,PT15M,Onshore,Flanders,Elia,5.774,11.026,4.311,17.74,10.542,3.049,18.036,10.66,3.256,18.09,16.994,4.781,29.206,53.86,0.107208,0
2017-11-29 05:30:00+01:00,PT15M,Onshore,Flanders,Elia,6.041,11.452,4.625,18.275,10.37,3.007,17.734,10.523,3.186,17.885,16.965,4.703,29.224,53.86,0.112154,0
2017-11-29 05:15:00+01:00,PT15M,Onshore,Flanders,Elia,6.333,11.873,4.938,18.808,10.193,2.96,17.429,10.39,3.114,17.676,16.933,4.624,29.244,53.86,0.117588,0
2017-11-29 05:00:00+01:00,PT15M,Onshore,Flanders,Elia,7.25,12.299,5.252,19.343,10.021,2.918,17.127,10.253,3.044,17.471,16.904,4.546,29.262,53.86,0.134609,0
2017-11-29 04:45:00+01:00,PT15M,Onshore,Flanders,Elia,7.653,12.567,5.438,19.698,9.945,2.969,16.921,10.596,3.362,17.831,16.867,4.457,29.273,53.86,0.142098,0
2017-11-29 04:30:00+01:00,PT15M,Onshore,Flanders,Elia,8.452,12.683,5.496,19.872,9.965,3.119,16.809,11.413,4.07,18.758,16.82,4.36,29.274,53.86,0.15692,0
2017-11-29 04:15:00+01:00,PT15M,Onshore,Flanders,Elia,8.495,12.8,5.555,20.047,9.983,3.267,16.701,12.229,4.776,19.684,16.773,4.266,29.278,53.86,0.157717,0
2017-11-29 04:00:00+01:00,PT15M,Onshore,Flanders,Elia,8.933,12.916,5.613,20.221,10.003,3.417,16.589,13.046,5.484,20.611,16.726,4.169,29.279,53.86,0.165861,0
2017-11-29 03:45:00+01:00,PT15M,Onshore,Flanders,Elia,10.331,12.949,5.581,20.316,9.972,3.404,16.545,13.409,5.844,20.976,16.676,4.072,29.278,53.86,0.191817,0
