Date & Time,Date,Time,Average Wind Speed /ms-1,Average Wind Direction /deg,Actual Active Power /kW,Forecasted Power /kW,,,,,,,,,,,,,,,,,
,,,,,,T+10,T+20,T+30,T+40,T+50,T+60,T+70,T+80,T+90,T+100,T+110,T+120,T+130,T+140,T+150,T+160,T+170,T+180
9/18/2021 23:40,9/18/2021,23:40:00,5.97,186.54,20393.3,15990.49,15990.49,16631.55,18578.54,18848.3,18714.35,18714.35,17940.05,17940.05,21825.91,22100.55,22100.55,21692.68,21692.68,22796.73,22796.73,22465.52,22465.52
9/18/2021 23:50,9/18/2021,23:50:00,6.06,191.22,20823.4,15990.49,15990.49,18578.54,18848.3,18848.3,18714.35,18714.35,17940.05,21825.91,21825.91,22100.55,22100.55,21692.68,21692.68,22796.73,22796.73,22465.52,22465.52
9/19/2021 0:00,9/19/2021,0:00,6.34,193.72,24038.9,15990.49,19777.47,19973.97,18848.3,18848.3,18714.35,18714.35,22312.42,21825.91,21825.91,22100.55,22100.55,21692.68,21692.68,22796.73,22796.73,22465.52,22465.52
9/19/2021 0:10,9/19/2021,0:10:00,6.92,194.79,31288,19777.47,19973.97,19973.97,18848.3,18848.3,18714.35,22312.42,22312.42,21825.91,21825.91,22100.55,22100.55,21692.68,21692.68,22796.73,22796.73,22465.52,22465.52
9/19/2021 0:20,9/19/2021,0:20:00,7.44,196.35,37671.6,20979.75,19973.97,19973.97,18848.3,18848.3,22920.67,22312.42,22312.42,21825.91,21825.91,22100.55,22100.55,21692.68,21692.68,22796.73,22796.73,22465.52,22465.52
9/19/2021 0:30,9/19/2021,0:30:00,7.59,195.48,40368.3,20979.75,19973.97,19973.97,18848.3,22920.67,22920.67,22312.42,22312.42,21825.91,21825.91,22100.55,22100.55,21692.68,21692.68,22796.73,22796.73,22465.52,22465.52
9/19/2021 0:40,9/19/2021,0:40:00,7.48,194.73,38487,20979.75,19973.97,19973.97,30263.06,22920.67,22920.67,22312.42,22312.42,21825.91,21825.91,22100.55,22100.55,21692.68,21692.68,22796.73,22796.73,22465.52,22465.52
9/19/2021 0:50,9/19/2021,0:50:00,7.26,196.14,35462.9,20979.75,19973.97,30263.06,30263.06,22920.67,22920.67,22312.42,22312.42,21825.91,21825.91,22100.55,22100.55,21692.68,21692.68,22796.73,22796.73,22465.52,22465.52
9/19/2021 1:00,9/19/2021,1:00:00,6.88,195.88,29796.5,20979.75,36634.25,30263.06,30263.06,22920.67,22920.67,22312.42,22312.42,21825.91,21825.91,22100.55,22100.55,21692.68,21692.68,22796.73,22796.73,22465.52,22465.52
9/19/2021 1:10,9/19/2021,1:10:00,6.8,196.95,29599.8,36634.25,36634.25,30263.06,30263.06,22920.67,22920.67,22312.42,22312.42,21825.91,21825.91,22100.55,22100.55,21692.68,21692.68,22796.73,22796.73,22465.52,33526.93
9/19/2021 1:20,9/19/2021,1:20:00,7.33,202,36624.8,36634.25,36634.25,30263.06,30263.06,22920.67,22920.67,22312.42,22312.42,21825.91,21825.91,22100.55,22100.55,21692.68,21692.68,22796.73,22796.73,31134.93,33526.93
9/19/2021 1:30,9/19/2021,1:30:00,7.38,205.56,37819.4,36634.25,36634.25,30263.06,30263.06,22920.67,22920.67,22312.42,22312.42,21825.91,21825.91,22100.55,22100.55,21692.68,21692.68,22796.73,31134.93,31134.93,33526.93
9/19/2021 1:40,9/19/2021,1:40:00,7.54,207.32,39463.3,36634.25,36634.25,30263.06,30263.06,22920.67,22920.67,22312.42,22312.42,21825.91,21825.91,22100.55,22100.55,21692.68,21692.68,30417.75,31134.93,31134.93,33526.93
9/19/2021 1:50,9/19/2021,1:50:00,7.55,207.3,39802.9,36634.25,36634.25,30263.06,30263.06,22920.67,22920.67,22312.42,22312.42,21825.91,21825.91,22100.55,22100.55,21692.68,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 2:00,9/19/2021,2:00:00,7.48,206.1,38581.3,36634.25,36634.25,30263.06,30263.06,22920.67,22920.67,22312.42,22312.42,21825.91,21825.91,22100.55,22100.55,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 2:10,9/19/2021,2:10:00,7.35,205.03,36451.2,36634.25,36634.25,30263.06,30263.06,22920.67,22920.67,22312.42,22312.42,21825.91,21825.91,22100.55,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 2:20,9/19/2021,2:20:00,7.07,203.79,32727.9,36634.25,36634.25,30263.06,30263.06,22920.67,22920.67,22312.42,22312.42,21825.91,21825.91,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 2:30,9/19/2021,2:30:00,7.2,204.62,34433.9,36634.25,36634.25,30263.06,30263.06,22920.67,22920.67,22312.42,22312.42,21825.91,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 2:40,9/19/2021,2:40:00,7.25,207.98,35467.6,36634.25,36634.25,30263.06,30263.06,22920.67,22920.67,22312.42,22312.42,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 2:50,9/19/2021,2:50:00,7.18,209.65,33991.8,36634.25,36634.25,30263.06,30263.06,22920.67,22920.67,22312.42,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 3:00,9/19/2021,3:00:00,7.4,210.55,36976.1,36634.25,36634.25,30263.06,30263.06,22920.67,22920.67,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 3:10,9/19/2021,3:10:00,7.49,210.66,38754.2,36634.25,36634.25,30263.06,30263.06,22920.67,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 3:20,9/19/2021,3:20:00,7.51,208.15,38776.4,36634.25,36634.25,30263.06,30263.06,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 3:30,9/19/2021,3:30:00,7.51,207.21,38589,36634.25,36634.25,30263.06,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 3:40,9/19/2021,3:40:00,7.23,206.46,34569.4,36634.25,36634.25,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 3:50,9/19/2021,3:50:00,7.3,204.42,35759.2,36634.25,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 4:00,9/19/2021,4:00:00,7.21,203.99,34388.6,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 4:10,9/19/2021,4:10:00,6.95,204.83,30784.5,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 4:20,9/19/2021,4:20:00,6.8,205.58,28599.3,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 4:30,9/19/2021,4:30:00,6.7,204.74,27320.2,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 4:40,9/19/2021,4:40:00,6.86,203.54,29310.2,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 4:50,9/19/2021,4:50:00,6.79,202.06,28396.2,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 5:00,9/19/2021,5:00:00,6.7,201.16,27130.1,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 5:10,9/19/2021,5:10:00,6.33,200.42,22594,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,33526.93
9/19/2021 5:20,9/19/2021,5:20:00,5.96,199.24,19070.6,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,31134.93,14330.74
9/19/2021 5:30,9/19/2021,5:30:00,6.21,202.97,22114.3,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,31134.93,14330.74,13811.53
9/19/2021 5:40,9/19/2021,5:40:00,6.34,209,23559.4,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,30417.75,13292.25,12855.03,13811.53
9/19/2021 5:50,9/19/2021,5:50:00,6.45,212.62,24217.2,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,30417.75,13292.25,12855.03,12855.03,12280.32
9/19/2021 6:00,9/19/2021,6:00:00,6.69,214.28,27294.7,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,34785.7,14845.03,14370.95,12855.03,13678.11,12280.32
9/19/2021 6:10,9/19/2021,6:10:00,6.49,212.34,24172.4,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,34785.7,14845.03,14370.95,14370.95,13678.11,13678.11,12280.32
9/19/2021 6:20,9/19/2021,6:20:00,6.39,207.29,23026.6,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,34785.7,15579.49,15129.07,14370.95,14358.67,13678.11,13678.11,12280.32
9/19/2021 6:30,9/19/2021,6:30:00,6.85,205.57,29237.2,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,28609.92,15579.49,15129.07,15129.07,14358.67,14358.67,13678.11,13678.11,12280.32
9/19/2021 6:40,9/19/2021,6:40:00,7.12,205.15,33120.9,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,28609.92,16289.19,15769.8,15129.07,14977.35,14358.67,14358.67,13678.11,13678.11,12280.32
9/19/2021 6:50,9/19/2021,6:50:00,7.11,205.12,32740.6,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,26519.44,16289.19,15769.8,15769.8,14977.35,14977.35,14358.67,14358.67,13678.11,13678.11,13968.48
9/19/2021 7:00,9/19/2021,7:00:00,6.69,204.62,27020,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,27992.53,20378.2,19716.21,15769.8,18469.71,14977.35,14977.35,14358.67,14358.67,13678.11,16349.26,13968.48
9/19/2021 7:10,9/19/2021,7:10:00,6.53,203.02,25031.8,31149.46,32245.2,32245.2,30923.74,30923.74,27992.53,20378.2,19716.21,19716.21,18469.71,18469.71,14977.35,14977.35,14358.67,14358.67,16349.26,16349.26,13968.48
9/19/2021 7:20,9/19/2021,7:20:00,6.2,202.89,21505.3,31149.46,32245.2,32245.2,30923.74,30923.74,22825.24,22137.76,19716.21,20977.01,18469.71,18469.71,14977.35,14977.35,14358.67,18148.31,16349.26,16349.26,13968.48
9/19/2021 7:30,9/19/2021,7:30:00,6.16,200.58,20138.6,31149.46,32245.2,32245.2,30923.74,22825.24,22137.76,22137.76,20977.01,20977.01,18469.71,18469.71,14977.35,14977.35,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 7:40,9/19/2021,7:40:00,6.02,198.32,19233.2,31149.46,32245.2,32245.2,21006.08,20612.75,22137.76,19820.51,20977.01,20977.01,18469.71,18469.71,14977.35,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 7:50,9/19/2021,7:50:00,6.14,199.03,20445.8,31149.46,32245.2,21006.08,20612.75,20612.75,19820.51,19820.51,20977.01,20977.01,18469.71,18469.71,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 8:00,9/19/2021,8:00:00,6.07,196.58,19959,31149.46,17606.16,17332.42,20612.75,16907.72,19820.51,19820.51,20977.01,20977.01,18469.71,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 8:10,9/19/2021,8:10:00,6.09,195.16,20777.5,17606.16,17332.42,17332.42,16907.72,16907.72,19820.51,19820.51,20977.01,20977.01,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 8:20,9/19/2021,8:20:00,6.02,199.87,20142.8,18433,17332.42,17922.55,16907.72,16907.72,19820.51,19820.51,20977.01,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 8:30,9/19/2021,8:30:00,5.69,201.05,16392.1,18433,17922.55,17922.55,16907.72,16907.72,19820.51,19820.51,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 8:40,9/19/2021,8:40:00,5.89,196.29,18186.4,18945.01,17922.55,17922.55,16907.72,16907.72,19820.51,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 8:50,9/19/2021,8:50:00,6.08,193.87,20349.2,18945.01,17922.55,17922.55,16907.72,16907.72,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 9:00,9/19/2021,9:00:00,6.18,195.41,21819,18945.01,17922.55,17922.55,16907.72,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 9:10,9/19/2021,9:10:00,6.18,194.72,21858.2,18945.01,17922.55,17922.55,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 9:20,9/19/2021,9:20:00,6.17,192.61,21199.4,18945.01,17922.55,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 9:30,9/19/2021,9:30:00,6.06,193.28,20323.7,18945.01,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 9:40,9/19/2021,9:40:00,5.91,191.49,18655,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 9:50,9/19/2021,9:50:00,5.74,187.92,17053.7,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 10:00,9/19/2021,10:00:00,5.59,186.91,15770.2,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 10:10,9/19/2021,10:10:00,5.29,187.8,12738.6,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 10:20,9/19/2021,10:20:00,4.94,189.81,9781.2,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 10:30,9/19/2021,10:30:00,4.85,191.61,9262.2,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 10:40,9/19/2021,10:40:00,4.96,197.58,10182.9,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,13968.48
9/19/2021 10:50,9/19/2021,10:50:00,5.26,202.68,12697.9,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,16349.26,16644.77
9/19/2021 11:00,9/19/2021,11:00:00,5.2,201.46,12104.4,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,16349.26,15497.39,16644.77
9/19/2021 11:10,9/19/2021,11:10:00,5.33,202.05,13257.4,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,18148.31,15497.39,15497.39,16644.77
9/19/2021 11:20,9/19/2021,11:20:00,5.36,206.23,13171.6,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,18148.31,15922.7,15497.39,15497.39,16644.77
9/19/2021 11:30,9/19/2021,11:30:00,5.67,205.42,15402.8,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,18207.79,15922.7,15922.7,15497.39,15497.39,16644.77
9/19/2021 11:40,9/19/2021,11:40:00,5.88,203.93,17303.9,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,18207.79,15960,15922.7,15922.7,15497.39,15497.39,16644.77
9/19/2021 11:50,9/19/2021,11:50:00,5.8,203.73,16797,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,16245.18,15960,15960,15922.7,15922.7,15497.39,15497.39,16644.77
9/19/2021 12:00,9/19/2021,12:00:00,5.62,207.67,15619,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,16245.18,17004.88,15960,15960,15922.7,15922.7,15497.39,15497.39,16644.77
9/19/2021 12:10,9/19/2021,12:10:00,5.71,212.59,16272.4,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,17079.99,17004.88,17004.88,15960,15960,15922.7,15922.7,15497.39,15497.39,16644.77
9/19/2021 12:20,9/19/2021,12:20:00,5.64,213.92,15587,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,17079.99,16841.15,17004.88,17004.88,15960,15960,15922.7,15922.7,15497.39,15497.39,16644.77
9/19/2021 12:30,9/19/2021,12:30:00,5.75,215.65,16563.9,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17918.68,16841.15,16841.15,17004.88,17004.88,15960,15960,15922.7,15922.7,15497.39,15497.39,16644.77
9/19/2021 12:40,9/19/2021,12:40:00,5.81,217.16,16986.4,19744.19,18560.54,18560.54,15245.14,15245.14,17918.68,17154.28,16841.15,16841.15,17004.88,17004.88,15960,15960,15922.7,15922.7,15497.39,15497.39,18456.01
9/19/2021 12:50,9/19/2021,12:50:00,5.9,219.56,18177,19744.19,18560.54,18560.54,15245.14,15245.14,17154.28,17154.28,16841.15,16841.15,17004.88,17004.88,15960,15960,15922.7,15922.7,15497.39,18456.01,18456.01
9/19/2021 13:00,9/19/2021,13:00:00,6.43,219.84,23841.7,19744.19,18560.54,18560.54,15245.14,17472.36,17154.28,17154.28,16841.15,16841.15,17004.88,17004.88,15960,15960,15922.7,15922.7,18508.31,18456.01,18456.01
9/19/2021 13:10,9/19/2021,13:10:00,6.67,220.27,26919.6,19744.19,18560.54,18560.54,17472.36,17472.36,17154.28,17154.28,16841.15,16841.15,17004.88,17004.88,15960,15960,15922.7,18508.31,18508.31,18456.01,18456.01
9/19/2021 13:20,9/19/2021,13:20:00,6.38,213.33,23768.1,19744.19,18560.54,18435.6,17472.36,17472.36,17154.28,17154.28,16841.15,16841.15,17004.88,17004.88,15960,15960,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 13:30,9/19/2021,13:30:00,6.52,217.2,24951.5,19744.19,18435.6,18435.6,17472.36,17472.36,17154.28,17154.28,16841.15,16841.15,17004.88,17004.88,15960,19013.73,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 13:40,9/19/2021,13:40:00,6.62,215.74,25690.6,22677.04,18435.6,18435.6,17472.36,17472.36,17154.28,17154.28,16841.15,16841.15,17004.88,17004.88,21524.36,19013.73,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 13:50,9/19/2021,13:50:00,7.05,224.12,32012.3,22677.04,18435.6,18435.6,17472.36,17472.36,17154.28,17154.28,16841.15,16841.15,17004.88,21524.36,21524.36,19013.73,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 14:00,9/19/2021,14:00:00,6.71,217.04,27848.5,22677.04,18435.6,18435.6,17472.36,17472.36,17154.28,17154.28,16841.15,16841.15,22298.54,21524.36,21524.36,19013.73,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 14:10,9/19/2021,14:10:00,6.83,216.44,28708.9,22677.04,18435.6,18435.6,17472.36,17472.36,17154.28,17154.28,16841.15,22298.54,22298.54,21524.36,21524.36,19013.73,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 14:20,9/19/2021,14:20:00,7.62,220.2,40587.9,22677.04,18435.6,18435.6,17472.36,17472.36,17154.28,17154.28,24487.71,22298.54,22298.54,21524.36,21524.36,19013.73,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 14:30,9/19/2021,14:30:00,6.78,210,28913.6,22677.04,18435.6,18435.6,17472.36,17472.36,17154.28,24487.71,24487.71,22298.54,22298.54,21524.36,21524.36,19013.73,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 14:40,9/19/2021,14:40:00,7.4,216.25,36629.3,22677.04,18435.6,18435.6,17472.36,17472.36,25271.9,24487.71,24487.71,22298.54,22298.54,21524.36,21524.36,19013.73,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 14:50,9/19/2021,14:50:00,7.73,216.99,42473.1,22677.04,18435.6,18435.6,17472.36,25271.9,25271.9,24487.71,24487.71,22298.54,22298.54,21524.36,21524.36,19013.73,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 15:00,9/19/2021,15:00:00,7.93,216.28,46081.1,22677.04,18435.6,18435.6,31561.47,25271.9,25271.9,24487.71,24487.71,22298.54,22298.54,21524.36,21524.36,19013.73,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 15:10,9/19/2021,15:10:00,7.99,214.19,47344.5,22677.04,18435.6,31561.47,31561.47,25271.9,25271.9,24487.71,24487.71,22298.54,22298.54,21524.36,21524.36,19013.73,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 15:20,9/19/2021,15:20:00,7.35,218.49,36714.6,22677.04,33895.31,31561.47,31561.47,25271.9,25271.9,24487.71,24487.71,22298.54,22298.54,21524.36,21524.36,19013.73,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 15:30,9/19/2021,15:30:00,7.19,216.79,34109,33895.31,33895.31,31561.47,31561.47,25271.9,25271.9,24487.71,24487.71,22298.54,22298.54,21524.36,21524.36,19013.73,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 15:40,9/19/2021,15:40:00,7.52,218.77,39109.4,33895.31,33895.31,31561.47,31561.47,25271.9,25271.9,24487.71,24487.71,22298.54,22298.54,21524.36,21524.36,19013.73,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 15:50,9/19/2021,15:50:00,7.25,221.94,35018.7,33895.31,33895.31,31561.47,31561.47,25271.9,25271.9,24487.71,24487.71,22298.54,22298.54,21524.36,21524.36,19013.73,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 16:00,9/19/2021,16:00:00,7.13,217.53,32669.5,33895.31,33895.31,31561.47,31561.47,25271.9,25271.9,24487.71,24487.71,22298.54,22298.54,21524.36,21524.36,19013.73,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 16:10,9/19/2021,16:10:00,6.99,213.76,30952.7,33895.31,33895.31,31561.47,31561.47,25271.9,25271.9,24487.71,24487.71,22298.54,22298.54,21524.36,21524.36,19013.73,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 16:20,9/19/2021,16:20:00,7.32,212.42,36318,33895.31,33895.31,31561.47,31561.47,25271.9,25271.9,24487.71,24487.71,22298.54,22298.54,21524.36,21524.36,19013.73,19013.73,18508.31,18508.31,18456.01,18456.01
9/19/2021 16:30,9/19/2021,16:30:00,7.17,216.43,34354.7,33895.31,33895.31,31561.47,31561.47,25271.9,25271.9,24487.71,24487.71,22298.54,22298.54,21524.36,21524.36,19013.73,19013.73,18508.31,18508.31,18456.01,25966.64
9/19/2021 16:40,9/19/2021,16:40:00,7.17,215.5,33663.1,33895.31,33895.31,31561.47,31561.47,25271.9,25271.9,24487.71,24487.71,22298.54,22298.54,21524.36,21524.36,19013.73,19013.73,18508.31,18508.31,25699.83,25966.64
9/19/2021 16:50,9/19/2021,16:50:00,7.06,212.16,32513.2,33895.31,33895.31,31561.47,31561.47,25271.9,25271.9,24487.71,24487.71,22298.54,22298.54,21524.36,21524.36,19013.73,19013.73,18508.31,25699.83,25699.83,25966.64
9/19/2021 17:00,9/19/2021,17:00:00,6.96,211.8,31081.5,33895.31,33895.31,31561.47,31561.47,25271.9,25271.9,24487.71,24487.71,22298.54,22298.54,21524.36,21524.36,19013.73,19013.73,27326.58,25699.83,25699.83,25966.64
9/19/2021 17:10,9/19/2021,17:10:00,7.33,209.82,36062.1,33895.31,33895.31,31561.47,31561.47,25271.9,25271.9,24487.71,24487.71,22298.54,22298.54,21524.36,21524.36,19013.73,27326.58,27326.58,25699.83,25699.83,25966.64
9/19/2021 17:20,9/19/2021,17:20:00,7.56,207.81,39875.5,33895.31,33895.31,31561.47,31561.47,25271.9,25271.9,24487.71,24487.71,22298.54,22298.54,21524.36,21524.36,27046.92,27326.58,27326.58,25699.83,25699.83,25966.64
9/19/2021 17:30,9/19/2021,17:30:00,7.81,210.01,43972.2,33895.31,33895.31,31561.47,31561.47,25271.9,25271.9,24487.71,24487.71,22298.54,22298.54,21524.36,27046.92,27046.92,27326.58,27326.58,25699.83,25699.83,25966.64
9/19/2021 17:40,9/19/2021,17:40:00,7.67,211.51,41813,33895.31,33895.31,31561.47,31561.47,25271.9,25271.9,24487.71,24487.71,22298.54,22298.54,31328.38,27046.92,27046.92,27326.58,27326.58,25699.83,25699.83,25966.64
