Date & Time,Date,Time,Average Wind Speed /ms-1,Average Wind Direction /deg,Actual Active Power /kW,Forecasted Power /kW,,,,,,,,,,,,,,,,,
,,,,,,T+10,T+20,T+30,T+40,T+50,T+60,T+70,T+80,T+90,T+100,T+110,T+120,T+130,T+140,T+150,T+160,T+170,T+180
9/1/2021 0:00,9/1/2021,0:00,10.95,197.68,93774.2,101374.27,101448.41,101522.62,101591.15,101665.59,101745.1,101813.17,101894.29,101978.16,102068.1,102147.59,102213.88,102287.53,102362.74,102429.82,102498.55,102559.89,102636.38
9/1/2021 0:10,9/1/2021,0:10:00,11.11,198.15,95248.9,96333.19,96618.75,96877.09,97105.13,97338.96,97563.53,97801.93,98062.14,98298.47,98573.58,98848.35,99128.12,99384.23,99610.68,99849.61,100096.77,100316.69,100551.6
9/1/2021 0:20,9/1/2021,0:20:00,11.45,196.55,96529.7,96618.75,96877.09,97105.13,97338.96,97563.53,97801.93,98062.14,98298.47,98573.58,98848.35,99128.12,99384.23,99610.68,99849.61,100096.77,100316.69,100551.6,100766.17
9/1/2021 0:30,9/1/2021,0:30:00,11.96,196.79,97862.4,96877.09,97105.13,97338.96,97563.53,97801.93,98062.14,98298.47,98573.58,98848.35,99128.12,99384.23,99610.68,99849.61,100096.77,100316.69,100551.6,100766.17,101010.05
9/1/2021 0:40,9/1/2021,0:40:00,11.93,194.58,97852.3,96427.69,96671.78,96915.66,97139.1,97393.34,97666.38,97901.95,98182.95,98474.13,98788.09,99062.91,99292.58,99550.75,99815.6,100053.13,100297.77,100505.69,100765.67
9/1/2021 0:50,9/1/2021,0:50:00,11.98,194.87,97902.6,96800.39,97038.59,97259.25,97504.11,97768.55,98003.17,98272.48,98555.8,98859.79,99132.55,99362.06,99611.34,99869.23,100104.4,100342.48,100549.89,100797.99,101048.67
9/1/2021 1:00,9/1/2021,1:00:00,12.11,194.95,98006.3,97679.75,97887.04,98076.11,98291.46,98524.77,98724,98962.34,99209.09,99476.09,99709.91,99906.85,100126.19,100351.73,100553.5,100762.02,100937.95,101140.66,101357.85
9/1/2021 1:10,9/1/2021,1:10:00,12.18,193.35,98101.7,99208.83,99368.55,99508.78,99649.86,99778.57,99925.17,100083.25,100218.08,100379.41,100548.59,100731.73,100892.49,101026.55,101175.84,101329.35,101450.55,101575.05,101676.41
9/1/2021 1:20,9/1/2021,1:20:00,12.37,192.07,98111.2,99368.55,99508.78,99649.86,99778.57,99925.17,100083.25,100218.08,100379.41,100548.59,100731.73,100892.49,101026.55,101175.84,101329.35,101450.55,101575.05,101676.41,101806.62
9/1/2021 1:30,9/1/2021,1:30:00,12.81,191.98,98338.1,99402.3,99541.93,99681.64,99809.1,99954.28,100110.82,100244.34,100406.16,100573.85,100755.38,100914.73,101047.59,101195.57,101332.2,101451.57,101574.19,101673.95,101802.16
9/1/2021 1:40,9/1/2021,1:40:00,12.81,191.63,98320.2,99541.93,99681.64,99809.1,99954.28,100110.82,100244.34,100406.16,100573.85,100755.38,100914.73,101047.59,101195.57,101332.2,101451.57,101574.19,101673.95,101802.16,101939.48
9/1/2021 1:50,9/1/2021,1:50:00,12.75,192.1,98323.8,99424.64,99573.38,99707.52,99839.3,99965.23,100108.7,100256.51,100392.17,100549.26,100713.57,100884.07,101018.41,101134.23,101261.03,101386.63,101499.65,101610.84,101685.81
9/1/2021 2:00,9/1/2021,2:00:00,12.65,191.6,98252.8,99573.38,99707.52,99839.3,99965.23,100108.7,100256.51,100392.17,100549.26,100713.57,100884.07,101018.41,101134.23,101261.03,101386.63,101499.65,101610.84,101685.81,101782.21
9/1/2021 2:10,9/1/2021,2:10:00,12.7,191.39,98339.3,99706.09,99834.77,99962.99,100082.21,100217.37,100362.74,100488.5,100637.55,100792.49,100946.6,101079.31,101187.26,101306.82,101428.66,101535.41,101621.54,101686.67,101774.25
9/1/2021 2:20,9/1/2021,2:20:00,12.69,191.78,98254,99834.77,99962.99,100082.21,100217.37,100362.74,100488.5,100637.55,100792.49,100946.6,101079.31,101187.26,101306.82,101428.66,101535.41,101621.54,101686.67,101774.25,101867.67
9/1/2021 2:30,9/1/2021,2:30:00,12.67,193.25,98314.3,99962.99,100082.21,100217.37,100362.74,100488.5,100637.55,100792.49,100946.6,101079.31,101187.26,101306.82,101428.66,101535.41,101621.54,101686.67,101774.25,101867.67,101939.59
9/1/2021 2:40,9/1/2021,2:40:00,12.68,193.77,98350.4,99648.5,99779.93,99911.65,100032.14,100169.41,100317.54,100433.8,100573.42,100716.98,100871.73,101004.57,101111.88,101211.6,101311.9,101394.88,101478.91,101541.13,101626.36
9/1/2021 2:50,9/1/2021,2:50:00,12.44,194.13,98161.5,99779.93,99911.65,100032.14,100169.41,100317.54,100433.8,100573.42,100716.98,100871.73,101004.57,101111.88,101211.6,101311.9,101394.88,101478.91,101541.13,101626.36,101422.02
9/1/2021 3:00,9/1/2021,3:00:00,12.29,194.04,98138.2,99911.65,100032.14,100169.41,100317.54,100433.8,100573.42,100716.98,100871.73,101004.57,101111.88,101211.6,101311.9,101394.88,101478.91,101541.13,101626.36,101422.02,101176.45
9/1/2021 3:10,9/1/2021,3:10:00,12.2,193.47,98076.8,100032.14,100169.41,100317.54,100433.8,100573.42,100716.98,100871.73,101004.57,101111.88,101211.6,101311.9,101394.88,101478.91,101541.13,101626.36,101422.02,101176.45,100893.31
9/1/2021 3:20,9/1/2021,3:20:00,12.5,193.19,98240.4,99732.2,99860.77,99981.49,100090.5,100214.41,100346.91,100458.36,100591.84,100712.88,100841.85,100947.88,101028.7,101119.16,101209.65,101029.02,100828.8,100593.23,100352.98
9/1/2021 3:30,9/1/2021,3:30:00,12.82,194.11,98393.5,99192.78,99361.26,99507.68,99635.04,99761.21,99875.3,100004.98,100130.17,100231.9,100354.49,100479.05,100611.73,100721,100580.66,100429.1,100255.67,100048.7,99821.3
9/1/2021 3:40,9/1/2021,3:40:00,12.95,195.59,98480,99361.26,99507.68,99635.04,99761.21,99875.3,100004.98,100130.17,100231.9,100354.49,100479.05,100611.73,100721,100580.66,100429.1,100255.67,100048.7,99821.3,99562.68
9/1/2021 3:50,9/1/2021,3:50:00,12.88,195.79,98453.9,99497.15,99648.47,99782.08,99915.69,100038.31,100177.8,100327.66,100456.59,100610.32,100769.69,100941.51,101088.63,101210.88,101346.9,101486.1,101610.06,101737.47,101779.59
9/1/2021 4:00,9/1/2021,4:00:00,13.01,196.89,98487.8,99648.47,99782.08,99915.69,100038.31,100177.8,100327.66,100456.59,100610.32,100769.69,100941.51,101088.63,101210.88,101346.9,101486.1,101610.06,101737.47,101779.59,101844.4
9/1/2021 4:10,9/1/2021,4:10:00,13.02,196.05,99056.5,99782.08,99915.69,100038.31,100177.8,100327.66,100456.59,100610.32,100769.69,100941.51,101088.63,101210.88,101346.9,101486.1,101610.06,101737.47,101779.59,101844.4,101912.73
9/1/2021 4:20,9/1/2021,4:20:00,12.62,196.88,101688,99763.62,99896.03,100024.31,100144.3,100273.88,100415.41,100543.73,100685.16,100833.66,100992.55,101138.69,101261.2,101387.92,101520.41,101583.78,101641.78,101680.47,101731.38
9/1/2021 4:30,9/1/2021,4:30:00,12.36,198.43,101448.7,99896.03,100024.31,100144.3,100273.88,100415.41,100543.73,100685.16,100833.66,100992.55,101138.69,101261.2,101387.92,101520.41,101583.78,101641.78,101680.47,101731.38,101789.14
9/1/2021 4:40,9/1/2021,4:40:00,12.34,199.97,101497.1,100024.31,100144.3,100273.88,100415.41,100543.73,100685.16,100833.66,100992.55,101138.69,101261.2,101387.92,101520.41,101583.78,101641.78,101680.47,101731.38,101789.14,101827.68
9/1/2021 4:50,9/1/2021,4:50:00,12.35,201.35,101602.3,99934.73,100074.65,100219.05,100345.09,100489.84,100636.73,100791.08,100936.26,101062.48,101202.73,101343.09,101418.9,101490.74,101541.24,101604.99,101671.23,101715.45,101572.43
9/1/2021 5:00,9/1/2021,5:00:00,12.5,201.63,101635.8,102095.84,102146.67,102192.31,102240.4,102285.98,102331.13,102381.4,102428.54,102481.92,102532.86,102530.34,102520.13,102501,102477.19,102448.92,102411.59,102204.99,101979.16
9/1/2021 5:10,9/1/2021,5:10:00,12.25,202.14,101521.7,101971.92,102028.71,102078.66,102126.66,102169.98,102219.3,102272.3,102316.83,102370.27,102380.13,102388.16,102382.94,102364.52,102345.13,102321.28,102134.35,101931.19,101709.49
9/1/2021 5:20,9/1/2021,5:20:00,12.23,202.71,101555.4,102028.71,102078.66,102126.66,102169.98,102219.3,102272.3,102316.83,102370.27,102380.13,102388.16,102382.94,102364.52,102345.13,102321.28,102134.35,101931.19,101709.49,101473
9/1/2021 5:30,9/1/2021,5:30:00,12.5,202.91,101619.8,102105.34,102151.4,102196.24,102237.27,102282.45,102331.37,102373.96,102380.64,102384.09,102384.89,102374.7,102352.38,102327.05,102150.84,101954.58,101741.45,101511.23,101264.76
9/1/2021 5:40,9/1/2021,5:40:00,12.34,201.73,101611.5,102151.4,102196.24,102237.27,102282.45,102331.37,102373.96,102380.64,102384.09,102384.89,102374.7,102352.38,102327.05,102150.84,101954.58,101741.45,101511.23,101264.76,100998.24
9/1/2021 5:50,9/1/2021,5:50:00,12.05,200.92,101384.1,102011.69,102064.59,102110.59,102156.29,102197.52,102209.88,102220.34,102218.51,102218.75,102214.48,102207.2,102059.2,101888.75,101702.62,101498.2,101276.31,101037.02,100675.56
9/1/2021 6:00,9/1/2021,6:00:00,12.25,200.28,101517.5,102064.59,102110.59,102156.29,102197.52,102209.88,102220.34,102218.51,102218.75,102214.48,102207.2,102059.2,101888.75,101702.62,101498.2,101276.31,101037.02,100675.56,100283.04
9/1/2021 6:10,9/1/2021,6:10:00,12.44,200.19,101567.7,102062.3,102112.08,102156.88,102168.57,102174.58,102178.68,102178.45,102171.34,102161.6,102031.07,101880.59,101709.48,101518.35,101308.5,101082.06,100736.19,100368.19,99974.91
9/1/2021 6:20,9/1/2021,6:20:00,12.57,201.09,101673.7,102112.08,102156.88,102168.57,102174.58,102178.68,102178.45,102171.34,102161.6,102031.07,101880.59,101709.48,101518.35,101308.5,101082.06,100736.19,100368.19,99974.91,99547.59
9/1/2021 6:30,9/1/2021,6:30:00,12.63,200.96,101686.9,101975.39,102003.35,102019.62,102030.81,102033.55,102036.13,102036.04,101924.72,101799.73,101655.13,101489.75,101303.61,101101.36,100786.17,100443,100078.88,99687.98,99284.55
9/1/2021 6:40,9/1/2021,6:40:00,12.65,201.51,101685.4,102003.35,102019.62,102030.81,102033.55,102036.13,102036.04,101924.72,101799.73,101655.13,101489.75,101303.61,101101.36,100786.17,100443,100078.88,99687.98,99284.55,98839.39
9/1/2021 6:50,9/1/2021,6:50:00,12.46,202.53,101518.6,102048.09,102065.32,102072.4,102074.2,102068.77,101973.92,101861.59,101729.84,101580.15,101409.99,101216.71,100920.32,100604.43,100258.02,99882.8,99489.92,99069.52,98415.05
9/1/2021 7:00,9/1/2021,7:00:00,12.56,203.56,101625.9,102065.32,102072.4,102074.2,102068.77,101973.92,101861.59,101729.84,101580.15,101409.99,101216.71,100920.32,100604.43,100258.02,99882.8,99489.92,99069.52,98415.05,97695.06
9/1/2021 7:10,9/1/2021,7:10:00,12.46,204.84,101595.4,102005.77,102017.15,102018.8,101939.43,101841.75,101728.63,101596.98,101448.21,101278.44,101011.53,100709.64,100384.67,100044.84,99671.8,99269.14,98641.72,97969.18,97280.02
9/1/2021 7:20,9/1/2021,7:20:00,12.39,205.45,101530.1,102017.15,102018.8,101939.43,101841.75,101728.63,101596.98,101448.21,101278.44,101011.53,100709.64,100384.67,100044.84,99671.8,99269.14,98641.72,97969.18,97280.02,96516.23
9/1/2021 7:30,9/1/2021,7:30:00,12.07,205.95,101364.7,102018.8,101939.43,101841.75,101728.63,101596.98,101448.21,101278.44,101011.53,100709.64,100384.67,100044.84,99671.8,99269.14,98641.72,97969.18,97280.02,96516.23,95692.49
9/1/2021 7:40,9/1/2021,7:40:00,12.08,207.8,85493,101871.95,101793.25,101697,101584.5,101454.27,101303.63,101072.38,100807.47,100510.85,100176.88,99823.89,99460.31,98867.23,98226.45,97558.12,96844.57,96118.16,95309.1
9/1/2021 7:50,9/1/2021,7:50:00,11.27,210.69,57491.2,101793.25,101697,101584.5,101454.27,101303.63,101072.38,100807.47,100510.85,100176.88,99823.89,99460.31,98867.23,98226.45,97558.12,96844.57,96118.16,95309.1,93624.34
9/1/2021 8:00,9/1/2021,8:00:00,11.28,210.91,56401.6,101603.3,101510.56,101400.55,101274.84,101071.66,100838.43,100585.94,100295.92,99973.31,99611.13,99056.65,98480.48,97847.76,97165.61,96460.91,95708.51,94199.52,92540.21
9/1/2021 8:10,9/1/2021,8:10:00,11.29,210,58778.9,96809.38,96756.21,96653.64,96070.74,95378.47,94560.06,93687.38,92676.3,91525.12,90607.37,89674.98,88758.79,87728.46,86606.73,85482.08,84401.48,83342.68,82129.2
9/1/2021 8:20,9/1/2021,8:20:00,10.88,209.42,59585.5,96756.21,96653.64,96070.74,95378.47,94560.06,93687.38,92676.3,91525.12,90607.37,89674.98,88758.79,87728.46,86606.73,85482.08,84401.48,83342.68,82129.2,80807.63
9/1/2021 8:30,9/1/2021,8:30:00,10.61,208.75,59548.8,66409.63,67108.63,67568.42,67934.38,68128.16,68338.86,68515.08,68766.77,69097.58,69387.54,69674.28,69785.41,69711.98,69747.26,69747.65,69630.95,69484.48,69206.39
9/1/2021 8:40,9/1/2021,8:40:00,10.43,209.05,59496.8,67108.63,67568.42,67934.38,68128.16,68338.86,68515.08,68766.77,69097.58,69387.54,69674.28,69785.41,69711.98,69747.26,69747.65,69630.95,69484.48,69206.39,68983.63
9/1/2021 8:50,9/1/2021,8:50:00,10.4,209.34,59611.6,67934.88,68433.52,68716.84,68905.52,68938.29,69231.73,69515.39,69633.66,69803.13,69926.62,70029.8,70073,69970.71,69867.67,69723.41,69479.6,69198.27,68436.78
9/1/2021 9:00,9/1/2021,9:00:00,10.37,209.51,59534.3,68433.52,68716.84,68905.52,68938.29,69231.73,69515.39,69633.66,69803.13,69926.62,70029.8,70073,69970.71,69867.67,69723.41,69479.6,69198.27,68436.78,67670.4
9/1/2021 9:10,9/1/2021,9:10:00,10,209.11,59571.6,66990.91,67369.92,67555.05,67873.09,68087.48,68322.04,68532.04,68599.27,68701.09,68839.87,68957.31,68939.32,68791.14,68635.32,68435.16,67789.95,67077.75,66247.4
9/1/2021 9:20,9/1/2021,9:20:00,9.68,209.1,59406.5,67369.92,67555.05,67873.09,68087.48,68322.04,68532.04,68599.27,68701.09,68839.87,68957.31,68939.32,68791.14,68635.32,68435.16,67789.95,67077.75,66247.4,65395.3
9/1/2021 9:30,9/1/2021,9:30:00,9.44,209.23,59497.6,66083.38,66558.66,66881,67145.13,67300.24,67470.55,67621.36,67698.92,67815.56,67892.02,67948.77,67878.07,67680.8,67149.58,66544.23,65825.6,65037.66,64144.65
9/1/2021 9:40,9/1/2021,9:40:00,9.22,209.05,59515.9,66558.66,66881,67145.13,67300.24,67470.55,67621.36,67698.92,67815.56,67892.02,67948.77,67878.07,67680.8,67149.58,66544.23,65825.6,65037.66,64144.65,63213.28
9/1/2021 9:50,9/1/2021,9:50:00,9.12,210.46,59560.7,65676.49,66034.09,66289.75,66462.61,66589.58,66776.4,66888.93,66954.7,67015.24,67044.11,66998.35,66529.38,65967.27,65344.11,64627.8,63823.96,62934,62860.88
9/1/2021 10:00,9/1/2021,10:00:00,9.08,210.04,59480.7,66034.09,66289.75,66462.61,66589.58,66776.4,66888.93,66954.7,67015.24,67044.11,66998.35,66529.38,65967.27,65344.11,64627.8,63823.96,62934,62860.88,62791.41
9/1/2021 10:10,9/1/2021,10:10:00,9.06,209.56,59700.8,64948.04,65288.67,65492.3,65692.64,65802.16,65921.49,66022.15,66002.15,66002.13,65696.43,65325.37,64813.68,64173.6,63477.52,62702.66,62642.47,62571.79,62469.43
9/1/2021 10:20,9/1/2021,10:20:00,8.95,209.07,59503,65288.67,65492.3,65692.64,65802.16,65921.49,66022.15,66002.15,66002.13,65696.43,65325.37,64813.68,64173.6,63477.52,62702.66,62642.47,62571.79,62469.43,62376.38
9/1/2021 10:30,9/1/2021,10:30:00,9.06,209.53,64471,64556.69,64867.88,65060.96,65203.56,65261.76,65322.1,65357.73,65054.17,64727.32,64320.12,63839.08,63231.12,62510.22,62470.16,62418.39,62338.47,62248.11,62127.77
9/1/2021 10:40,9/1/2021,10:40:00,8.98,209.77,64621,64867.88,65060.96,65203.56,65261.76,65322.1,65357.73,65054.17,64727.32,64320.12,63839.08,63231.12,62510.22,62470.16,62418.39,62338.47,62248.11,62127.77,62012.93
9/1/2021 10:50,9/1/2021,10:50:00,8.71,209.17,59165,64574.19,64743.3,64862.54,64897.89,64932.7,64726.59,64386.33,64016.36,63564.49,63035.19,62384.61,62339.74,62292.91,62233.69,62147.56,62050.08,61925.1,63320.56
9/1/2021 11:00,9/1/2021,11:00:00,8.74,208.16,59486.2,64743.3,64862.54,64897.89,64932.7,64726.59,64386.33,64016.36,63564.49,63035.19,62384.61,62339.74,62292.91,62233.69,62147.56,62050.08,61925.1,63320.56,64827.38
9/1/2021 11:10,9/1/2021,11:10:00,8.97,207.91,64280.8,64862.54,64897.89,64932.7,64726.59,64386.33,64016.36,63564.49,63035.19,62384.61,62339.74,62292.91,62233.69,62147.56,62050.08,61925.1,63320.56,64827.38,66404.73
9/1/2021 11:20,9/1/2021,11:20:00,8.91,207.41,62442.3,64897.89,64932.7,64726.59,64386.33,64016.36,63564.49,63035.19,62384.61,62339.74,62292.91,62233.69,62147.56,62050.08,61925.1,63320.56,64827.38,66404.73,68025.27
9/1/2021 11:30,9/1/2021,11:30:00,9.01,206.43,64934.2,67608.18,67321.93,66960.8,66535.57,66024.29,65429.4,64751.88,64600.75,64432.07,64250.3,64054.83,63841.7,63614.73,64759.7,65993.76,67314.08,68742.2,70267.27
9/1/2021 11:40,9/1/2021,11:40:00,9.15,206.11,68143,67321.93,66960.8,66535.57,66024.29,65429.4,64751.88,64600.75,64432.07,64250.3,64054.83,63841.7,63614.73,64759.7,65993.76,67314.08,68742.2,70267.27,71853.5
9/1/2021 11:50,9/1/2021,11:50:00,9.26,205.57,69944.4,66069.99,65780.61,65412.24,64963.23,64442.7,64335.16,64214.45,64075.9,63919.81,63741.88,63550.66,64549.19,65640.92,66831.8,68107.23,69476.23,70905.07,72357.52
9/1/2021 12:00,9/1/2021,12:00:00,9.34,205.09,71829,65780.61,65412.24,64963.23,64442.7,64335.16,64214.45,64075.9,63919.81,63741.88,63550.66,64549.19,65640.92,66831.8,68107.23,69476.23,70905.07,72357.52,73920.48
9/1/2021 12:10,9/1/2021,12:10:00,9.43,204.07,73460.5,65676.08,65294.13,64833.79,64727.68,64605.23,64464.98,64314.25,64140.93,63948.5,64815.89,65796.43,66865.55,68036.43,69310.07,70658.18,71997.88,73373.61,74896.34
9/1/2021 12:20,9/1/2021,12:20:00,9.65,202.27,78478.1,70521.48,69970.48,69689.2,69417.24,69130.27,68846.16,68521,68162.5,68714.57,69331.39,70051.48,70877.37,71820.95,72860.96,73904.17,75039,76246.08,77539.77
9/1/2021 12:30,9/1/2021,12:30:00,9.88,201.46,82289.4,69970.48,69689.2,69417.24,69130.27,68846.16,68521,68162.5,68714.57,69331.39,70051.48,70877.37,71820.95,72860.96,73904.17,75039,76246.08,77539.77,78881.51
9/1/2021 12:40,9/1/2021,12:40:00,9.96,200.17,82761.4,69689.2,69417.24,69130.27,68846.16,68521,68162.5,68714.57,69331.39,70051.48,70877.37,71820.95,72860.96,73904.17,75039,76246.08,77539.77,78881.51,80358.9
9/1/2021 12:50,9/1/2021,12:50:00,10.1,199.99,86587.8,74163.14,73701.42,73247.2,72814.57,72342.98,72642.46,73046.55,73513.52,74093.8,74757.11,75538.11,76338.78,77235.53,78225.25,79295.93,80454.8,81677.95,83106.05
9/1/2021 13:00,9/1/2021,13:00:00,10.18,199.56,87378.1,78822.4,78129.75,77494.13,76909.83,76981.05,77180.24,77417.09,77723.79,78179.37,78680.65,79204.25,79814.23,80549.64,81392.34,82312.81,83322.87,84507.02,85783.53
9/1/2021 13:10,9/1/2021,13:10:00,10.1,198.87,85829.9,78129.75,77494.13,76909.83,76981.05,77180.24,77417.09,77723.79,78179.37,78680.65,79204.25,79814.23,80549.64,81392.34,82312.81,83322.87,84507.02,85783.53,87126.59
9/1/2021 13:20,9/1/2021,13:20:00,9.88,198.91,81804.4,77494.13,76909.83,76981.05,77180.24,77417.09,77723.79,78179.37,78680.65,79204.25,79814.23,80549.64,81392.34,82312.81,83322.87,84507.02,85783.53,87126.59,88591.24
9/1/2021 13:30,9/1/2021,13:30:00,9.68,199.37,79053.2,80462.16,80275.36,80229.08,80329.6,80490.27,80741.92,81099.7,81444.07,81894.02,82409.73,83042.76,83785.44,84616.02,85619.05,86721.25,87916.55,89194.33,90566.2
9/1/2021 13:40,9/1/2021,13:40:00,9.55,200.65,75817.5,80275.36,80229.08,80329.6,80490.27,80741.92,81099.7,81444.07,81894.02,82409.73,83042.76,83785.44,84616.02,85619.05,86721.25,87916.55,89194.33,90566.2,92020.84
9/1/2021 13:50,9/1/2021,13:50:00,9.47,200.6,74060.7,78290.29,78331.32,78516.2,78793.47,79179.92,79571.77,80042.03,80620.16,81272.04,82021.34,82875,83899.66,85004.23,86214.31,87526.27,88907.65,90385.77,90729.69
9/1/2021 14:00,9/1/2021,14:00:00,9.45,201.06,74180.5,76477.26,76653.61,76959.03,77356.5,77799.76,78313.77,78915.08,79605.97,80392.41,81281,82357.8,83519.8,84737.52,86074.1,87517.39,89015.02,89479.61,89887.41
9/1/2021 14:10,9/1/2021,14:10:00,9.39,201.63,72365.1,76653.61,76959.03,77356.5,77799.76,78313.77,78915.08,79605.97,80392.41,81281,82357.8,83519.8,84737.52,86074.1,87517.39,89015.02,89479.61,89887.41,90385.91
9/1/2021 14:20,9/1/2021,14:20:00,9.48,200.39,74699.1,73693.41,74056.99,74490.72,75010.63,75614.35,76290.81,77070.02,77954.48,78951,80097.05,81365.42,82780.59,84238.39,85708.18,86317.64,86945.34,87522.05,88117.07
9/1/2021 14:30,9/1/2021,14:30:00,9.65,198.69,78151.7,74056.99,74490.72,75010.63,75614.35,76290.81,77070.02,77954.48,78951,80097.05,81365.42,82780.59,84238.39,85708.18,86317.64,86945.34,87522.05,88117.07,88642.45
9/1/2021 14:40,9/1/2021,14:40:00,9.74,197.35,79566.7,74490.72,75010.63,75614.35,76290.81,77070.02,77954.48,78951,80097.05,81365.42,82780.59,84238.39,85708.18,86317.64,86945.34,87522.05,88117.07,88642.45,89284.25
9/1/2021 14:50,9/1/2021,14:50:00,9.54,196.55,75524.1,77299.68,77693.38,78181.65,78756.13,79408.38,80192.94,81091.79,82085.66,83165.27,84391.55,85750.29,86348.5,86879.34,87374.38,87911.73,88447.62,88958.64,88440.41
9/1/2021 15:00,9/1/2021,15:00:00,9.45,196.72,73857.4,79420.82,79789.16,80256.2,80805.38,81483.02,82237.23,83105.83,84090.83,85129.14,86325.3,86829.71,87374.6,87865.02,88292.75,88766.58,89255.7,88730.12,88143.23
9/1/2021 15:10,9/1/2021,15:10:00,9.32,196.14,70796.4,79789.16,80256.2,80805.38,81483.02,82237.23,83105.83,84090.83,85129.14,86325.3,86829.71,87374.6,87865.02,88292.75,88766.58,89255.7,88730.12,88143.23,87444.63
9/1/2021 15:20,9/1/2021,15:20:00,9.36,195.33,71659.5,75560.92,76227.75,76983.09,77793.76,78694.38,79647.55,80742.98,81974.38,82519.26,83168.3,83845.44,84581.19,85239.58,85802.99,85570.15,85279.3,84865,84397.43
9/1/2021 15:30,9/1/2021,15:30:00,9.69,192.55,77736,76227.75,76983.09,77793.76,78694.38,79647.55,80742.98,81974.38,82519.26,83168.3,83845.44,84581.19,85239.58,85802.99,85570.15,85279.3,84865,84397.43,83804.33
9/1/2021 15:40,9/1/2021,15:40:00,9.66,191.9,77862.5,74430.16,74991.86,75516.38,76009.14,76518.49,77013.39,77459.15,77935.95,78352.33,78846.27,79359.96,79911.53,80746.37,81539.25,82413.28,83334.33,84237.11,85185.27
9/1/2021 15:50,9/1/2021,15:50:00,9.87,192.52,82029.6,74991.86,75516.38,76009.14,76518.49,77013.39,77459.15,77935.95,78352.33,78846.27,79359.96,79911.53,80746.37,81539.25,82413.28,83334.33,84237.11,85185.27,86254.61
9/1/2021 16:00,9/1/2021,16:00:00,10.11,193.06,87042.9,79877.7,80229.73,80569.49,80926.15,81169.66,81446.49,81742.91,82002.38,82310.09,82630.41,83305.56,83977.25,84632.19,85353.24,86118.02,86880.03,87842.66,88793.04
9/1/2021 16:10,9/1/2021,16:10:00,10.08,194.47,84021,80229.73,80569.49,80926.15,81169.66,81446.49,81742.91,82002.38,82310.09,82630.41,83305.56,83977.25,84632.19,85353.24,86118.02,86880.03,87842.66,88793.04,89872.38
9/1/2021 16:20,9/1/2021,16:20:00,10.2,194.11,85562.1,80434.48,80778.24,81037.48,81276.01,81547.86,81841.75,82095.34,82398.12,83021.9,83714.38,84401.98,85066.84,85800.08,86579.41,87504.93,88487.72,89449.67,90546.55
9/1/2021 16:30,9/1/2021,16:30:00,10.23,192.69,87164.5,80778.24,81037.48,81276.01,81547.86,81841.75,82095.34,82398.12,83021.9,83714.38,84401.98,85066.84,85800.08,86579.41,87504.93,88487.72,89449.67,90546.55,91727.88
9/1/2021 16:40,9/1/2021,16:40:00,10.13,191.09,86641.2,86033.77,86110.61,86180,86242.76,86306.62,86366.43,86671.41,87019.12,87387,87811.07,88279.87,88804.57,89472.96,90154.45,90903.64,91708.41,92531.37,93408.16
9/1/2021 16:50,9/1/2021,16:50:00,10.03,190.82,84684.1,86110.61,86180,86242.76,86306.62,86366.43,86671.41,87019.12,87387,87811.07,88279.87,88804.57,89472.96,90154.45,90903.64,91708.41,92531.37,93408.16,94139.65
9/1/2021 17:00,9/1/2021,17:00:00,10.19,192.75,89102.8,87001.81,87040.16,87075.6,87108.44,87347.48,87615.13,87923.61,88274.59,88646.09,89074.01,89660.8,90318.23,91003.09,91699.83,92465.48,93286.09,93992.52,94741.31
9/1/2021 17:10,9/1/2021,17:10:00,10.25,193.7,88653.4,87040.16,87075.6,87108.44,87347.48,87615.13,87923.61,88274.59,88646.09,89074.01,89660.8,90318.23,91003.09,91699.83,92465.48,93286.09,93992.52,94741.31,95478.79
9/1/2021 17:20,9/1/2021,17:20:00,10.15,193.31,86965.2,88844.34,88807.97,88949.57,89128.98,89342.05,89585.72,89866.93,90188.98,90634.35,91145.44,91714.88,92354.66,93024.42,93707.05,94336.65,95010.63,95693.24,96419.02
9/1/2021 17:30,9/1/2021,17:30:00,10.24,191.89,88980.8,88807.97,88949.57,89128.98,89342.05,89585.72,89866.93,90188.98,90634.35,91145.44,91714.88,92354.66,93024.42,93707.05,94336.65,95010.63,95693.24,96419.02,97134.02
9/1/2021 17:40,9/1/2021,17:40:00,10.22,189.79,89326.5,87289.41,87499.09,87740.71,88009.05,88310.62,88636.78,89098.68,89620.11,90164.88,90793.04,91484.43,92253.14,92924.58,93583.8,94309.27,95079.84,95850.73,96664.94
9/1/2021 17:50,9/1/2021,17:50:00,10.53,187.98,94145.3,87499.09,87740.71,88009.05,88310.62,88636.78,89098.68,89620.11,90164.88,90793.04,91484.43,92253.14,92924.58,93583.8,94309.27,95079.84,95850.73,96664.94,97160.13
9/1/2021 18:00,9/1/2021,18:00:00,10.72,187.08,96462.9,89435.04,89610.31,89821.66,90062.58,90412.44,90798.65,91243.53,91748.82,92276.66,92886.35,93459.99,94099.05,94743.63,95377.11,96075.05,96819.31,97285.75,97775.45
