TimeStamp,"Average  Wind Speed
(m/s)","Average  Wind Dirction
(deg)","Average Active Power
(MW)","Forecasted Power 
(kW)"
8/9/21 2:20,13.2800,200.1067,102.0181,43.7153
8/9/21 2:30,13.2367,201.4100,101.9998,43.7153
8/9/21 2:40,12.9633,202.2400,101.8156,43.7153
8/9/21 2:50,12.7500,201.5900,101.6417,43.7153
8/9/21 3:00,12.5433,199.6800,101.5642,43.7153
8/9/21 3:10,12.2333,200.2600,101.4946,43.7153
8/9/21 3:20,12.0100,200.6233,101.3516,43.7153
8/9/21 3:30,11.9267,200.7667,101.3063,43.7153
8/9/21 3:40,12.2133,200.9933,101.3887,43.7153
8/9/21 3:50,12.4167,203.4767,101.5903,43.7153
8/9/21 4:00,12.4233,206.8933,101.6143,43.7153
8/9/21 4:10,12.3167,207.4933,101.6052,43.7153
8/9/21 4:20,12.2300,206.6367,101.5152,43.7153
8/9/21 4:30,12.0367,206.4967,101.4199,43.7153
8/9/21 4:40,11.7533,204.6500,101.1907,43.7153
8/9/21 4:50,11.5500,201.7133,100.6527,43.7153
8/9/21 5:00,11.3200,199.5900,99.3905,43.7153
8/9/21 5:10,11.1133,199.1033,97.9692,43.7153
8/9/21 5:20,11.0600,200.2967,97.4677,43.7153
8/9/21 5:30,11.2233,201.1767,99.2128,43.7153
8/9/21 5:40,11.2033,200.6967,99.3567,43.7153
8/9/21 5:50,11.1433,200.3000,98.6752,43.7153
8/9/21 6:00,11.0933,199.7167,97.8036,43.7153
8/9/21 6:10,10.9833,198.5800,96.8653,43.7153
8/9/21 6:20,10.8000,198.2233,94.7386,43.7153
8/9/21 6:30,10.6700,197.4500,92.8764,43.7153
8/9/21 6:40,10.2800,197.7267,87.0567,43.7153
8/9/21 6:50,10.1400,198.0500,84.6227,43.7153
8/9/21 7:00,10.1300,198.4700,84.3455,43.7153
8/9/21 7:10,9.7233,197.2700,76.3618,43.7153
8/9/21 7:20,9.5733,195.1000,74.0767,43.7153
8/9/21 7:30,9.5300,193.5333,73.3015,43.7153
8/9/21 7:40,9.6033,191.2967,74.5720,43.7153
8/9/21 7:50,9.9000,190.3333,81.1630,43.7153
8/9/21 8:00,10.1800,189.9400,86.5500,43.7153
8/9/21 8:10,10.3467,188.7067,90.2692,43.7153
8/9/21 8:20,10.4200,188.1667,92.3232,43.7153
8/9/21 8:30,10.4300,187.0500,92.3528,43.7153
8/9/21 8:40,10.3367,187.1833,91.1210,43.7153
8/9/21 8:50,10.6600,188.0833,95.7162,43.7153
8/9/21 9:00,10.9000,188.5567,98.0269,43.7153
8/9/21 9:10,11.2867,189.5833,100.0663,43.7153
8/9/21 9:20,11.4067,190.2233,100.8062,43.7153
8/9/21 9:30,11.3467,189.3967,100.4990,43.7153
8/9/21 9:40,11.3800,189.1367,100.6574,43.7153
8/9/21 9:50,11.2333,188.8800,100.4754,43.7153
8/9/21 10:00,11.1567,188.5667,100.0697,43.7153
8/9/21 10:10,11.0433,188.6800,99.0512,43.7153
8/9/21 10:20,10.7533,188.4800,97.0494,43.7153
8/9/21 10:30,10.6200,188.4300,95.4852,43.7153
8/9/21 10:40,10.5867,188.9933,95.4316,43.7153
8/9/21 10:50,10.7900,190.1700,97.4810,43.7153
8/9/21 11:00,10.7500,192.0933,97.5835,43.7153
8/9/21 11:10,10.7833,194.5933,97.6235,43.7153
8/9/21 11:20,10.6967,195.1300,96.8740,43.7153
8/9/21 11:30,10.4833,194.6400,93.4619,43.7153
8/9/21 11:40,10.3000,193.4667,90.1870,43.7153
8/9/21 11:50,10.3400,193.3200,92.0896,43.7153
8/9/21 12:00,10.2233,194.0967,89.4626,43.7153
8/9/21 12:10,10.1167,192.9267,86.6354,43.7153
8/9/21 12:20,9.9600,193.0067,84.3092,43.7153
8/9/21 12:30,10.2233,193.4033,89.2235,43.7153
8/9/21 12:40,10.6033,193.4467,94.9079,43.7153
8/9/21 12:50,10.9867,193.8700,98.5663,43.7153
8/9/21 13:00,11.3333,194.4433,100.4618,43.7153
8/9/21 13:10,11.5533,194.2567,100.5652,43.7153
8/9/21 13:20,11.5900,193.1000,100.4067,43.7153
8/9/21 13:30,11.5000,192.5933,99.8960,43.7153
8/9/21 13:40,11.6967,192.2000,100.6852,43.7153
8/9/21 13:50,11.6333,192.4867,100.9927,43.7153
8/9/21 14:00,11.5600,191.7933,100.8957,43.7153
8/9/21 14:10,11.3533,191.6700,100.4878,43.7153
8/9/21 14:20,10.9567,191.7400,93.8269,43.7153
8/9/21 14:30,10.8900,191.6833,90.2244,43.7153
8/9/21 14:40,10.9567,191.5733,78.5523,43.7153
8/9/21 14:50,11.1600,191.2233,76.5654,43.7153
8/9/21 15:00,11.6167,191.7967,97.3066,43.7153
8/9/21 15:10,11.6267,191.6767,100.8577,43.7153
8/9/21 15:20,11.5200,192.1500,100.8645,43.7153
8/9/21 15:30,11.4867,192.6233,100.5963,43.7153
8/9/21 15:40,11.4933,191.5867,100.2142,43.7153
8/9/21 15:50,11.4233,189.7200,100.2101,43.7153
8/9/21 16:00,11.4467,189.6533,100.3874,43.7153
8/9/21 16:10,11.6767,189.1067,100.9499,43.7153
8/9/21 16:20,11.8633,188.6267,101.1580,43.7153
8/9/21 16:30,11.8633,188.5933,101.1678,43.7153
8/9/21 16:40,12.0867,187.2300,101.2771,43.7153
8/9/21 16:50,12.1000,186.9000,101.3569,101.2312
8/9/21 17:00,12.1167,186.8867,101.3203,101.3137
8/9/21 17:10,12.0900,185.7467,101.3648,101.8202
8/9/21 17:20,12.4600,185.4000,101.5260,101.8851
8/9/21 17:30,12.8333,184.1433,101.6698,101.8168
8/9/21 17:40,13.4533,182.5600,101.9779,101.8857
8/9/21 17:50,13.9300,193.7233,102.3880,102.0489
8/9/21 18:00,14.0900,194.0600,102.5013,102.1090
8/9/21 18:10,14.2967,194.4867,100.6543,102.4313
8/9/21 18:20,14.3933,194.5333,101.7212,102.4728
8/9/21 18:30,14.3767,182.6800,102.6742,102.7410
8/9/21 18:40,14.7167,183.6933,102.8368,102.7700
8/9/21 18:50,15.1967,183.8600,103.0321,102.1392
8/9/21 19:00,15.7600,183.0467,103.2331,102.1919
8/9/21 19:10,15.8767,183.2933,103.3264,102.2383
8/9/21 19:20,15.7067,184.2067,103.2640,102.2837
8/9/21 19:30,15.3100,185.9867,103.1661,102.3260
8/9/21 19:40,15.1567,187.9433,103.1138,103.2798
8/9/21 19:50,15.2700,187.9933,103.1143,103.3867
8/9/21 20:00,15.1867,187.8133,103.0864,103.3908
8/9/21 20:10,15.0200,187.8967,103.0230,103.2099
8/9/21 20:20,14.9733,188.2133,103.0152,103.2212
8/9/21 20:30,14.8867,189.0567,102.9696,103.1856
8/9/21 20:40,14.7633,188.5400,102.9141,103.1976
8/9/21 20:50,14.6600,188.6600,102.8468,103.1317
8/9/21 21:00,14.4700,188.2833,102.7797,103.1458
8/9/21 21:10,14.2667,189.2567,102.6792,103.0810
8/9/21 21:20,14.3667,189.6400,102.6834,103.0963
8/9/21 21:30,14.5267,191.3033,102.7633,102.8937
8/9/21 21:40,14.5667,191.5833,102.7725,102.9174
8/9/21 21:50,14.6367,191.8600,102.8323,102.8794
8/9/21 22:00,15.0433,192.6533,102.9944,102.9031
8/9/21 22:10,15.2567,192.3533,103.1284,102.9887
8/9/21 22:20,15.3367,191.8200,103.1203,103.0096
8/9/21 22:30,15.2233,191.3233,103.1177,103.1277
8/9/21 22:40,15.1500,192.8167,103.0659,103.1420
8/9/21 22:50,14.9867,192.6033,102.9960,103.1893
8/9/21 23:00,15.0500,192.8333,103.0216,103.2251
8/9/21 23:10,15.2967,193.5200,103.1264,103.1810
8/9/21 23:20,15.1500,193.1233,103.0741,103.1804
8/9/21 23:30,15.0167,193.5267,103.0392,103.1919
8/9/21 23:40,15.0067,193.1433,103.0052,103.2162
8/9/21 23:50,15.0867,194.3633,103.0706,103.1702
8/10/21 0:00,14.9700,194.8967,102.9896,103.1830
8/10/21 0:10,14.9067,195.6600,102.9814,103.1942
8/10/21 0:20,15.1633,195.9200,103.0490,103.1680
8/10/21 0:30,15.1933,195.4767,103.0569,103.1024
8/10/21 0:40,15.1933,196.7600,103.1100,103.1149
8/10/21 0:50,15.1133,197.6033,103.0655,103.1621
8/10/21 1:00,14.9267,198.9400,102.9645,103.1626
8/10/21 1:10,14.5967,199.7800,102.8250,103.2095
8/10/21 1:20,14.3800,199.9367,102.7075,103.2205
8/10/21 1:30,14.4167,198.8867,102.7220,102.9641
8/10/21 1:40,14.5467,197.3000,102.7739,102.9853
8/10/21 1:50,14.5900,196.7000,102.8215,102.9720
8/10/21 2:00,14.6767,196.8467,102.8082,102.9231
8/10/21 2:10,14.7733,199.8200,102.8810,102.9493
8/10/21 2:20,14.6933,201.8033,102.9150,102.9841
8/10/21 2:30,14.6867,201.9933,102.8731,103.0037
8/10/21 2:40,14.5267,202.0867,102.8504,102.9927
8/10/21 2:50,14.0033,201.5800,102.6069,103.0386
8/10/21 3:00,13.4567,199.6667,102.1862,103.0548
8/10/21 3:10,13.3200,198.8933,102.0386,103.0011
8/10/21 3:20,13.1333,198.8700,101.9485,103.0178
8/10/21 3:30,13.1200,198.9233,101.8500,102.4119
8/10/21 3:40,13.0667,199.8600,101.8691,102.4483
8/10/21 3:50,12.8100,200.5533,101.7406,102.3033
8/10/21 4:00,12.5133,199.1967,101.4534,102.3406
8/10/21 4:10,12.1567,199.4233,101.1239,102.0821
8/10/21 4:20,11.7567,201.2600,100.2825,102.1312
8/10/21 4:30,11.8033,200.9500,100.0655,101.7096
8/10/21 4:40,11.5933,198.2367,99.3356,101.7518
8/10/21 4:50,11.3900,197.6867,98.2944,101.3689
8/10/21 5:00,11.2700,199.4800,98.0520,101.4164
8/10/21 5:10,10.8700,200.9000,94.9228,100.8917
8/10/21 5:20,10.2967,201.8300,86.8427,100.9461
8/10/21 5:30,9.6867,203.2867,75.9365,100.5839
8/10/21 5:40,9.2800,205.4900,67.3789,100.6293
8/10/21 5:50,8.8067,205.9300,58.0695,82.7355
8/10/21 6:00,8.3100,204.4400,48.4495,83.5141
8/10/21 6:10,7.9033,202.8133,41.4991,76.3858
8/10/21 6:20,7.7367,199.6633,38.8836,77.3317
8/10/21 6:30,7.9267,197.5200,42.4558,54.4779
8/10/21 6:40,8.2167,196.3600,47.5325,56.3722
8/10/21 6:50,8.3067,196.0933,49.2830,52.8630
8/10/21 7:00,8.1867,196.4700,47.8419,54.6725
8/10/21 7:10,8.1233,194.7067,46.0573,58.8981
8/10/21 7:20,8.0933,190.0367,46.2910,60.4119
8/10/21 7:30,8.2700,188.6300,49.7355,60.3894
8/10/21 7:40,8.7367,189.8967,58.8570,60.9628
8/10/21 7:50,9.1500,191.4233,67.4747,58.7136
8/10/21 8:00,9.2533,193.8400,69.3012,59.1781
8/10/21 8:10,9.0800,193.9633,65.2441,67.0896
8/10/21 8:20,8.8567,195.2533,61.9366,66.9179
8/10/21 8:30,8.4100,194.4833,52.5933,71.5841
8/10/21 8:40,7.8833,196.6033,44.2129,72.4281
8/10/21 8:50,7.3200,200.0400,34.7980,66.6577
8/10/21 9:00,7.3133,202.9900,34.9488,67.8489
8/10/21 9:10,7.5400,200.6900,37.2890,56.7692
8/10/21 9:20,7.3133,195.5000,33.7631,57.4844
8/10/21 9:30,7.2067,194.3233,31.4695,48.1986
8/10/21 9:40,6.9138,195.2690,20.5051,48.4417
8/10/21 9:50,6.8250,197.1357,20.1395,44.0861
8/10/21 10:00,7.4400,189.1200,19.0789,44.1487
8/10/21 10:10,7.3400,188.7533,18.6022,31.4286
8/10/21 10:20,7.3733,191.9000,18.4863,31.5914
8/10/21 10:30,7.2800,190.1200,17.2359,29.6099
8/10/21 10:40,7.6200,187.1867,19.3741,31.2375
8/10/21 10:50,7.5533,186.2600,19.2003,32.5892
8/10/21 11:00,7.4133,185.6000,17.9249,34.3182
8/10/21 11:10,7.2400,184.8200,16.8150,35.8962
8/10/21 11:20,7.1800,183.4600,16.5979,37.9325
8/10/21 11:30,6.8400,182.5400,14.1023,38.0422
8/10/21 11:40,6.7467,205.0067,13.4367,40.4698
8/10/21 11:50,6.5417,197.8458,13.6055,38.5950
8/10/21 12:00,6.5889,193.3296,15.7951,41.4915
8/10/21 12:10,6.7296,189.7667,22.2132,42.8870
8/10/21 12:20,6.6481,191.0259,22.8586,45.6641
8/10/21 12:30,6.0222,191.9519,16.3931,38.5990
8/10/21 12:40,6.1214,192.2750,17.7002,40.5146
8/10/21 12:50,6.4103,191.4621,20.9139,41.4332
8/10/21 13:00,6.7100,191.0900,24.7425,43.0696
8/10/21 13:10,7.1567,191.2233,29.8015,35.9213
8/10/21 13:20,7.5233,189.6367,35.8569,37.7100
8/10/21 13:30,7.4700,193.4933,35.5903,39.1348
8/10/21 13:40,7.3800,184.5067,34.1555,40.5692
8/10/21 13:50,7.1333,195.3167,29.8784,47.2259
8/10/21 14:00,7.0667,195.3767,29.6775,48.3112
8/10/21 14:10,6.7467,186.1200,26.0387,40.7159
8/10/21 14:20,6.4900,187.9200,22.8374,43.0201
8/10/21 14:30,6.8933,190.9000,27.2874,38.6827
8/10/21 14:40,6.7833,193.4267,26.1712,40.7434
8/10/21 14:50,7.1033,192.7700,30.3021,35.4575
8/10/21 15:00,7.5200,193.2767,36.1335,37.8575
8/10/21 15:10,7.7567,189.4567,39.2616,38.7458
8/10/21 15:20,8.1167,185.6233,46.2731,41.2512
8/10/21 15:30,8.4033,194.9233,51.5212,47.9250
8/10/21 15:40,8.5533,191.9333,54.1590,49.2431
8/10/21 15:50,8.8033,189.7667,58.9139,57.8919
8/10/21 16:00,9.0000,190.5000,62.8345,58.8531
8/10/21 16:10,9.4367,192.1467,71.6664,61.1783
8/10/21 16:20,10.0000,192.8100,82.7345,61.8651
8/10/21 16:30,10.4367,194.3933,90.9129,72.9690
8/10/21 16:40,10.4233,193.6267,92.5754,73.8585
8/10/21 16:50,10.4467,193.2967,92.5320,83.8178
8/10/21 17:00,10.5433,195.1000,94.6099,84.4589
8/10/21 17:10,10.5933,187.1267,94.7494,91.9586
8/10/21 17:20,10.7633,188.4500,96.3908,92.3819
8/10/21 17:30,10.6567,187.5767,94.6304,94.5054
8/10/21 17:40,10.5667,187.1633,94.2822,94.8362
8/10/21 17:50,10.9833,187.4500,97.9238,95.1769
8/10/21 18:00,11.4433,186.6600,100.5727,95.5498
8/10/21 18:10,11.5667,185.6133,100.9058,95.8162
8/10/21 18:20,11.8467,186.1400,101.1676,96.2792
8/10/21 18:30,12.1733,183.3533,101.3843,98.4455
8/10/21 18:40,12.3300,193.6300,101.4958,99.8481
8/10/21 18:50,12.3067,192.7367,101.3958,101.0580
8/10/21 19:00,12.1767,191.0667,101.3260,100.8871
8/10/21 19:10,12.1933,189.5967,101.3698,100.6874
8/10/21 19:20,12.1100,189.6067,101.2304,100.4575
8/10/21 19:30,12.1267,191.0133,101.3349,100.2037
8/10/21 19:40,12.2800,190.0033,101.3117,100.2312
8/10/21 19:50,12.3567,188.4867,101.3966,100.2679
8/10/21 20:00,12.3267,189.1300,101.4037,100.7994
8/10/21 20:10,12.1933,190.3333,101.3292,100.8124
8/10/21 20:20,11.6667,191.7633,100.8579,95.2294
8/10/21 20:30,11.6767,192.5633,100.7315,95.3501
8/10/21 20:40,11.7000,192.3533,100.7588,96.9657
8/10/21 20:50,11.4833,193.7967,100.6641,97.2394
8/10/21 21:00,11.1300,194.5533,98.7132,98.2141
8/10/21 21:10,11.0367,182.7067,97.7831,98.5627
8/10/21 21:20,11.0733,182.5200,98.2144,99.2636
8/10/21 21:30,11.2300,192.3233,98.8151,99.8842
8/10/21 21:40,11.3200,190.3633,99.6030,96.8473
8/10/21 21:50,11.1233,189.9567,98.6514,95.9247
8/10/21 22:00,11.2467,187.8767,99.1384,96.0376
8/10/21 22:10,11.3067,186.6533,99.9381,94.8727
8/10/21 22:20,11.2367,186.5933,99.7542,94.7555
8/10/21 22:30,11.4567,187.5200,100.2913,93.4285
8/10/21 22:40,11.7167,187.2600,100.9420,94.1082
8/10/21 22:50,11.8033,186.7633,101.2003,92.8045
8/10/21 23:00,11.8267,186.5033,101.1403,93.7215
8/10/21 23:10,11.5600,186.3300,100.7947,94.4432
8/10/21 23:20,11.3800,185.8367,100.1923,92.8532
8/10/21 23:30,11.0933,185.7233,99.2354,92.4555
8/10/21 23:40,11.0000,186.8067,98.1957,90.8405
8/10/21 23:50,11.1867,186.9633,99.0413,89.2375
8/11/21 0:00,11.2667,187.3333,99.8683,89.4123
8/11/21 0:10,11.1233,186.0367,98.8663,87.6756
8/11/21 0:20,11.1633,184.2267,98.9705,87.2406
8/11/21 0:30,10.8433,184.0700,95.8265,85.4593
8/11/21 0:40,10.5200,184.0567,89.1478,87.2877
8/11/21 0:50,10.1700,185.7767,83.7224,85.1411
8/11/21 1:00,10.1033,187.1233,82.9874,84.4844
8/11/21 1:10,10.3033,187.8933,86.1044,82.2938
8/11/21 1:20,10.5700,189.6933,90.8610,72.7811
8/11/21 1:30,10.4133,192.4067,89.0861,70.7916
8/11/21 1:40,10.0600,181.7367,81.0215,72.2509
8/11/21 1:50,10.1600,193.2200,83.3892,71.1554
8/11/21 2:00,10.1767,191.4467,83.6668,76.3944
8/11/21 2:10,10.2667,190.9167,85.2541,70.6647
8/11/21 2:20,10.1567,191.9667,83.8004,69.6257
8/11/21 2:30,10.0500,179.9900,81.0614,68.7545
8/11/21 2:40,10.0367,190.3967,81.0614,75.4288
8/11/21 2:50,10.1733,188.7333,83.9834,72.9496
8/11/21 3:00,10.0933,187.9867,83.0383,71.3288
8/11/21 3:10,10.0700,190.2100,82.3365,74.1531
8/11/21 3:20,9.6733,194.4233,75.5710,72.3382
8/11/21 3:30,9.5133,183.4700,71.8835,69.9621
8/11/21 3:40,9.3767,194.9300,68.8651,68.0302
8/11/21 3:50,9.0967,194.3100,63.1555,63.7861
8/11/21 4:00,9.1000,182.4500,63.2860,61.9284
8/11/21 4:10,9.1100,182.2167,63.8177,60.0851
8/11/21 4:20,8.7533,182.9600,56.6810,56.6260
8/11/21 4:30,8.3100,184.0167,48.3790,54.3698
8/11/21 4:40,8.1033,183.4667,44.5390,52.8121
8/11/21 4:50,7.9733,193.5867,42.5247,42.0724
8/11/21 5:00,8.0933,191.3800,44.6646,40.8799
8/11/21 5:10,8.0800,189.3167,43.3752,37.8219
8/11/21 5:20,8.0267,187.1400,42.6128,36.7212
8/11/21 5:30,7.9267,186.4600,41.2798,37.4628
8/11/21 5:40,7.7733,185.0000,39.2095,36.3687
8/11/21 5:50,7.7167,186.9767,39.1785,35.3240
8/11/21 6:00,7.6033,186.9467,37.0418,34.6546
8/11/21 6:10,7.6567,187.0067,37.7306,33.6560
8/11/21 6:20,7.6100,185.0567,36.8760,33.0375
8/11/21 6:30,7.4633,185.1367,34.8623,31.6977
8/11/21 6:40,7.2267,185.2700,31.5526,31.0354
8/11/21 6:50,7.2167,185.7700,31.9338,29.7252
8/11/21 7:00,7.3433,185.1233,33.1138,29.1708
8/11/21 7:10,7.2433,185.9067,32.2450,28.5547
8/11/21 7:20,7.2167,185.2700,31.3796,28.1091
8/11/21 7:30,7.5867,184.5233,36.6589,28.0830
8/11/21 7:40,7.8333,183.0667,40.7665,28.2138
8/11/21 7:50,7.7333,181.5833,39.6803,29.4021
8/11/21 8:00,7.6567,181.9567,38.1912,29.7975
8/11/21 8:10,7.7533,180.7400,39.2449,30.3748
8/11/21 8:20,7.8800,179.1933,42.0960,37.0970
8/11/21 8:30,7.5967,178.5867,37.3634,37.5151
8/11/21 8:40,7.4067,177.7400,34.7517,36.9282
8/11/21 8:50,7.3700,178.3433,34.5707,38.0240
8/11/21 9:00,7.3367,181.8067,33.7144,32.9595
8/11/21 9:10,7.4567,185.1567,35.4253,32.7224
8/11/21 9:20,7.7233,187.1000,39.4130,30.6637
8/11/21 9:30,7.8500,187.9867,41.4181,30.5909
8/11/21 9:40,7.6533,187.6733,38.2642,32.6692
8/11/21 9:50,7.6067,189.9467,37.6396,37.9457
8/11/21 10:00,7.8267,191.9367,41.1838,37.9818
8/11/21 10:10,8.1533,194.7300,46.5603,35.9876
8/11/21 10:20,8.3000,185.5100,48.9976,36.2993
8/11/21 10:30,8.3100,186.1767,50.1581,36.7597
8/11/21 10:40,8.2800,185.4767,48.8770,45.0489
8/11/21 10:50,8.0767,184.6300,44.7319,45.2840
8/11/21 11:00,7.9300,196.4400,42.5927,47.6826
8/11/21 11:10,7.8900,196.0133,41.8502,48.0098
8/11/21 11:20,7.4733,185.4433,35.4059,44.2268
8/11/21 11:30,7.2700,188.5933,32.7299,44.5917
8/11/21 11:40,7.5100,190.6133,35.7848,43.3455
8/11/21 11:50,7.9600,189.5800,42.9510,36.5313
8/11/21 12:00,8.1600,189.0267,46.1250,37.2494
8/11/21 12:10,8.2733,189.0933,48.3418,37.9606
8/11/21 12:20,8.0433,189.3900,44.8829,47.7184
8/11/21 12:30,7.5100,190.5967,35.8867,48.0817
8/11/21 12:40,6.9300,191.3233,28.1193,48.8501
8/11/21 12:50,6.6467,191.2333,24.9541,36.6244
8/11/21 13:00,6.4600,191.4633,23.1861,35.7126
8/11/21 13:10,6.2833,193.5067,21.4630,27.6120
8/11/21 13:20,6.5667,195.7633,24.4086,26.5703
8/11/21 13:30,6.5933,196.6900,24.2825,21.6388
8/11/21 13:40,6.2167,195.7500,19.7479,22.0819
8/11/21 13:50,6.3733,195.6033,21.6667,22.6040
8/11/21 14:00,6.8300,195.2867,26.8426,22.8723
8/11/21 14:10,6.9667,194.6067,28.8840,23.4656
8/11/21 14:20,7.0567,193.9767,30.1071,23.7168
8/11/21 14:30,7.1067,192.8333,30.7030,24.4067
8/11/21 14:40,7.2600,191.8400,32.9698,30.4898
8/11/21 14:50,7.4067,190.6433,34.8774,30.8243
8/11/21 15:00,7.2400,189.3167,31.8809,31.6805
8/11/21 15:10,6.9733,188.2800,28.8807,35.8680
8/11/21 15:20,6.7500,187.7500,26.2003,36.0517
8/11/21 15:30,6.7033,188.7133,25.9379,36.2265
8/11/21 15:40,6.8600,190.5433,27.9514,29.6115
8/11/21 15:50,7.0167,190.1067,29.7132,28.8007
8/11/21 16:00,7.2033,190.7800,32.8460,29.6381
8/11/21 16:10,7.5067,189.9933,35.9330,33.2285
8/11/21 16:20,7.6833,190.0933,38.5062,33.9680
8/11/21 16:30,7.6500,189.6900,38.2455,34.7262
8/11/21 16:40,7.7000,188.3600,39.4066,39.6974
8/11/21 16:50,7.6000,186.7000,38.2920,41.7678
8/11/21 17:00,7.3433,186.3900,34.6676,43.9800
8/11/21 17:10,7.2800,186.6367,33.6476,46.2965
8/11/21 17:20,7.4967,186.4667,36.6658,47.1980
8/11/21 17:30,7.7900,186.4633,40.6073,49.8542
8/11/21 17:40,8.1833,186.8867,47.7183,43.4950
8/11/21 17:50,8.4667,186.9667,53.5297,43.2494
8/11/21 18:00,8.6100,185.9333,55.5965,42.5737
8/11/21 18:10,8.4933,184.9767,53.7326,41.5979
8/11/21 18:20,8.4767,185.6867,52.7537,49.6623
8/11/21 18:30,8.5300,184.8500,54.4089,48.1611
8/11/21 18:40,8.5633,183.3267,54.7750,51.5772
8/11/21 18:50,8.5433,182.6133,55.1096,50.7768
8/11/21 19:00,8.6933,193.9500,57.9955,50.5989
8/11/21 19:10,9.0933,181.2700,65.7604,50.4248
8/11/21 19:20,9.3100,181.6233,70.3203,52.9738
8/11/21 19:30,9.6300,193.1467,76.1039,52.6879
8/11/21 19:40,10.0033,191.4433,83.1405,62.3725
8/11/21 19:50,10.1700,190.6867,86.8137,62.1827
8/11/21 20:00,10.0667,189.3433,84.2172,70.1053
8/11/21 20:10,10.2267,189.5833,87.8346,79.2303
8/11/21 20:20,10.4900,189.4467,92.0066,79.1994
8/11/21 20:30,10.4900,188.5400,91.8110,79.3913
8/11/21 20:40,10.4767,188.1300,91.5780,83.7447
8/11/21 20:50,10.1633,187.5300,86.8218,87.8132
8/11/21 21:00,9.7767,185.5900,78.1607,87.1657
8/11/21 21:10,9.6700,182.3767,76.4106,82.6536
8/11/21 21:20,9.4467,180.2633,73.0512,82.2963
8/11/21 21:30,9.7567,181.5833,79.5139,74.2494
8/11/21 21:40,10.1267,181.4067,86.3079,73.9137
8/11/21 21:50,10.4767,181.5533,91.9754,76.2586
8/11/21 22:00,10.6967,180.5967,94.9479,75.7687
8/11/21 22:10,10.8533,179.8900,96.4018,75.2683
8/11/21 22:20,10.8400,178.9567,95.8505,86.4288
8/11/21 22:30,10.8200,177.9233,95.0629,90.1331
8/11/21 22:40,10.9300,178.8433,96.1520,88.6688
8/11/21 22:50,10.8333,180.1967,96.0629,87.2108
8/11/21 23:00,10.6467,180.9033,93.1319,87.6138
8/11/21 23:10,10.3433,180.3600,88.5799,86.0516
8/11/21 23:20,10.2367,179.9300,87.2392,85.7630
8/11/21 23:30,9.9800,181.7333,81.0253,84.1003
8/11/21 23:40,9.9233,184.8867,79.3690,80.7104
8/11/21 23:50,9.9600,186.2467,81.9967,76.2865
8/12/21 0:00,9.8933,186.4800,80.4759,75.7140
8/12/21 0:10,9.8667,188.3667,80.1102,77.2273
8/12/21 0:20,9.8400,189.5433,79.1893,76.7080
8/12/21 0:30,10.0000,189.0933,81.6849,76.3333
8/12/21 0:40,10.1867,187.9033,85.8089,75.0158
8/12/21 0:50,10.1367,186.6800,83.8409,77.1789
8/12/21 1:00,9.9333,187.2800,80.5865,77.0224
8/12/21 1:10,9.8867,187.5200,80.0719,79.3579
8/12/21 1:20,9.8200,188.3367,77.9201,79.2182
8/12/21 1:30,9.9667,188.8400,81.6327,77.7605
8/12/21 1:40,10.1467,189.2767,85.6080,77.7867
8/12/21 1:50,10.2933,180.0367,88.6591,77.9155
8/12/21 2:00,10.5400,182.4033,92.0570,78.9787
8/12/21 2:10,10.5500,193.0400,91.7461,79.1242
8/12/21 2:20,10.1767,191.5433,85.4761,84.1762
8/12/21 2:30,10.1333,190.8467,85.1446,84.2473
8/12/21 2:40,10.1033,188.7433,85.1654,88.1998
8/12/21 2:50,9.9867,186.8400,82.2829,86.9192
8/12/21 3:00,9.5133,186.1600,73.4982,82.1069
8/12/21 3:10,9.2867,186.6967,69.1949,80.8743
8/12/21 3:20,9.4400,187.4733,72.4337,80.5789
8/12/21 3:30,9.4667,188.2233,72.2488,80.0054
8/12/21 3:40,9.1933,187.9500,67.2180,70.3687
8/12/21 3:50,9.1367,189.2033,66.2643,69.9176
8/12/21 4:00,9.2267,190.3067,68.3191,72.2470
8/12/21 4:10,8.8000,190.0500,59.1321,71.3320
8/12/21 4:20,8.2967,187.9967,48.9862,66.4107
8/12/21 4:30,7.9333,187.8167,42.2984,65.5223
8/12/21 4:40,7.7900,187.4833,39.9929,65.5495
8/12/21 4:50,7.4267,187.2067,34.4687,48.2390
8/12/21 5:00,7.1933,186.9100,32.0378,48.3510
8/12/21 5:10,7.1267,188.3967,31.0554,48.3782
8/12/21 5:20,7.0833,190.6467,29.9619,38.7595
8/12/21 5:30,7.0900,191.5167,29.5181,36.5118
8/12/21 5:40,7.2433,190.6500,31.3862,35.8610
8/12/21 5:50,7.4467,191.1167,34.9466,34.8202
8/12/21 6:00,7.4724,193.2690,34.9313,31.9126
8/12/21 6:10,6.8967,198.0867,27.3423,30.6529
8/12/21 6:20,6.2400,200.5067,19.8634,30.7868
8/12/21 6:30,5.7033,189.6000,14.9897,29.0336
8/12/21 6:40,5.5500,200.2700,13.3780,25.6844
8/12/21 6:50,5.5500,198.3633,13.5076,24.9224
8/12/21 7:00,5.3433,186.8467,12.0433,13.1267
8/12/21 7:10,5.3967,198.0767,12.3823,12.7568
8/12/21 7:20,5.4467,196.6500,12.8624,12.1053
8/12/21 7:30,5.4100,195.4633,12.4647,10.6950
