TimeStamp,"Average  Wind Speed
(m/s)","Average  Wind Dirction
(deg)","Average Active Power
(MW)","Forecasted Power 
(kW)"
8/17/21 1:00,11.7733,192.8767,101.1901,99.0668
8/17/21 1:10,11.6200,192.1133,101.1279,98.5426
8/17/21 1:20,11.5700,192.0900,100.6868,98.2213
8/17/21 1:30,11.5500,192.6133,100.5215,97.6225
8/17/21 1:40,11.4267,192.6100,100.3665,98.1946
8/17/21 1:50,11.3333,192.6333,100.1434,98.0170
8/17/21 2:00,11.2400,192.7100,99.8884,97.8087
8/17/21 2:10,11.1667,193.9467,99.8840,97.6656
8/17/21 2:20,11.0733,183.0733,99.1909,97.7913
8/17/21 2:30,11.1200,194.9900,99.4804,97.6719
8/17/21 2:40,11.3400,194.5367,100.1202,97.3043
8/17/21 2:50,11.4533,194.0967,100.6046,96.6953
8/17/21 3:00,11.4767,193.8700,100.4576,100.3326
8/17/21 3:10,11.4133,194.6900,100.2379,100.4400
8/17/21 3:20,11.3133,183.1000,99.5590,101.1735
8/17/21 3:30,11.3133,194.8167,99.0853,101.2564
8/17/21 3:40,11.2200,194.7133,98.7433,100.8906
8/17/21 3:50,11.2233,182.5767,99.2150,100.9425
8/17/21 4:00,11.4733,194.1867,100.4924,100.5509
8/17/21 4:10,11.5300,194.1400,100.8228,100.6085
8/17/21 4:20,11.4933,193.3633,100.7007,100.0043
8/17/21 4:30,11.4933,192.1000,100.5623,100.0756
8/17/21 4:40,11.6867,191.3967,101.0319,101.2670
8/17/21 4:50,11.9700,192.0500,101.3113,101.3349
8/17/21 5:00,12.0300,192.8333,101.3690,101.3319
8/17/21 5:10,12.2367,193.8867,101.4736,101.4036
8/17/21 5:20,12.2433,194.6900,101.4975,101.7195
8/17/21 5:30,12.2767,195.2467,101.5199,101.7788
8/17/21 5:40,12.0200,184.2833,101.4335,101.8377
8/17/21 5:50,11.8967,184.2733,101.2551,101.8510
8/17/21 6:00,11.9533,183.4233,101.2654,101.8601
8/17/21 6:10,12.0933,183.1567,101.3870,101.8660
8/17/21 6:20,11.8067,184.0700,101.3160,101.6820
8/17/21 6:30,11.9200,184.7700,101.3147,101.6895
8/17/21 6:40,12.0800,184.8333,101.4228,101.6703
8/17/21 6:50,12.1867,184.1367,101.4671,101.7011
8/17/21 7:00,12.4267,184.1300,101.5412,101.6675
8/17/21 7:10,12.5733,183.2533,101.6554,101.6996
8/17/21 7:20,12.6967,183.8600,99.0142,101.7417
8/17/21 7:30,12.7967,185.0033,98.6306,101.7705
8/17/21 7:40,12.9967,185.7233,101.8735,101.3751
8/17/21 7:50,13.0033,186.5967,101.9255,100.8540
8/17/21 8:00,12.8667,186.9400,101.8614,100.4365
8/17/21 8:10,12.7433,187.0200,101.7853,99.8100
8/17/21 8:20,12.8500,186.5833,101.7852,100.6411
8/17/21 8:30,12.8133,187.3067,101.8335,100.2245
8/17/21 8:40,12.8700,188.6133,101.8259,101.4798
8/17/21 8:50,12.6800,188.1033,101.7549,101.4613
8/17/21 9:00,12.4733,187.9967,101.6048,101.4472
8/17/21 9:10,12.3533,187.9867,101.5891,101.4330
8/17/21 9:20,12.4033,187.9400,101.5793,101.5255
8/17/21 9:30,12.4567,187.6400,101.6120,101.5108
8/17/21 9:40,12.5133,188.0733,101.6444,101.4467
8/17/21 9:50,12.5267,189.0233,101.6315,101.5458
8/17/21 10:00,12.4500,190.4433,101.6190,101.6837
8/17/21 10:10,12.2200,191.1933,101.5266,101.8065
8/17/21 10:20,12.0867,191.4733,101.4591,101.8983
8/17/21 10:30,11.7900,190.6667,101.2048,102.0313
8/17/21 10:40,11.8367,190.5000,101.2581,101.9634
8/17/21 10:50,11.8600,191.1600,101.2745,101.9505
8/17/21 11:00,11.8767,191.8300,101.2640,101.5326
8/17/21 11:10,11.9667,193.4067,101.3551,101.5339
8/17/21 11:20,12.2300,194.7033,101.4965,101.5233
8/17/21 11:30,12.5533,194.9200,101.6352,101.5098
8/17/21 11:40,12.5567,196.1133,101.6495,101.5759
8/17/21 11:50,12.4300,197.2000,101.6038,101.6420
8/17/21 12:00,12.4200,197.6067,101.5950,101.7911
8/17/21 12:10,12.4200,198.0667,101.5851,101.8609
8/17/21 12:20,12.3633,197.0833,101.5488,101.9735
8/17/21 12:30,12.5167,196.9900,101.6023,101.8774
8/17/21 12:40,12.6100,197.0933,101.6609,101.9117
8/17/21 12:50,12.6300,198.3333,101.6739,101.8916
8/17/21 13:00,12.7533,199.8733,101.7310,101.9183
8/17/21 13:10,12.6933,199.6500,101.6849,101.9209
8/17/21 13:20,12.9633,198.8733,101.8642,101.9419
8/17/21 13:30,13.2933,197.9433,102.0679,101.9562
8/17/21 13:40,13.7033,196.9800,102.3569,102.0147
8/17/21 13:50,13.9133,196.1867,102.5904,102.0699
8/17/21 14:00,13.7433,196.4067,102.4395,102.2857
8/17/21 14:10,13.5267,195.9600,102.3070,102.3380
8/17/21 14:20,13.3233,195.9467,102.1580,102.6217
8/17/21 14:30,13.6500,196.0567,102.3121,102.6689
8/17/21 14:40,13.7300,195.5367,102.4373,102.5376
8/17/21 14:50,13.7900,194.9700,102.4883,102.5667
8/17/21 15:00,14.0100,194.5367,102.6397,102.0729
8/17/21 15:10,14.2033,194.3700,102.7251,101.9994
8/17/21 15:20,14.2800,194.6767,102.7962,102.2240
8/17/21 15:30,14.1400,193.8100,102.7060,102.3080
8/17/21 15:40,14.0167,193.0233,102.6458,102.3606
8/17/21 15:50,13.9167,192.0067,102.5742,102.5318
8/17/21 16:00,13.7500,191.3400,102.4462,102.5920
8/17/21 16:10,13.7200,191.8467,102.4041,102.6753
8/17/21 16:20,13.7333,190.9433,102.4194,102.7276
8/17/21 16:30,13.4967,189.7233,102.3066,102.8407
8/17/21 16:40,13.5433,188.4400,102.2383,102.6395
8/17/21 16:50,13.7067,188.9367,102.3617,102.5273
8/17/21 17:00,13.8667,189.8700,102.4978,102.5700
8/17/21 17:10,13.9167,190.2267,102.5340,102.5289
8/17/21 17:20,14.2167,191.1100,102.6806,102.5726
8/17/21 17:30,14.1133,191.9567,102.6659,102.7343
8/17/21 17:40,13.9800,193.3867,102.5932,102.7660
8/17/21 17:50,14.4100,193.6233,102.8097,102.8901
8/17/21 18:00,14.7067,192.0333,102.8862,102.9138
8/17/21 18:10,14.6367,189.9633,102.8905,102.9503
8/17/21 18:20,14.7333,188.9867,102.8972,102.9785
8/17/21 18:30,14.8233,189.5333,102.9944,103.0434
8/17/21 18:40,14.6733,189.9267,102.9033,103.0612
8/17/21 18:50,14.6200,190.3500,102.9018,103.0769
8/17/21 19:00,14.6400,190.8400,102.9048,103.0943
8/17/21 19:10,14.5833,191.9767,102.8730,103.0305
8/17/21 19:20,14.8367,192.8733,102.9884,103.0489
8/17/21 19:30,14.9100,191.6433,103.0065,103.0347
8/17/21 19:40,14.8667,190.7833,103.0253,103.0530
8/17/21 19:50,14.6833,190.5800,102.9379,103.1053
8/17/21 20:00,14.3500,191.1967,102.8207,103.1206
8/17/21 20:10,14.2267,192.1800,102.7724,103.1055
8/17/21 20:20,14.2033,192.0733,102.7607,103.1212
8/17/21 20:30,14.2033,192.4600,102.7620,102.9775
8/17/21 20:40,14.3633,192.1933,102.8111,102.9978
8/17/21 20:50,14.1933,192.5367,102.7425,102.9384
8/17/21 21:00,14.0700,192.1733,102.6483,102.9598
8/17/21 21:10,13.9533,192.0333,102.6439,102.8996
8/17/21 21:20,13.7967,193.6767,102.5002,102.9244
8/17/21 21:30,13.8733,193.5733,102.4988,102.8528
8/17/21 21:40,13.6862,194.5138,99.0481,102.8775
8/17/21 21:50,13.9000,195.2034,99.1129,102.7064
8/17/21 22:00,13.6567,195.1700,99.0593,102.7393
8/17/21 22:10,13.6500,194.4800,98.9867,102.6618
8/17/21 22:20,13.6500,193.7500,99.0120,102.6942
8/17/21 22:30,13.7133,194.9133,99.0340,102.7231
8/17/21 22:40,13.4833,195.1433,98.9560,100.2016
8/17/21 22:50,13.1533,196.1500,98.6790,99.9772
8/17/21 23:00,13.1533,195.6033,98.6926,100.1212
8/17/21 23:10,13.3000,194.8867,98.7267,99.8896
8/17/21 23:20,13.2467,195.9833,98.7709,100.0291
8/17/21 23:30,12.9933,196.9100,98.5874,99.7238
8/17/21 23:40,12.9567,197.8100,98.5618,99.8789
8/17/21 23:50,13.0600,198.6533,98.5636,99.8899
8/18/21 0:00,13.2100,197.9767,98.6533,100.0283
8/18/21 0:10,13.4567,197.1967,100.5069,99.5911
8/18/21 0:20,13.3700,197.3300,102.1572,99.7529
8/18/21 0:30,13.1900,197.5800,101.4171,99.8342
8/18/21 0:40,13.1267,199.3800,98.6478,99.9747
8/18/21 0:50,13.0767,200.5600,98.5912,102.4795
8/18/21 1:00,12.7500,202.4867,98.4066,102.5183
8/18/21 1:10,12.8333,203.7600,98.4271,99.6221
8/18/21 1:20,13.1567,203.6867,98.6571,99.7827
8/18/21 1:30,13.3133,203.1967,98.8116,99.6339
8/18/21 1:40,13.2000,203.3200,98.7871,99.7822
8/18/21 1:50,13.1267,203.5333,98.7688,99.7953
8/18/21 2:00,13.2833,204.6900,98.8172,99.9487
8/18/21 2:10,13.3533,204.5567,98.8957,99.9187
8/18/21 2:20,13.2333,204.3900,98.7668,100.0559
8/18/21 2:30,13.4167,204.3900,98.8798,99.8558
8/18/21 2:40,13.4700,205.0700,99.5205,100.0067
8/18/21 2:50,13.5333,203.9567,102.3689,100.1397
8/18/21 3:00,13.5100,203.3367,102.2694,100.0244
8/18/21 3:10,13.6800,202.9267,102.4249,102.6032
8/18/21 3:20,13.6033,202.2000,102.3429,102.6403
8/18/21 3:30,13.5567,201.8267,102.3067,102.5749
8/18/21 3:40,13.8133,201.6533,102.4886,102.6106
8/18/21 3:50,14.0033,201.9133,102.6260,102.5535
8/18/21 4:00,13.7833,201.9467,102.5370,102.5923
8/18/21 4:10,13.6767,202.3333,102.4637,102.7696
8/18/21 4:20,13.5833,202.4533,102.3909,102.7975
8/18/21 4:30,13.8133,201.8933,102.5707,102.7660
8/18/21 4:40,13.8767,201.4600,102.5467,102.7940
8/18/21 4:50,13.7833,201.0667,102.5095,102.7620
8/18/21 5:00,13.6333,201.5233,102.3810,102.7925
8/18/21 5:10,13.1667,201.5233,102.1492,102.7736
8/18/21 5:20,12.9833,201.1700,101.9597,102.8018
8/18/21 5:30,12.7267,200.4733,101.7944,102.4023
8/18/21 5:40,12.4900,200.4233,101.6910,102.4478
8/18/21 5:50,12.3867,200.8200,101.5652,102.2755
8/18/21 6:00,12.4700,201.1633,101.6381,102.3230
8/18/21 6:10,13.1700,201.9433,101.9554,102.1245
8/18/21 6:20,13.5533,203.4933,102.3410,102.1767
8/18/21 6:30,13.6433,205.5400,102.4550,102.2748
8/18/21 6:40,13.6700,207.4500,102.4316,102.3244
8/18/21 6:50,13.7433,208.5200,102.4715,102.6515
8/18/21 7:00,13.5233,208.7967,102.3725,102.6829
8/18/21 7:10,13.3900,208.8833,102.2408,102.6890
8/18/21 7:20,13.2400,209.0900,102.1717,102.7211
8/18/21 7:30,12.8233,208.8367,101.9059,102.5547
8/18/21 7:40,12.5067,209.2467,101.6880,102.5859
8/18/21 7:50,12.3500,209.6133,101.5697,102.4758
8/18/21 8:00,12.1967,209.3600,101.5361,102.5078
8/18/21 8:10,11.7967,209.2967,101.3135,102.0740
8/18/21 8:20,11.7100,209.0800,101.1516,102.1305
8/18/21 8:30,11.6133,208.0700,101.0638,102.0005
8/18/21 8:40,11.4067,206.9600,100.2040,102.0572
8/18/21 8:50,11.4333,206.0433,100.3360,101.5613
8/18/21 9:00,11.4700,204.4100,100.2743,101.6411
8/18/21 9:10,11.4867,203.5833,100.8446,100.9330
8/18/21 9:20,11.5933,202.8400,100.9042,101.0322
8/18/21 9:30,12.2133,202.7633,101.4642,101.1763
8/18/21 9:40,12.5867,203.6733,101.7111,101.2679
8/18/21 9:50,12.9033,204.9933,101.9356,101.6798
8/18/21 10:00,13.0467,205.0367,101.9731,101.7509
8/18/21 10:10,13.1267,204.8667,102.0521,101.8138
8/18/21 10:20,13.1067,204.3567,102.0528,101.8748
8/18/21 10:30,13.0000,204.3500,102.0098,101.9322
8/18/21 10:40,13.1467,204.7500,102.0540,101.9933
8/18/21 10:50,13.0800,205.5200,102.0510,102.0601
8/18/21 11:00,12.9100,205.5433,101.8498,102.1209
8/18/21 11:10,12.7833,205.4900,101.8432,102.1877
8/18/21 11:20,12.6267,204.8467,101.7481,102.2592
8/18/21 11:30,12.5600,204.8367,101.7239,102.3359
8/18/21 11:40,12.2933,204.4200,101.5695,102.4069
8/18/21 11:50,12.4133,203.0167,101.6044,102.4670
8/18/21 12:00,12.6367,202.0100,101.7170,102.5291
8/18/21 12:10,12.5600,201.2467,101.7096,102.5941
8/18/21 12:20,12.6133,200.9067,101.7147,102.6545
8/18/21 12:30,12.4133,201.6167,101.6216,102.7146
8/18/21 12:40,12.3933,201.4867,101.6095,102.7681
8/18/21 12:50,12.4333,201.2367,101.5899,102.8289
8/18/21 13:00,12.6333,200.9900,101.7213,102.8964
8/18/21 13:10,12.5867,200.4900,101.7222,102.9581
8/18/21 13:20,12.6933,199.7633,101.7090,103.0093
8/18/21 13:30,13.1500,200.6200,101.9899,103.0581
8/18/21 13:40,13.4733,200.1500,102.2085,102.1490
8/18/21 13:50,13.8067,198.8000,102.4962,102.2005
8/18/21 14:00,13.9333,197.9800,102.5869,102.3965
8/18/21 14:10,13.8200,197.6867,102.5120,102.4404
8/18/21 14:20,13.9133,199.1100,102.5703,102.7371
8/18/21 14:30,13.6867,201.8733,102.4651,102.7662
8/18/21 14:40,13.8200,203.1333,102.4391,102.7644
8/18/21 14:50,13.6533,202.6533,102.3455,102.7940
8/18/21 15:00,14.0167,201.3167,102.5497,102.7173
8/18/21 15:10,14.8233,200.3167,102.9758,102.7477
8/18/21 15:20,15.0767,199.1533,103.1035,102.6228
8/18/21 15:30,14.9300,198.3200,103.0669,102.6562
8/18/21 15:40,14.9000,198.2533,103.0422,103.1013
8/18/21 15:50,15.0600,197.7600,103.1164,103.1161
8/18/21 16:00,15.1233,197.8167,103.1485,103.1700
8/18/21 16:10,15.1633,198.3100,103.1682,103.1821
8/18/21 16:20,15.1867,199.0767,103.1624,103.1927
8/18/21 16:30,15.1833,198.9867,103.1614,103.2032
8/18/21 16:40,14.7533,198.1833,100.2924,103.2136
8/18/21 16:50,14.4967,196.3233,102.8659,103.2254
8/18/21 17:00,14.1233,196.3000,102.7312,103.2418
8/18/21 17:10,13.4433,198.4667,102.2652,103.2518
8/18/21 17:20,13.7433,200.7933,102.3643,102.8902
8/18/21 17:30,13.9567,199.7267,102.5146,102.9157
8/18/21 17:40,13.9100,196.8733,102.5639,102.5998
8/18/21 17:50,13.9900,195.8867,102.6044,102.6371
8/18/21 18:00,13.6933,196.0800,102.3964,102.7554
8/18/21 18:10,13.4000,196.2733,102.1451,102.7862
8/18/21 18:20,13.1467,197.2200,102.0404,102.7674
8/18/21 18:30,13.4533,197.6033,102.1485,102.7958
8/18/21 18:40,13.8267,196.0033,102.4675,102.4704
8/18/21 18:50,14.0700,195.4867,102.5752,102.5096
8/18/21 19:00,13.9633,195.0533,102.5848,102.5442
8/18/21 19:10,13.6767,195.2200,102.3427,102.5788
8/18/21 19:20,14.2200,194.9233,102.6993,102.7524
8/18/21 19:30,14.1833,195.2600,102.7119,102.7791
8/18/21 19:40,14.1767,196.1333,102.7373,102.7177
8/18/21 19:50,14.4233,197.4300,102.8288,102.7484
8/18/21 20:00,14.3367,198.6367,102.7695,102.7755
8/18/21 20:10,14.4700,200.1567,102.8661,102.8014
8/18/21 20:20,14.4500,201.7400,102.8873,102.9901
8/18/21 20:30,14.4133,202.3433,102.8551,103.0095
8/18/21 20:40,13.9500,202.2767,102.6410,103.0183
8/18/21 20:50,13.7267,202.0300,102.4566,103.0367
8/18/21 21:00,13.8600,201.4200,102.5346,103.0369
8/18/21 21:10,13.9133,201.9800,102.5849,103.0537
8/18/21 21:20,13.8067,202.3600,102.5527,102.7070
8/18/21 21:30,13.7400,202.7167,102.4222,102.7372
8/18/21 21:40,13.7533,203.8933,102.4747,102.8048
8/18/21 21:50,13.4967,205.0200,102.3263,102.8313
8/18/21 22:00,13.1533,206.1400,102.0956,102.6811
8/18/21 22:10,13.0667,207.1900,101.9898,102.7122
8/18/21 22:20,12.8633,207.6033,101.8832,102.5163
8/18/21 22:30,12.6167,208.0200,101.7624,102.5558
8/18/21 22:40,12.8167,207.4700,101.8062,102.3522
8/18/21 22:50,13.1967,204.3933,102.0059,102.3959
8/18/21 23:00,13.4100,203.4767,102.2179,102.1916
8/18/21 23:10,13.2567,203.6433,102.1430,102.2447
8/18/21 23:20,13.3133,204.1033,102.1321,102.4042
8/18/21 23:30,13.5133,204.4033,102.3298,102.4468
8/18/21 23:40,13.5800,204.8967,102.4001,102.4700
8/18/21 23:50,13.4233,203.7900,102.2289,102.5084
8/19/21 0:00,13.5833,202.8233,102.2979,102.6151
8/19/21 0:10,13.4567,201.7867,102.2827,102.6496
8/19/21 0:20,13.5733,201.6167,102.3013,102.5588
8/19/21 0:30,13.7100,201.4867,102.4162,102.5943
8/19/21 0:40,13.9533,201.8100,102.5889,102.5719
8/19/21 0:50,14.1833,202.9133,102.7669,102.6081
8/19/21 1:00,14.0467,202.0633,102.6853,102.6763
8/19/21 1:10,14.0333,202.2367,102.6752,102.7076
8/19/21 1:20,14.0267,202.6033,102.6646,102.9056
8/19/21 1:30,13.9033,203.3033,102.5695,102.9292
8/19/21 1:40,13.6500,204.6033,102.4956,102.8731
8/19/21 1:50,13.1967,205.7433,102.0948,102.8969
8/19/21 2:00,12.8600,207.0067,101.9236,102.7037
8/19/21 2:10,12.4100,207.5633,101.6782,102.7366
8/19/21 2:20,12.3200,207.0500,101.5635,102.4322
8/19/21 2:30,12.2667,206.5867,101.5651,102.4729
8/19/21 2:40,11.9700,207.1967,101.3755,102.2885
8/19/21 2:50,12.1067,209.1900,101.5109,102.3283
8/19/21 3:00,12.3867,208.9000,101.6614,101.9919
8/19/21 3:10,12.4433,207.4133,101.6449,102.0462
8/19/21 3:20,11.9600,207.1833,101.2817,101.4860
8/19/21 3:30,11.5567,205.6733,100.7670,101.3544
8/19/21 3:40,11.2867,205.5167,99.6463,101.2996
8/19/21 3:50,11.3900,207.5133,99.9354,101.1424
8/19/21 4:00,11.3167,209.3100,99.7192,100.2117
8/19/21 4:10,11.4033,211.7967,100.2555,100.0670
8/19/21 4:20,11.2300,212.2767,99.4112,100.2996
8/19/21 4:30,10.6500,212.1500,95.1351,100.1193
8/19/21 4:40,10.1733,212.7133,88.1867,100.1417
8/19/21 4:50,10.0433,212.4667,85.4558,100.0756
8/19/21 5:00,9.9800,212.8567,84.4211,96.0074
8/19/21 5:10,9.7500,213.3500,80.2026,96.1155
8/19/21 5:20,9.7067,214.1500,79.3310,88.7943
8/19/21 5:30,10.0033,213.3100,85.0969,89.1771
8/19/21 5:40,10.2767,212.6100,89.2752,83.8471
8/19/21 5:50,9.6467,212.3500,78.0330,83.7169
8/19/21 6:00,9.2067,210.4900,68.3051,87.3784
8/19/21 6:10,9.4667,208.7467,73.4840,86.9605
8/19/21 6:20,9.5567,208.1167,75.6217,81.0583
8/19/21 6:30,9.5733,207.3433,76.5135,80.6990
8/19/21 6:40,9.6833,207.5967,78.6827,76.2153
8/19/21 6:50,9.3633,207.4700,71.6842,75.7100
8/19/21 7:00,9.2100,208.3067,68.8899,76.6326
8/19/21 7:10,9.0633,207.4800,66.2673,75.8695
8/19/21 7:20,8.9667,203.9100,63.5980,70.4128
8/19/21 7:30,9.0500,200.2133,65.5130,69.6983
8/19/21 7:40,9.2267,197.5133,69.5679,66.3752
8/19/21 7:50,9.7100,197.1867,79.7533,66.5573
8/19/21 8:00,9.9667,197.4433,84.8195,68.2472
8/19/21 8:10,10.3800,198.1500,92.0384,68.3770
8/19/21 8:20,10.9233,198.6733,97.1241,78.0433
8/19/21 8:30,11.1000,198.6667,99.0131,77.3578
8/19/21 8:40,11.2800,198.0567,99.7158,85.3461
8/19/21 8:50,11.2200,198.2233,99.3875,84.6270
8/19/21 9:00,10.8233,198.7633,97.1772,91.5346
8/19/21 9:10,10.6000,199.4700,94.1654,90.5576
8/19/21 9:20,10.4900,199.0567,94.1613,91.5973
8/19/21 9:30,10.4233,200.1933,93.5716,90.6439
8/19/21 9:40,10.3433,202.0467,92.1255,88.4437
8/19/21 9:50,10.1833,202.2133,88.6875,87.2731
8/19/21 10:00,10.0167,202.7033,86.7969,86.9609
8/19/21 10:10,9.4267,204.3267,73.9029,85.8173
8/19/21 10:20,8.9133,207.7067,63.5198,82.6650
8/19/21 10:30,8.6867,207.5500,57.7822,81.6150
8/19/21 10:40,8.7833,207.4733,60.2944,68.7232
8/19/21 10:50,8.9500,207.1833,63.6067,68.6507
8/19/21 11:00,9.1533,206.0300,67.3901,58.2577
8/19/21 11:10,9.3833,204.6467,70.9813,58.6369
8/19/21 11:20,9.6000,202.3833,75.7620,64.0298
8/19/21 11:30,9.5133,200.8633,74.9279,64.2430
8/19/21 11:40,9.6900,201.2067,78.4674,72.9828
8/19/21 11:50,9.7633,201.5967,79.5280,73.2579
8/19/21 12:00,9.6367,203.3000,77.9929,74.6242
8/19/21 12:10,9.6300,205.5367,77.5129,75.0434
8/19/21 12:20,9.3033,205.8900,70.2533,78.7863
8/19/21 12:30,9.1467,205.7633,65.7018,79.2275
8/19/21 12:40,9.0267,204.6433,62.0337,77.7482
8/19/21 12:50,9.2400,203.5233,67.1187,78.5934
8/19/21 13:00,9.3933,202.6000,69.9837,70.5705
8/19/21 13:10,9.2900,202.2367,67.6693,71.9082
8/19/21 13:20,9.2567,201.3800,69.3598,73.2253
8/19/21 13:30,9.3133,199.8600,70.4212,74.6686
8/19/21 13:40,9.1967,198.1233,69.5416,73.8628
8/19/21 13:50,9.4633,197.4800,75.0863,74.9230
8/19/21 14:00,10.0733,197.0200,86.6310,74.7590
8/19/21 14:10,10.3933,194.5100,90.4030,75.8835
8/19/21 14:20,10.4533,193.7867,90.9683,79.5589
8/19/21 14:30,10.5300,194.0200,92.5393,80.7544
8/19/21 14:40,10.6233,194.6100,94.1232,91.2557
8/19/21 14:50,10.6567,194.9833,93.9089,91.7124
8/19/21 15:00,10.7433,193.6567,93.7336,91.7124
8/19/21 15:10,11.0033,192.9033,95.7963,91.7124
8/19/21 15:20,11.0900,192.4200,97.7241,91.7124
8/19/21 15:30,11.0867,192.1600,99.9088,91.7124
8/19/21 15:40,11.1867,192.9567,100.3645,91.7124
8/19/21 15:50,11.2567,193.3233,100.4429,91.7124
8/19/21 16:00,11.2800,194.0200,100.4864,91.7124
8/19/21 16:10,11.1600,194.1400,100.0440,91.7124
8/19/21 16:20,11.0567,194.1100,99.4227,91.7124
8/19/21 16:30,11.0300,194.7967,98.9909,91.7124
8/19/21 16:40,10.9833,195.5633,98.5700,91.7124
8/19/21 16:50,11.0233,194.2567,98.3764,91.7124
8/19/21 17:00,11.2133,192.2900,100.0041,91.7124
8/19/21 17:10,11.4500,190.6567,100.5064,91.7124
8/19/21 17:20,11.4100,189.4700,100.2525,91.7124
8/19/21 17:30,11.6433,189.0333,100.7565,91.7124
8/19/21 17:40,11.8267,188.7867,101.0765,91.7124
8/19/21 17:50,11.6333,188.8267,100.9706,91.7124
8/19/21 18:00,11.5900,188.1167,100.9068,91.7124
8/19/21 18:10,11.5533,189.3400,100.8205,91.7124
8/19/21 18:20,11.3700,190.3333,100.4247,91.7124
8/19/21 18:30,11.0733,189.0533,98.5526,91.7124
8/19/21 18:40,11.0167,187.5033,98.4756,91.7124
8/19/21 18:50,10.8600,186.3067,96.8811,91.7124
8/19/21 19:00,10.6900,186.0367,95.3530,91.7124
8/19/21 19:10,10.7167,186.6233,95.7257,91.7124
8/19/21 19:20,10.8400,186.4900,96.5851,98.1186
8/19/21 19:30,10.6667,186.6033,94.8870,98.2873
8/19/21 19:40,10.7867,187.2500,96.4501,97.9580
8/19/21 19:50,10.8733,186.5533,97.5218,98.1833
8/19/21 20:00,10.9967,186.2333,98.4402,96.2254
8/19/21 20:10,10.9933,185.6567,97.7618,96.4007
8/19/21 20:20,11.0067,184.4800,97.8535,98.7214
8/19/21 20:30,11.0300,184.8967,98.5246,98.8092
8/19/21 20:40,10.9567,186.0133,97.9143,98.8031
8/19/21 20:50,11.0700,185.8300,98.9374,99.0068
8/19/21 21:00,11.1533,184.6400,98.8508,98.9332
8/19/21 21:10,11.1433,183.6633,98.7044,99.1616
8/19/21 21:20,11.2400,183.5833,99.2110,99.7727
8/19/21 21:30,11.1667,184.1067,98.8256,100.0017
8/19/21 21:40,11.2600,184.2600,99.6744,99.9012
8/19/21 21:50,11.2900,183.5267,99.6421,100.0446
8/19/21 22:00,11.2700,182.9567,99.7758,100.0347
8/19/21 22:10,11.2967,182.5000,99.8325,100.1735
8/19/21 22:20,11.3200,194.0233,100.0760,100.8129
8/19/21 22:30,11.0500,183.0000,98.6539,100.9264
8/19/21 22:40,11.1167,183.5700,98.7455,100.7797
8/19/21 22:50,11.2433,182.9667,99.2820,100.8885
8/19/21 23:00,11.3033,182.0733,99.8300,99.7625
8/19/21 23:10,11.5200,182.2267,100.7846,99.9079
8/19/21 23:20,11.7633,182.8867,101.1087,100.2283
8/19/21 23:30,12.0467,183.2433,101.3361,100.3491
8/19/21 23:40,12.0933,183.7933,101.4150,101.5301
8/19/21 23:50,12.1500,183.7600,101.4332,101.6065
8/20/21 0:00,12.1067,184.0700,101.4358,101.8220
8/20/21 0:10,12.1400,184.4633,101.4431,101.8850
8/20/21 0:20,12.2733,184.5200,101.5129,101.8903
8/20/21 0:30,12.4533,184.5667,101.5602,101.9527
8/20/21 0:40,12.4067,184.6000,101.5793,101.9241
8/20/21 0:50,12.3000,185.7533,101.5315,101.9887
8/20/21 1:00,12.4533,185.7033,101.5697,102.0031
8/20/21 1:10,12.6233,185.2833,101.6256,102.0603
8/20/21 1:20,12.8467,186.1833,101.7740,102.0772
8/20/21 1:30,12.8067,186.6733,101.8003,102.1271
8/20/21 1:40,13.0533,186.5133,101.9543,102.0989
8/20/21 1:50,12.9500,187.1167,101.9234,102.1544
8/20/21 2:00,12.6567,189.0300,101.7047,102.2030
8/20/21 2:10,12.8667,189.5733,101.7834,102.2509
8/20/21 2:20,12.8800,190.8867,101.8369,102.3152
8/20/21 2:30,12.8367,191.9700,101.7720,102.3595
8/20/21 2:40,12.5400,192.3333,101.6782,102.1949
8/20/21 2:50,12.3933,193.0700,101.5958,102.2455
8/20/21 3:00,12.3300,193.0867,101.5162,102.1864
8/20/21 3:10,12.5300,192.6400,101.6289,102.2363
8/20/21 3:20,12.2667,192.4167,101.5218,101.9270
8/20/21 3:30,12.0967,193.0400,101.4412,101.9919
8/20/21 3:40,12.0367,192.5533,101.3739,102.0745
8/20/21 3:50,12.0167,191.9567,101.3360,102.1248
8/20/21 4:00,12.1133,191.8167,101.3999,101.8063
8/20/21 4:10,11.8333,192.1900,101.2568,101.8718
8/20/21 4:20,11.8533,193.6067,101.2365,101.8311
8/20/21 4:30,11.9367,194.1400,101.3382,101.8901
8/20/21 4:40,12.0400,194.6933,101.3474,101.6681
8/20/21 4:50,12.1767,194.0800,101.4694,101.6354
8/20/21 5:00,12.4200,193.9567,101.5524,101.5751
8/20/21 5:10,12.3467,194.2533,101.5350,101.5302
8/20/21 5:20,12.2567,194.9500,101.5451,101.5351
8/20/21 5:30,11.7900,195.9600,101.3278,101.4543
8/20/21 5:40,11.7067,196.7067,101.1280,101.3817
8/20/21 5:50,11.4667,196.0567,100.8672,101.2174
8/20/21 6:00,11.6733,193.5100,101.0431,100.9478
8/20/21 6:10,11.5667,192.4900,101.0308,100.7547
