Date & Time,"Average  Wind Speed
(m/s)"," Average  Wind Dirction
(deg) "," Average Active Power
(MW) "," Forecasted Power 
(kW) "
8/16/2021 22:30,12.17,187.32,101.5,96.66
8/16/2021 22:40,12.01,188,101.4,97.67
8/16/2021 22:50,11.82,188.15,101.21,97.84
8/16/2021 23:00,11.88,188.2,101.24,98.79
8/16/2021 23:10,11.82,189,101.3,99.01
8/16/2021 23:20,11.84,189.89,101.31,99.39
8/16/2021 23:30,11.84,189.74,101.29,99.74
8/16/2021 23:40,11.68,190.4,101.15,99.95
8/16/2021 23:50,11.57,190.67,101.05,99.84
17/8/2021,11.42,191.4,100.69,99.88
8/17/2021 0:10,11.49,191.08,100.85,99.78
8/17/2021 0:20,11.63,191.88,101.06,99.83
8/17/2021 0:30,11.72,192.21,101.21,99.73
8/17/2021 0:40,11.76,192.6,101.18,99.14
8/17/2021 0:50,11.77,192.22,101.22,98.66
8/17/2021 1:00,11.77,192.88,101.19,99.07
8/17/2021 1:10,11.62,192.11,101.13,98.54
8/17/2021 1:20,11.57,192.09,100.69,98.22
8/17/2021 1:30,11.55,192.61,100.52,97.62
8/17/2021 1:40,11.43,192.61,100.37,98.19
8/17/2021 1:50,11.33,192.63,100.14,98.02
8/17/2021 2:00,11.24,192.71,99.89,97.81
8/17/2021 2:10,11.17,193.95,99.88,97.67
8/17/2021 2:20,11.07,183.07,99.19,97.79
8/17/2021 2:30,11.12,194.99,99.48,97.67
8/17/2021 2:40,11.34,194.54,100.12,97.3
8/17/2021 2:50,11.45,194.1,100.6,96.7
8/17/2021 3:00,11.48,193.87,100.46,100.33
8/17/2021 3:10,11.41,194.69,100.24,100.44
8/17/2021 3:20,11.31,183.1,99.56,101.17
8/17/2021 3:30,11.31,194.82,99.09,101.26
8/17/2021 3:40,11.22,194.71,98.74,100.89
8/17/2021 3:50,11.22,182.58,99.22,100.94
8/17/2021 4:00,11.47,194.19,100.49,100.55
8/17/2021 4:10,11.53,194.14,100.82,100.61
8/17/2021 4:20,11.49,193.36,100.7,100
8/17/2021 4:30,11.49,192.1,100.56,100.08
8/17/2021 4:40,11.69,191.4,101.03,101.27
8/17/2021 4:50,11.97,192.05,101.31,101.33
8/17/2021 5:00,12.03,192.83,101.37,101.33
8/17/2021 5:10,12.24,193.89,101.47,101.4
8/17/2021 5:20,12.24,194.69,101.5,101.72
8/17/2021 5:30,12.28,195.25,101.52,101.78
8/17/2021 5:40,12.02,184.28,101.43,101.84
8/17/2021 5:50,11.9,184.27,101.26,101.85
8/17/2021 6:00,11.95,183.42,101.27,101.86
8/17/2021 6:10,12.09,183.16,101.39,101.87
8/17/2021 6:20,11.81,184.07,101.32,101.68
8/17/2021 6:30,11.92,184.77,101.31,101.69
8/17/2021 6:40,12.08,184.83,101.42,101.67
8/17/2021 6:50,12.19,184.14,101.47,101.7
8/17/2021 7:00,12.43,184.13,101.54,101.67
8/17/2021 7:10,12.57,183.25,101.66,101.7
8/17/2021 7:20,12.7,183.86,99.01,101.74
8/17/2021 7:30,12.8,185,98.63,101.77
8/17/2021 7:40,13,185.72,101.87,101.38
8/17/2021 7:50,13,186.6,101.93,100.85
8/17/2021 8:00,12.87,186.94,101.86,100.44
8/17/2021 8:10,12.74,187.02,101.79,99.81
8/17/2021 8:20,12.85,186.58,101.79,100.64
8/17/2021 8:30,12.81,187.31,101.83,100.22
8/17/2021 8:40,12.87,188.61,101.83,101.48
8/17/2021 8:50,12.68,188.1,101.75,101.46
8/17/2021 9:00,12.47,188,101.6,101.45
8/17/2021 9:10,12.35,187.99,101.59,101.43
8/17/2021 9:20,12.4,187.94,101.58,101.53
8/17/2021 9:30,12.46,187.64,101.61,101.51
8/17/2021 9:40,12.51,188.07,101.64,101.45
8/17/2021 9:50,12.53,189.02,101.63,101.55
8/17/2021 10:00,12.45,190.44,101.62,101.68
8/17/2021 10:10,12.22,191.19,101.53,101.81
8/17/2021 10:20,12.09,191.47,101.46,101.9
8/17/2021 10:30,11.79,190.67,101.2,102.03
8/17/2021 10:40,11.84,190.5,101.26,101.96
8/17/2021 10:50,11.86,191.16,101.27,101.95
8/17/2021 11:00,11.88,191.83,101.26,101.53
8/17/2021 11:10,11.97,193.41,101.36,101.53
8/17/2021 11:20,12.23,194.7,101.5,101.52
8/17/2021 11:30,12.55,194.92,101.64,101.51
8/17/2021 11:40,12.56,196.11,101.65,101.58
8/17/2021 11:50,12.43,197.2,101.6,101.64
8/17/2021 12:00,12.42,197.61,101.6,101.79
8/17/2021 12:10,12.42,198.07,101.59,101.86
8/17/2021 12:20,12.36,197.08,101.55,101.97
8/17/2021 12:30,12.52,196.99,101.6,101.88
8/17/2021 12:40,12.61,197.09,101.66,101.91
8/17/2021 12:50,12.63,198.33,101.67,101.89
8/17/2021 13:00,12.75,199.87,101.73,101.92
8/17/2021 13:10,12.69,199.65,101.68,101.92
8/17/2021 13:20,12.96,198.87,101.86,101.94
8/17/2021 13:30,13.29,197.94,102.07,101.96
8/17/2021 13:40,13.7,196.98,102.36,102.01
8/17/2021 13:50,13.91,196.19,102.59,102.07
8/17/2021 14:00,13.74,196.41,102.44,102.29
8/17/2021 14:10,13.53,195.96,102.31,102.34
8/17/2021 14:20,13.32,195.95,102.16,102.62
8/17/2021 14:30,13.65,196.06,102.31,102.67
8/17/2021 14:40,13.73,195.54,102.44,102.54
8/17/2021 14:50,13.79,194.97,102.49,102.57
8/17/2021 15:00,14.01,194.54,102.64,102.07
8/17/2021 15:10,14.2,194.37,102.73,102
8/17/2021 15:20,14.28,194.68,102.8,102.22
8/17/2021 15:30,14.14,193.81,102.71,102.31
8/17/2021 15:40,14.02,193.02,102.65,102.36
8/17/2021 15:50,13.92,192.01,102.57,102.53
8/17/2021 16:00,13.75,191.34,102.45,102.59
8/17/2021 16:10,13.72,191.85,102.4,102.68
8/17/2021 16:20,13.73,190.94,102.42,102.73
8/17/2021 16:30,13.5,189.72,102.31,102.84
8/17/2021 16:40,13.54,188.44,102.24,102.64
8/17/2021 16:50,13.71,188.94,102.36,102.53
8/17/2021 17:00,13.87,189.87,102.5,102.57
8/17/2021 17:10,13.92,190.23,102.53,102.53
8/17/2021 17:20,14.22,191.11,102.68,102.57
8/17/2021 17:30,14.11,191.96,102.67,102.73
8/17/2021 17:40,13.98,193.39,102.59,102.77
8/17/2021 17:50,14.41,193.62,102.81,102.89
8/17/2021 18:00,14.71,192.03,102.89,102.91
8/17/2021 18:10,14.64,189.96,102.89,102.95
8/17/2021 18:20,14.73,188.99,102.9,102.98
8/17/2021 18:30,14.82,189.53,102.99,103.04
8/17/2021 18:40,14.67,189.93,102.9,103.06
8/17/2021 18:50,14.62,190.35,102.9,103.08
8/17/2021 19:00,14.64,190.84,102.9,103.09
8/17/2021 19:10,14.58,191.98,102.87,103.03
8/17/2021 19:20,14.84,192.87,102.99,103.05
8/17/2021 19:30,14.91,191.64,103.01,103.03
8/17/2021 19:40,14.87,190.78,103.03,103.05
8/17/2021 19:50,14.68,190.58,102.94,103.11
8/17/2021 20:00,14.35,191.2,102.82,103.12
8/17/2021 20:10,14.23,192.18,102.77,103.11
8/17/2021 20:20,14.2,192.07,102.76,103.12
8/17/2021 20:30,14.2,192.46,102.76,102.98
8/17/2021 20:40,14.36,192.19,102.81,103
8/17/2021 20:50,14.19,192.54,102.74,102.94
8/17/2021 21:00,14.07,192.17,102.65,102.96
8/17/2021 21:10,13.95,192.03,102.64,102.9
8/17/2021 21:20,13.8,193.68,102.5,102.92
8/17/2021 21:30,13.87,193.57,102.5,102.85
8/17/2021 21:40,13.69,194.51,99.05,102.88
8/17/2021 21:50,13.9,195.2,99.11,102.71
8/17/2021 22:00,13.66,195.17,99.06,102.74
8/17/2021 22:10,13.65,194.48,98.99,102.66
8/17/2021 22:20,13.65,193.75,99.01,102.69
8/17/2021 22:30,13.71,194.91,99.03,102.72
8/17/2021 22:40,13.48,195.14,98.96,100.2
8/17/2021 22:50,13.15,196.15,98.68,99.98
8/17/2021 23:00,13.15,195.6,98.69,100.12
8/17/2021 23:10,13.3,194.89,98.73,99.89
8/17/2021 23:20,13.25,195.98,98.77,100.03
8/17/2021 23:30,12.99,196.91,98.59,99.72
8/17/2021 23:40,12.96,197.81,98.56,99.88
8/17/2021 23:50,13.06,198.65,98.56,99.89
18/8/2021,13.21,197.98,98.65,100.03
8/18/2021 0:10,13.46,197.2,100.51,99.59
8/18/2021 0:20,13.37,197.33,102.16,99.75
8/18/2021 0:30,13.19,197.58,101.42,99.83
8/18/2021 0:40,13.13,199.38,98.65,99.97
8/18/2021 0:50,13.08,200.56,98.59,102.48
8/18/2021 1:00,12.75,202.49,98.41,102.52
8/18/2021 1:10,12.83,203.76,98.43,99.62
8/18/2021 1:20,13.16,203.69,98.66,99.78
8/18/2021 1:30,13.31,203.2,98.81,99.63
8/18/2021 1:40,13.2,203.32,98.79,99.78
8/18/2021 1:50,13.13,203.53,98.77,99.8
8/18/2021 2:00,13.28,204.69,98.82,99.95
8/18/2021 2:10,13.35,204.56,98.9,99.92
8/18/2021 2:20,13.23,204.39,98.77,100.06
8/18/2021 2:30,13.42,204.39,98.88,99.86
8/18/2021 2:40,13.47,205.07,99.52,100.01
8/18/2021 2:50,13.53,203.96,102.37,100.14
8/18/2021 3:00,13.51,203.34,102.27,100.02
8/18/2021 3:10,13.68,202.93,102.42,102.6
8/18/2021 3:20,13.6,202.2,102.34,102.64
8/18/2021 3:30,13.56,201.83,102.31,102.57
8/18/2021 3:40,13.81,201.65,102.49,102.61
8/18/2021 3:50,14,201.91,102.63,102.55
8/18/2021 4:00,13.78,201.95,102.54,102.59
8/18/2021 4:10,13.68,202.33,102.46,102.77
8/18/2021 4:20,13.58,202.45,102.39,102.8
8/18/2021 4:30,13.81,201.89,102.57,102.77
8/18/2021 4:40,13.88,201.46,102.55,102.79
8/18/2021 4:50,13.78,201.07,102.51,102.76
8/18/2021 5:00,13.63,201.52,102.38,102.79
8/18/2021 5:10,13.17,201.52,102.15,102.77
8/18/2021 5:20,12.98,201.17,101.96,102.8
8/18/2021 5:30,12.73,200.47,101.79,102.4
8/18/2021 5:40,12.49,200.42,101.69,102.45
8/18/2021 5:50,12.39,200.82,101.57,102.28
8/18/2021 6:00,12.47,201.16,101.64,102.32
8/18/2021 6:10,13.17,201.94,101.96,102.12
8/18/2021 6:20,13.55,203.49,102.34,102.18
8/18/2021 6:30,13.64,205.54,102.46,102.27
8/18/2021 6:40,13.67,207.45,102.43,102.32
8/18/2021 6:50,13.74,208.52,102.47,102.65
8/18/2021 7:00,13.52,208.8,102.37,102.68
8/18/2021 7:10,13.39,208.88,102.24,102.69
8/18/2021 7:20,13.24,209.09,102.17,102.72
8/18/2021 7:30,12.82,208.84,101.91,102.55
8/18/2021 7:40,12.51,209.25,101.69,102.59
8/18/2021 7:50,12.35,209.61,101.57,102.48
8/18/2021 8:00,12.2,209.36,101.54,102.51
8/18/2021 8:10,11.8,209.3,101.31,102.07
8/18/2021 8:20,11.71,209.08,101.15,102.13
8/18/2021 8:30,11.61,208.07,101.06,102
8/18/2021 8:40,11.41,206.96,100.2,102.06
8/18/2021 8:50,11.43,206.04,100.34,101.56
8/18/2021 9:00,11.47,204.41,100.27,101.64
8/18/2021 9:10,11.49,203.58,100.84,100.93
8/18/2021 9:20,11.59,202.84,100.9,101.03
8/18/2021 9:30,12.21,202.76,101.46,101.18
8/18/2021 9:40,12.59,203.67,101.71,101.27
8/18/2021 9:50,12.9,204.99,101.94,101.68
8/18/2021 10:00,13.05,205.04,101.97,101.75
8/18/2021 10:10,13.13,204.87,102.05,101.81
8/18/2021 10:20,13.11,204.36,102.05,101.87
8/18/2021 10:30,13,204.35,102.01,101.93
8/18/2021 10:40,13.15,204.75,102.05,101.99
8/18/2021 10:50,13.08,205.52,102.05,102.06
8/18/2021 11:00,12.91,205.54,101.85,102.12
8/18/2021 11:10,12.78,205.49,101.84,102.19
8/18/2021 11:20,12.63,204.85,101.75,102.26
8/18/2021 11:30,12.56,204.84,101.72,102.34
8/18/2021 11:40,12.29,204.42,101.57,102.41
8/18/2021 11:50,12.41,203.02,101.6,102.47
8/18/2021 12:00,12.64,202.01,101.72,102.53
8/18/2021 12:10,12.56,201.25,101.71,102.59
8/18/2021 12:20,12.61,200.91,101.71,102.65
8/18/2021 12:30,12.41,201.62,101.62,102.71
8/18/2021 12:40,12.39,201.49,101.61,102.77
8/18/2021 12:50,12.43,201.24,101.59,102.83
8/18/2021 13:00,12.63,200.99,101.72,102.9
8/18/2021 13:10,12.59,200.49,101.72,102.96
8/18/2021 13:20,12.69,199.76,101.71,103.01
8/18/2021 13:30,13.15,200.62,101.99,103.06
8/18/2021 13:40,13.47,200.15,102.21,102.15
8/18/2021 13:50,13.81,198.8,102.5,102.2
8/18/2021 14:00,13.93,197.98,102.59,102.4
8/18/2021 14:10,13.82,197.69,102.51,102.44
8/18/2021 14:20,13.91,199.11,102.57,102.74
8/18/2021 14:30,13.69,201.87,102.47,102.77
8/18/2021 14:40,13.82,203.13,102.44,102.76
8/18/2021 14:50,13.65,202.65,102.35,102.79
8/18/2021 15:00,14.02,201.32,102.55,102.72
8/18/2021 15:10,14.82,200.32,102.98,102.75
8/18/2021 15:20,15.08,199.15,103.1,102.62
8/18/2021 15:30,14.93,198.32,103.07,102.66
8/18/2021 15:40,14.9,198.25,103.04,103.1
8/18/2021 15:50,15.06,197.76,103.12,103.12
8/18/2021 16:00,15.12,197.82,103.15,103.17
8/18/2021 16:10,15.16,198.31,103.17,103.18
8/18/2021 16:20,15.19,199.08,103.16,103.19
8/18/2021 16:30,15.18,198.99,103.16,103.2
8/18/2021 16:40,14.75,198.18,100.29,103.21
8/18/2021 16:50,14.5,196.32,102.87,103.23
8/18/2021 17:00,14.12,196.3,102.73,103.24
8/18/2021 17:10,13.44,198.47,102.27,103.25
8/18/2021 17:20,13.74,200.79,102.36,102.89
8/18/2021 17:30,13.96,199.73,102.51,102.92
8/18/2021 17:40,13.91,196.87,102.56,102.6
8/18/2021 17:50,13.99,195.89,102.6,102.64
8/18/2021 18:00,13.69,196.08,102.4,102.76
8/18/2021 18:10,13.4,196.27,102.15,102.79
8/18/2021 18:20,13.15,197.22,102.04,102.77
8/18/2021 18:30,13.45,197.6,102.15,102.8
8/18/2021 18:40,13.83,196,102.47,102.47
8/18/2021 18:50,14.07,195.49,102.58,102.51
8/18/2021 19:00,13.96,195.05,102.58,102.54
8/18/2021 19:10,13.68,195.22,102.34,102.58
8/18/2021 19:20,14.22,194.92,102.7,102.75
8/18/2021 19:30,14.18,195.26,102.71,102.78
8/18/2021 19:40,14.18,196.13,102.74,102.72
8/18/2021 19:50,14.42,197.43,102.83,102.75
8/18/2021 20:00,14.34,198.64,102.77,102.78
8/18/2021 20:10,14.47,200.16,102.87,102.8
8/18/2021 20:20,14.45,201.74,102.89,102.99
8/18/2021 20:30,14.41,202.34,102.86,103.01
8/18/2021 20:40,13.95,202.28,102.64,103.02
8/18/2021 20:50,13.73,202.03,102.46,103.04
8/18/2021 21:00,13.86,201.42,102.53,103.04
8/18/2021 21:10,13.91,201.98,102.58,103.05
8/18/2021 21:20,13.81,202.36,102.55,102.71
8/18/2021 21:30,13.74,202.72,102.42,102.74
8/18/2021 21:40,13.75,203.89,102.47,102.8
8/18/2021 21:50,13.5,205.02,102.33,102.83
8/18/2021 22:00,13.15,206.14,102.1,102.68
8/18/2021 22:10,13.07,207.19,101.99,102.71
8/18/2021 22:20,12.86,207.6,101.88,102.52
8/18/2021 22:30,12.62,208.02,101.76,102.56
8/18/2021 22:40,12.82,207.47,101.81,102.35
8/18/2021 22:50,13.2,204.39,102.01,102.4
8/18/2021 23:00,13.41,203.48,102.22,102.19
8/18/2021 23:10,13.26,203.64,102.14,102.24
8/18/2021 23:20,13.31,204.1,102.13,102.4
8/18/2021 23:30,13.51,204.4,102.33,102.45
8/18/2021 23:40,13.58,204.9,102.4,102.47
8/18/2021 23:50,13.42,203.79,102.23,102.51
19/8/2021,13.58,202.82,102.3,102.62
8/19/2021 0:10,13.46,201.79,102.28,102.65
8/19/2021 0:20,13.57,201.62,102.3,102.56
8/19/2021 0:30,13.71,201.49,102.42,102.59
8/19/2021 0:40,13.95,201.81,102.59,102.57
8/19/2021 0:50,14.18,202.91,102.77,102.61
8/19/2021 1:00,14.05,202.06,102.69,102.68
8/19/2021 1:10,14.03,202.24,102.68,102.71
8/19/2021 1:20,14.03,202.6,102.66,102.91
8/19/2021 1:30,13.9,203.3,102.57,102.93
8/19/2021 1:40,13.65,204.6,102.5,102.87
8/19/2021 1:50,13.2,205.74,102.09,102.9
8/19/2021 2:00,12.86,207.01,101.92,102.7
8/19/2021 2:10,12.41,207.56,101.68,102.74
8/19/2021 2:20,12.32,207.05,101.56,102.43
8/19/2021 2:30,12.27,206.59,101.57,102.47
8/19/2021 2:40,11.97,207.2,101.38,102.29
8/19/2021 2:50,12.11,209.19,101.51,102.33
8/19/2021 3:00,12.39,208.9,101.66,101.99
8/19/2021 3:10,12.44,207.41,101.64,102.05
8/19/2021 3:20,11.96,207.18,101.28,101.49
8/19/2021 3:30,11.56,205.67,100.77,101.35
8/19/2021 3:40,11.29,205.52,99.65,101.3
8/19/2021 3:50,11.39,207.51,99.94,101.14
8/19/2021 4:00,11.32,209.31,99.72,100.21
8/19/2021 4:10,11.4,211.8,100.26,100.07
8/19/2021 4:20,11.23,212.28,99.41,100.3
8/19/2021 4:30,10.65,212.15,95.14,100.12
8/19/2021 4:40,10.17,212.71,88.19,100.14
8/19/2021 4:50,10.04,212.47,85.46,100.08
8/19/2021 5:00,9.98,212.86,84.42,96.01
8/19/2021 5:10,9.75,213.35,80.2,96.12
8/19/2021 5:20,9.71,214.15,79.33,88.79
8/19/2021 5:30,10,213.31,85.1,89.18
8/19/2021 5:40,10.28,212.61,89.28,83.85
8/19/2021 5:50,9.65,212.35,78.03,83.72
8/19/2021 6:00,9.21,210.49,68.31,87.38
8/19/2021 6:10,9.47,208.75,73.48,86.96
8/19/2021 6:20,9.56,208.12,75.62,81.06
8/19/2021 6:30,9.57,207.34,76.51,80.7
8/19/2021 6:40,9.68,207.6,78.68,76.22
8/19/2021 6:50,9.36,207.47,71.68,75.71
8/19/2021 7:00,9.21,208.31,68.89,76.63
8/19/2021 7:10,9.06,207.48,66.27,75.87
8/19/2021 7:20,8.97,203.91,63.6,70.41
8/19/2021 7:30,9.05,200.21,65.51,69.7
8/19/2021 7:40,9.23,197.51,69.57,66.38
8/19/2021 7:50,9.71,197.19,79.75,66.56
8/19/2021 8:00,9.97,197.44,84.82,68.25
8/19/2021 8:10,10.38,198.15,92.04,68.38
8/19/2021 8:20,10.92,198.67,97.12,78.04
8/19/2021 8:30,11.1,198.67,99.01,77.36
8/19/2021 8:40,11.28,198.06,99.72,85.35
8/19/2021 8:50,11.22,198.22,99.39,84.63
8/19/2021 9:00,10.82,198.76,97.18,91.53
8/19/2021 9:10,10.6,199.47,94.17,90.56
8/19/2021 9:20,10.49,199.06,94.16,91.6
8/19/2021 9:30,10.42,200.19,93.57,90.64
8/19/2021 9:40,10.34,202.05,92.13,88.44
8/19/2021 9:50,10.18,202.21,88.69,87.27
8/19/2021 10:00,10.02,202.7,86.8,86.96
8/19/2021 10:10,9.43,204.33,73.9,85.82
8/19/2021 10:20,8.91,207.71,63.52,82.66
8/19/2021 10:30,8.69,207.55,57.78,81.61
8/19/2021 10:40,8.78,207.47,60.29,68.72
8/19/2021 10:50,8.95,207.18,63.61,68.65
8/19/2021 11:00,9.15,206.03,67.39,58.26
8/19/2021 11:10,9.38,204.65,70.98,58.64
8/19/2021 11:20,9.6,202.38,75.76,64.03
8/19/2021 11:30,9.51,200.86,74.93,64.24
8/19/2021 11:40,9.69,201.21,78.47,72.98
8/19/2021 11:50,9.76,201.6,79.53,73.26
8/19/2021 12:00,9.64,203.3,77.99,74.62
8/19/2021 12:10,9.63,205.54,77.51,75.04
8/19/2021 12:20,9.3,205.89,70.25,78.79
8/19/2021 12:30,9.15,205.76,65.7,79.23
8/19/2021 12:40,9.03,204.64,62.03,77.75
8/19/2021 12:50,9.24,203.52,67.12,78.59
8/19/2021 13:00,9.39,202.6,69.98,70.57
8/19/2021 13:10,9.29,202.24,67.67,71.91
8/19/2021 13:20,9.26,201.38,69.36,73.23
8/19/2021 13:30,9.31,199.86,70.42,74.67
8/19/2021 13:40,9.2,198.12,69.54,73.86
8/19/2021 13:50,9.46,197.48,75.09,74.92
8/19/2021 14:00,10.07,197.02,86.63,74.76
8/19/2021 14:10,10.39,194.51,90.4,75.88
8/19/2021 14:20,10.45,193.79,90.97,79.56
8/19/2021 14:30,10.53,194.02,92.54,80.75
8/19/2021 14:40,10.62,194.61,94.12,91.26
8/19/2021 14:50,10.66,194.98,93.91,91.71
8/19/2021 15:00,10.74,193.66,93.73,91.71
8/19/2021 15:10,11,192.9,95.8,91.71
8/19/2021 15:20,11.09,192.42,97.72,91.71
8/19/2021 15:30,11.09,192.16,99.91,91.71
8/19/2021 15:40,11.19,192.96,100.36,91.71
8/19/2021 15:50,11.26,193.32,100.44,91.71
8/19/2021 16:00,11.28,194.02,100.49,91.71
8/19/2021 16:10,11.16,194.14,100.04,91.71
8/19/2021 16:20,11.06,194.11,99.42,91.71
8/19/2021 16:30,11.03,194.8,98.99,91.71
8/19/2021 16:40,10.98,195.56,98.57,91.71
8/19/2021 16:50,11.02,194.26,98.38,91.71
8/19/2021 17:00,11.21,192.29,100,91.71
8/19/2021 17:10,11.45,190.66,100.51,91.71
8/19/2021 17:20,11.41,189.47,100.25,91.71
8/19/2021 17:30,11.64,189.03,100.76,91.71
8/19/2021 17:40,11.83,188.79,101.08,91.71
8/19/2021 17:50,11.63,188.83,100.97,91.71
8/19/2021 18:00,11.59,188.12,100.91,91.71
8/19/2021 18:10,11.55,189.34,100.82,91.71
8/19/2021 18:20,11.37,190.33,100.42,91.71
8/19/2021 18:30,11.07,189.05,98.55,91.71
8/19/2021 18:40,11.02,187.5,98.48,91.71
8/19/2021 18:50,10.86,186.31,96.88,91.71
8/19/2021 19:00,10.69,186.04,95.35,91.71
8/19/2021 19:10,10.72,186.62,95.73,91.71
8/19/2021 19:20,10.84,186.49,96.59,98.12
8/19/2021 19:30,10.67,186.6,94.89,98.29
8/19/2021 19:40,10.79,187.25,96.45,97.96
8/19/2021 19:50,10.87,186.55,97.52,98.18
8/19/2021 20:00,11,186.23,98.44,96.23
8/19/2021 20:10,10.99,185.66,97.76,96.4
8/19/2021 20:20,11.01,184.48,97.85,98.72
8/19/2021 20:30,11.03,184.9,98.52,98.81
8/19/2021 20:40,10.96,186.01,97.91,98.8
8/19/2021 20:50,11.07,185.83,98.94,99.01
8/19/2021 21:00,11.15,184.64,98.85,98.93
8/19/2021 21:10,11.14,183.66,98.7,99.16
8/19/2021 21:20,11.24,183.58,99.21,99.77
8/19/2021 21:30,11.17,184.11,98.83,100
8/19/2021 21:40,11.26,184.26,99.67,99.9
8/19/2021 21:50,11.29,183.53,99.64,100.04
8/19/2021 22:00,11.27,182.96,99.78,100.03
8/19/2021 22:10,11.3,182.5,99.83,100.17
8/19/2021 22:20,11.32,194.02,100.08,100.81
8/19/2021 22:30,11.05,183,98.65,100.93
8/19/2021 22:40,11.12,183.57,98.75,100.78
8/19/2021 22:50,11.24,182.97,99.28,100.89
8/19/2021 23:00,11.3,182.07,99.83,99.76
8/19/2021 23:10,11.52,182.23,100.78,99.91
8/19/2021 23:20,11.76,182.89,101.11,100.23
8/19/2021 23:30,12.05,183.24,101.34,100.35
8/19/2021 23:40,12.09,183.79,101.42,101.53
8/19/2021 23:50,12.15,183.76,101.43,101.61
20/8/2021,12.11,184.07,101.44,101.82
8/20/2021 0:10,12.14,184.46,101.44,101.88
8/20/2021 0:20,12.27,184.52,101.51,101.89
8/20/2021 0:30,12.45,184.57,101.56,101.95
8/20/2021 0:40,12.41,184.6,101.58,101.92
8/20/2021 0:50,12.3,185.75,101.53,101.99
8/20/2021 1:00,12.45,185.7,101.57,102
8/20/2021 1:10,12.62,185.28,101.63,102.06
8/20/2021 1:20,12.85,186.18,101.77,102.08
8/20/2021 1:30,12.81,186.67,101.8,102.13
8/20/2021 1:40,13.05,186.51,101.95,102.1
8/20/2021 1:50,12.95,187.12,101.92,102.15
8/20/2021 2:00,12.66,189.03,101.7,102.2
8/20/2021 2:10,12.87,189.57,101.78,102.25
8/20/2021 2:20,12.88,190.89,101.84,102.32
8/20/2021 2:30,12.84,191.97,101.77,102.36
8/20/2021 2:40,12.54,192.33,101.68,102.19
8/20/2021 2:50,12.39,193.07,101.6,102.25
8/20/2021 3:00,12.33,193.09,101.52,102.19
8/20/2021 3:10,12.53,192.64,101.63,102.24
8/20/2021 3:20,12.27,192.42,101.52,101.93
8/20/2021 3:30,12.1,193.04,101.44,101.99
8/20/2021 3:40,12.04,192.55,101.37,102.07
8/20/2021 3:50,12.02,191.96,101.34,102.12
8/20/2021 4:00,12.11,191.82,101.4,101.81
8/20/2021 4:10,11.83,192.19,101.26,101.87
8/20/2021 4:20,11.85,193.61,101.24,101.83
8/20/2021 4:30,11.94,194.14,101.34,101.89
8/20/2021 4:40,12.04,194.69,101.35,101.67
8/20/2021 4:50,12.18,194.08,101.47,101.64
8/20/2021 5:00,12.42,193.96,101.55,101.58
8/20/2021 5:10,12.35,194.25,101.54,101.53
8/20/2021 5:20,12.26,194.95,101.55,101.54
8/20/2021 5:30,11.79,195.96,101.33,101.45
8/20/2021 5:40,11.71,196.71,101.13,101.38
8/20/2021 5:50,11.47,196.06,100.87,101.22
8/20/2021 6:00,11.67,193.51,101.04,100.95
8/20/2021 6:10,11.57,192.49,101.03,100.75
8/20/2021 6:20,11.4,193.66,100.31,100.38
8/20/2021 6:30,10.97,193.8,98.94,100.17
8/20/2021 6:40,10.87,194.95,97.78,100.14
8/20/2021 6:50,10.84,194.87,96.85,99.83
8/20/2021 7:00,10.96,195.4,98.97,97.95
8/20/2021 7:10,11.02,196.62,99.09,97.67
8/20/2021 7:20,11.28,197.73,100.04,96.4
8/20/2021 7:30,11.16,197.53,99.07,96.12
8/20/2021 7:40,10.98,198.03,98.52,97.19
8/20/2021 7:50,10.67,197.56,95.22,95.92
8/20/2021 8:00,10.37,197.63,91.52,95.65
8/20/2021 8:10,10.2,197.66,89.02,94.13
8/20/2021 8:20,10.21,196.14,89.33,90.24
8/20/2021 8:30,10.06,195.15,86.52,88.66
8/20/2021 8:40,9.76,194.95,80.74,84.52
8/20/2021 8:50,9.52,195.81,76.05,83
8/20/2021 9:00,9.36,196.09,72.7,80.61
8/20/2021 9:10,9.15,195.98,68.5,78.84
8/20/2021 9:20,9.06,193.67,65.92,71.67
8/20/2021 9:30,8.84,190.01,61.86,69.9
8/20/2021 9:40,8.67,188.22,58.23,64.29
8/20/2021 9:50,8.45,187.4,54.02,63.29
8/20/2021 10:00,8.49,188.98,55.24,57.01
8/20/2021 10:10,8.31,192.55,51.87,56.17
8/20/2021 10:20,8.07,193.56,47.5,55.28
8/20/2021 10:30,8.27,194.2,51.17,54.34
8/20/2021 10:40,8.66,193.28,58.73,53.68
8/20/2021 10:50,8.53,194.76,55.96,52.98
8/20/2021 11:00,8.33,194.62,52.36,52.21
8/20/2021 11:10,8.08,193.39,47.63,48.65
8/20/2021 11:20,8.01,193.32,46.33,47.99
8/20/2021 11:30,8.04,194.02,47.12,45.53
8/20/2021 11:40,7.99,193.08,45.72,45.05
8/20/2021 11:50,8.03,190.84,46.32,44.1
8/20/2021 12:00,8.28,191.28,51.81,43.63
8/20/2021 12:10,8.49,194.49,55.82,44.35
8/20/2021 12:20,8.45,195.64,55,43.81
8/20/2021 12:30,8.13,196.62,48.98,48.67
8/20/2021 12:40,7.92,197.77,44.67,48.15
