Date & Time,"Average  Wind Speed
(m/s)"," Average  Wind Dirction
(deg) "," Average Active Power
(MW) "," Forecasted Power 
(kW) "
8/9/2021 4:50,11.55,201.71,100.65,43.72
8/9/2021 5:00,11.32,199.59,99.39,43.72
8/9/2021 5:10,11.11,199.1,97.97,43.72
8/9/2021 5:20,11.06,200.3,97.47,43.72
8/9/2021 5:30,11.22,201.18,99.21,43.72
8/9/2021 5:40,11.2,200.7,99.36,43.72
8/9/2021 5:50,11.14,200.3,98.68,43.72
8/9/2021 6:00,11.09,199.72,97.8,43.72
8/9/2021 6:10,10.98,198.58,96.87,43.72
8/9/2021 6:20,10.8,198.22,94.74,43.72
8/9/2021 6:30,10.67,197.45,92.88,43.72
8/9/2021 6:40,10.28,197.73,87.06,43.72
8/9/2021 6:50,10.14,198.05,84.62,43.72
8/9/2021 7:00,10.13,198.47,84.35,43.72
8/9/2021 7:10,9.72,197.27,76.36,43.72
8/9/2021 7:20,9.57,195.1,74.08,43.72
8/9/2021 7:30,9.53,193.53,73.3,43.72
8/9/2021 7:40,9.6,191.3,74.57,43.72
8/9/2021 7:50,9.9,190.33,81.16,43.72
8/9/2021 8:00,10.18,189.94,86.55,43.72
8/9/2021 8:10,10.35,188.71,90.27,43.72
8/9/2021 8:20,10.42,188.17,92.32,43.72
8/9/2021 8:30,10.43,187.05,92.35,43.72
8/9/2021 8:40,10.34,187.18,91.12,43.72
8/9/2021 8:50,10.66,188.08,95.72,43.72
8/9/2021 9:00,10.9,188.56,98.03,43.72
8/9/2021 9:10,11.29,189.58,100.07,43.72
8/9/2021 9:20,11.41,190.22,100.81,43.72
8/9/2021 9:30,11.35,189.4,100.5,43.72
8/9/2021 9:40,11.38,189.14,100.66,43.72
8/9/2021 9:50,11.23,188.88,100.48,43.72
8/9/2021 10:00,11.16,188.57,100.07,43.72
8/9/2021 10:10,11.04,188.68,99.05,43.72
8/9/2021 10:20,10.75,188.48,97.05,43.72
8/9/2021 10:30,10.62,188.43,95.49,43.72
8/9/2021 10:40,10.59,188.99,95.43,43.72
8/9/2021 10:50,10.79,190.17,97.48,43.72
8/9/2021 11:00,10.75,192.09,97.58,43.72
8/9/2021 11:10,10.78,194.59,97.62,43.72
8/9/2021 11:20,10.7,195.13,96.87,43.72
8/9/2021 11:30,10.48,194.64,93.46,43.72
8/9/2021 11:40,10.3,193.47,90.19,43.72
8/9/2021 11:50,10.34,193.32,92.09,43.72
8/9/2021 12:00,10.22,194.1,89.46,43.72
8/9/2021 12:10,10.12,192.93,86.64,43.72
8/9/2021 12:20,9.96,193.01,84.31,43.72
8/9/2021 12:30,10.22,193.4,89.22,43.72
8/9/2021 12:40,10.6,193.45,94.91,43.72
8/9/2021 12:50,10.99,193.87,98.57,43.72
8/9/2021 13:00,11.33,194.44,100.46,43.72
8/9/2021 13:10,11.55,194.26,100.57,43.72
8/9/2021 13:20,11.59,193.1,100.41,43.72
8/9/2021 13:30,11.5,192.59,99.9,43.72
8/9/2021 13:40,11.7,192.2,100.69,43.72
8/9/2021 13:50,11.63,192.49,100.99,43.72
8/9/2021 14:00,11.56,191.79,100.9,43.72
8/9/2021 14:10,11.35,191.67,100.49,43.72
8/9/2021 14:20,10.96,191.74,93.83,43.72
8/9/2021 14:30,10.89,191.68,90.22,43.72
8/9/2021 14:40,10.96,191.57,78.55,43.72
8/9/2021 14:50,11.16,191.22,76.57,43.72
8/9/2021 15:00,11.62,191.8,97.31,43.72
8/9/2021 15:10,11.63,191.68,100.86,43.72
8/9/2021 15:20,11.52,192.15,100.86,43.72
8/9/2021 15:30,11.49,192.62,100.6,43.72
8/9/2021 15:40,11.49,191.59,100.21,43.72
8/9/2021 15:50,11.42,189.72,100.21,43.72
8/9/2021 16:00,11.45,189.65,100.39,43.72
8/9/2021 16:10,11.68,189.11,100.95,43.72
8/9/2021 16:20,11.86,188.63,101.16,43.72
8/9/2021 16:30,11.86,188.59,101.17,43.72
8/9/2021 16:40,12.09,187.23,101.28,43.72
8/9/2021 16:50,12.1,186.9,101.36,101.23
8/9/2021 17:00,12.12,186.89,101.32,101.31
8/9/2021 17:10,12.09,185.75,101.36,101.82
8/9/2021 17:20,12.46,185.4,101.53,101.89
8/9/2021 17:30,12.83,184.14,101.67,101.82
8/9/2021 17:40,13.45,182.56,101.98,101.89
8/9/2021 17:50,13.93,193.72,102.39,102.05
8/9/2021 18:00,14.09,194.06,102.5,102.11
8/9/2021 18:10,14.3,194.49,100.65,102.43
8/9/2021 18:20,14.39,194.53,101.72,102.47
8/9/2021 18:30,14.38,182.68,102.67,102.74
8/9/2021 18:40,14.72,183.69,102.84,102.77
8/9/2021 18:50,15.2,183.86,103.03,102.14
8/9/2021 19:00,15.76,183.05,103.23,102.19
8/9/2021 19:10,15.88,183.29,103.33,102.24
8/9/2021 19:20,15.71,184.21,103.26,102.28
8/9/2021 19:30,15.31,185.99,103.17,102.33
8/9/2021 19:40,15.16,187.94,103.11,103.28
8/9/2021 19:50,15.27,187.99,103.11,103.39
8/9/2021 20:00,15.19,187.81,103.09,103.39
8/9/2021 20:10,15.02,187.9,103.02,103.21
8/9/2021 20:20,14.97,188.21,103.02,103.22
8/9/2021 20:30,14.89,189.06,102.97,103.19
8/9/2021 20:40,14.76,188.54,102.91,103.2
8/9/2021 20:50,14.66,188.66,102.85,103.13
8/9/2021 21:00,14.47,188.28,102.78,103.15
8/9/2021 21:10,14.27,189.26,102.68,103.08
8/9/2021 21:20,14.37,189.64,102.68,103.1
8/9/2021 21:30,14.53,191.3,102.76,102.89
8/9/2021 21:40,14.57,191.58,102.77,102.92
8/9/2021 21:50,14.64,191.86,102.83,102.88
8/9/2021 22:00,15.04,192.65,102.99,102.9
8/9/2021 22:10,15.26,192.35,103.13,102.99
8/9/2021 22:20,15.34,191.82,103.12,103.01
8/9/2021 22:30,15.22,191.32,103.12,103.13
8/9/2021 22:40,15.15,192.82,103.07,103.14
8/9/2021 22:50,14.99,192.6,103,103.19
8/9/2021 23:00,15.05,192.83,103.02,103.23
8/9/2021 23:10,15.3,193.52,103.13,103.18
8/9/2021 23:20,15.15,193.12,103.07,103.18
8/9/2021 23:30,15.02,193.53,103.04,103.19
8/9/2021 23:40,15.01,193.14,103.01,103.22
8/9/2021 23:50,15.09,194.36,103.07,103.17
10/8/2021,14.97,194.9,102.99,103.18
8/10/2021 0:10,14.91,195.66,102.98,103.19
8/10/2021 0:20,15.16,195.92,103.05,103.17
8/10/2021 0:30,15.19,195.48,103.06,103.1
8/10/2021 0:40,15.19,196.76,103.11,103.11
8/10/2021 0:50,15.11,197.6,103.07,103.16
8/10/2021 1:00,14.93,198.94,102.96,103.16
8/10/2021 1:10,14.6,199.78,102.83,103.21
8/10/2021 1:20,14.38,199.94,102.71,103.22
8/10/2021 1:30,14.42,198.89,102.72,102.96
8/10/2021 1:40,14.55,197.3,102.77,102.99
8/10/2021 1:50,14.59,196.7,102.82,102.97
8/10/2021 2:00,14.68,196.85,102.81,102.92
8/10/2021 2:10,14.77,199.82,102.88,102.95
8/10/2021 2:20,14.69,201.8,102.92,102.98
8/10/2021 2:30,14.69,201.99,102.87,103
8/10/2021 2:40,14.53,202.09,102.85,102.99
8/10/2021 2:50,14,201.58,102.61,103.04
8/10/2021 3:00,13.46,199.67,102.19,103.05
8/10/2021 3:10,13.32,198.89,102.04,103
8/10/2021 3:20,13.13,198.87,101.95,103.02
8/10/2021 3:30,13.12,198.92,101.85,102.41
8/10/2021 3:40,13.07,199.86,101.87,102.45
8/10/2021 3:50,12.81,200.55,101.74,102.3
8/10/2021 4:00,12.51,199.2,101.45,102.34
8/10/2021 4:10,12.16,199.42,101.12,102.08
8/10/2021 4:20,11.76,201.26,100.28,102.13
8/10/2021 4:30,11.8,200.95,100.07,101.71
8/10/2021 4:40,11.59,198.24,99.34,101.75
8/10/2021 4:50,11.39,197.69,98.29,101.37
8/10/2021 5:00,11.27,199.48,98.05,101.42
8/10/2021 5:10,10.87,200.9,94.92,100.89
8/10/2021 5:20,10.3,201.83,86.84,100.95
8/10/2021 5:30,9.69,203.29,75.94,100.58
8/10/2021 5:40,9.28,205.49,67.38,100.63
8/10/2021 5:50,8.81,205.93,58.07,82.74
8/10/2021 6:00,8.31,204.44,48.45,83.51
8/10/2021 6:10,7.9,202.81,41.5,76.39
8/10/2021 6:20,7.74,199.66,38.88,77.33
8/10/2021 6:30,7.93,197.52,42.46,54.48
8/10/2021 6:40,8.22,196.36,47.53,56.37
8/10/2021 6:50,8.31,196.09,49.28,52.86
8/10/2021 7:00,8.19,196.47,47.84,54.67
8/10/2021 7:10,8.12,194.71,46.06,58.9
8/10/2021 7:20,8.09,190.04,46.29,60.41
8/10/2021 7:30,8.27,188.63,49.74,60.39
8/10/2021 7:40,8.74,189.9,58.86,60.96
8/10/2021 7:50,9.15,191.42,67.47,58.71
8/10/2021 8:00,9.25,193.84,69.3,59.18
8/10/2021 8:10,9.08,193.96,65.24,67.09
8/10/2021 8:20,8.86,195.25,61.94,66.92
8/10/2021 8:30,8.41,194.48,52.59,71.58
8/10/2021 8:40,7.88,196.6,44.21,72.43
8/10/2021 8:50,7.32,200.04,34.8,66.66
8/10/2021 9:00,7.31,202.99,34.95,67.85
8/10/2021 9:10,7.54,200.69,37.29,56.77
8/10/2021 9:20,7.31,195.5,33.76,57.48
8/10/2021 9:30,7.21,194.32,31.47,48.2
8/10/2021 9:40,6.91,195.27,20.51,48.44
8/10/2021 9:50,6.83,197.14,20.14,44.09
8/10/2021 10:00,7.44,189.12,19.08,44.15
8/10/2021 10:10,7.34,188.75,18.6,31.43
8/10/2021 10:20,7.37,191.9,18.49,31.59
8/10/2021 10:30,7.28,190.12,17.24,29.61
8/10/2021 10:40,7.62,187.19,19.37,31.24
8/10/2021 10:50,7.55,186.26,19.2,32.59
8/10/2021 11:00,7.41,185.6,17.92,34.32
8/10/2021 11:10,7.24,184.82,16.82,35.9
8/10/2021 11:20,7.18,183.46,16.6,37.93
8/10/2021 11:30,6.84,182.54,14.1,38.04
8/10/2021 11:40,6.75,205.01,13.44,40.47
8/10/2021 11:50,6.54,197.85,13.61,38.59
8/10/2021 12:00,6.59,193.33,15.8,41.49
8/10/2021 12:10,6.73,189.77,22.21,42.89
8/10/2021 12:20,6.65,191.03,22.86,45.66
8/10/2021 12:30,6.02,191.95,16.39,38.6
8/10/2021 12:40,6.12,192.28,17.7,40.51
8/10/2021 12:50,6.41,191.46,20.91,41.43
8/10/2021 13:00,6.71,191.09,24.74,43.07
8/10/2021 13:10,7.16,191.22,29.8,35.92
8/10/2021 13:20,7.52,189.64,35.86,37.71
8/10/2021 13:30,7.47,193.49,35.59,39.13
8/10/2021 13:40,7.38,184.51,34.16,40.57
8/10/2021 13:50,7.13,195.32,29.88,47.23
8/10/2021 14:00,7.07,195.38,29.68,48.31
8/10/2021 14:10,6.75,186.12,26.04,40.72
8/10/2021 14:20,6.49,187.92,22.84,43.02
8/10/2021 14:30,6.89,190.9,27.29,38.68
8/10/2021 14:40,6.78,193.43,26.17,40.74
8/10/2021 14:50,7.1,192.77,30.3,35.46
8/10/2021 15:00,7.52,193.28,36.13,37.86
8/10/2021 15:10,7.76,189.46,39.26,38.75
8/10/2021 15:20,8.12,185.62,46.27,41.25
8/10/2021 15:30,8.4,194.92,51.52,47.93
8/10/2021 15:40,8.55,191.93,54.16,49.24
8/10/2021 15:50,8.8,189.77,58.91,57.89
8/10/2021 16:00,9,190.5,62.83,58.85
8/10/2021 16:10,9.44,192.15,71.67,61.18
8/10/2021 16:20,10,192.81,82.73,61.87
8/10/2021 16:30,10.44,194.39,90.91,72.97
8/10/2021 16:40,10.42,193.63,92.58,73.86
8/10/2021 16:50,10.45,193.3,92.53,83.82
8/10/2021 17:00,10.54,195.1,94.61,84.46
8/10/2021 17:10,10.59,187.13,94.75,91.96
8/10/2021 17:20,10.76,188.45,96.39,92.38
8/10/2021 17:30,10.66,187.58,94.63,94.51
8/10/2021 17:40,10.57,187.16,94.28,94.84
8/10/2021 17:50,10.98,187.45,97.92,95.18
8/10/2021 18:00,11.44,186.66,100.57,95.55
8/10/2021 18:10,11.57,185.61,100.91,95.82
8/10/2021 18:20,11.85,186.14,101.17,96.28
8/10/2021 18:30,12.17,183.35,101.38,98.45
8/10/2021 18:40,12.33,193.63,101.5,99.85
8/10/2021 18:50,12.31,192.74,101.4,101.06
8/10/2021 19:00,12.18,191.07,101.33,100.89
8/10/2021 19:10,12.19,189.6,101.37,100.69
8/10/2021 19:20,12.11,189.61,101.23,100.46
8/10/2021 19:30,12.13,191.01,101.33,100.2
8/10/2021 19:40,12.28,190,101.31,100.23
8/10/2021 19:50,12.36,188.49,101.4,100.27
8/10/2021 20:00,12.33,189.13,101.4,100.8
8/10/2021 20:10,12.19,190.33,101.33,100.81
8/10/2021 20:20,11.67,191.76,100.86,95.23
8/10/2021 20:30,11.68,192.56,100.73,95.35
8/10/2021 20:40,11.7,192.35,100.76,96.97
8/10/2021 20:50,11.48,193.8,100.66,97.24
8/10/2021 21:00,11.13,194.55,98.71,98.21
8/10/2021 21:10,11.04,182.71,97.78,98.56
8/10/2021 21:20,11.07,182.52,98.21,99.26
8/10/2021 21:30,11.23,192.32,98.82,99.88
8/10/2021 21:40,11.32,190.36,99.6,96.85
8/10/2021 21:50,11.12,189.96,98.65,95.92
8/10/2021 22:00,11.25,187.88,99.14,96.04
8/10/2021 22:10,11.31,186.65,99.94,94.87
8/10/2021 22:20,11.24,186.59,99.75,94.76
8/10/2021 22:30,11.46,187.52,100.29,93.43
8/10/2021 22:40,11.72,187.26,100.94,94.11
8/10/2021 22:50,11.8,186.76,101.2,92.8
8/10/2021 23:00,11.83,186.5,101.14,93.72
8/10/2021 23:10,11.56,186.33,100.79,94.44
8/10/2021 23:20,11.38,185.84,100.19,92.85
8/10/2021 23:30,11.09,185.72,99.24,92.46
8/10/2021 23:40,11,186.81,98.2,90.84
8/10/2021 23:50,11.19,186.96,99.04,89.24
11/8/2021,11.27,187.33,99.87,89.41
8/11/2021 0:10,11.12,186.04,98.87,87.68
8/11/2021 0:20,11.16,184.23,98.97,87.24
8/11/2021 0:30,10.84,184.07,95.83,85.46
8/11/2021 0:40,10.52,184.06,89.15,87.29
8/11/2021 0:50,10.17,185.78,83.72,85.14
8/11/2021 1:00,10.1,187.12,82.99,84.48
8/11/2021 1:10,10.3,187.89,86.1,82.29
8/11/2021 1:20,10.57,189.69,90.86,72.78
8/11/2021 1:30,10.41,192.41,89.09,70.79
8/11/2021 1:40,10.06,181.74,81.02,72.25
8/11/2021 1:50,10.16,193.22,83.39,71.16
8/11/2021 2:00,10.18,191.45,83.67,76.39
8/11/2021 2:10,10.27,190.92,85.25,70.66
8/11/2021 2:20,10.16,191.97,83.8,69.63
8/11/2021 2:30,10.05,179.99,81.06,68.75
8/11/2021 2:40,10.04,190.4,81.06,75.43
8/11/2021 2:50,10.17,188.73,83.98,72.95
8/11/2021 3:00,10.09,187.99,83.04,71.33
8/11/2021 3:10,10.07,190.21,82.34,74.15
8/11/2021 3:20,9.67,194.42,75.57,72.34
8/11/2021 3:30,9.51,183.47,71.88,69.96
8/11/2021 3:40,9.38,194.93,68.87,68.03
8/11/2021 3:50,9.1,194.31,63.16,63.79
8/11/2021 4:00,9.1,182.45,63.29,61.93
8/11/2021 4:10,9.11,182.22,63.82,60.09
8/11/2021 4:20,8.75,182.96,56.68,56.63
8/11/2021 4:30,8.31,184.02,48.38,54.37
8/11/2021 4:40,8.1,183.47,44.54,52.81
8/11/2021 4:50,7.97,193.59,42.52,42.07
8/11/2021 5:00,8.09,191.38,44.66,40.88
8/11/2021 5:10,8.08,189.32,43.38,37.82
8/11/2021 5:20,8.03,187.14,42.61,36.72
8/11/2021 5:30,7.93,186.46,41.28,37.46
8/11/2021 5:40,7.77,185,39.21,36.37
8/11/2021 5:50,7.72,186.98,39.18,35.32
8/11/2021 6:00,7.6,186.95,37.04,34.65
8/11/2021 6:10,7.66,187.01,37.73,33.66
8/11/2021 6:20,7.61,185.06,36.88,33.04
8/11/2021 6:30,7.46,185.14,34.86,31.7
8/11/2021 6:40,7.23,185.27,31.55,31.04
8/11/2021 6:50,7.22,185.77,31.93,29.73
8/11/2021 7:00,7.34,185.12,33.11,29.17
8/11/2021 7:10,7.24,185.91,32.25,28.55
8/11/2021 7:20,7.22,185.27,31.38,28.11
8/11/2021 7:30,7.59,184.52,36.66,28.08
8/11/2021 7:40,7.83,183.07,40.77,28.21
8/11/2021 7:50,7.73,181.58,39.68,29.4
8/11/2021 8:00,7.66,181.96,38.19,29.8
8/11/2021 8:10,7.75,180.74,39.24,30.37
8/11/2021 8:20,7.88,179.19,42.1,37.1
8/11/2021 8:30,7.6,178.59,37.36,37.52
8/11/2021 8:40,7.41,177.74,34.75,36.93
8/11/2021 8:50,7.37,178.34,34.57,38.02
8/11/2021 9:00,7.34,181.81,33.71,32.96
8/11/2021 9:10,7.46,185.16,35.43,32.72
8/11/2021 9:20,7.72,187.1,39.41,30.66
8/11/2021 9:30,7.85,187.99,41.42,30.59
8/11/2021 9:40,7.65,187.67,38.26,32.67
8/11/2021 9:50,7.61,189.95,37.64,37.95
8/11/2021 10:00,7.83,191.94,41.18,37.98
8/11/2021 10:10,8.15,194.73,46.56,35.99
8/11/2021 10:20,8.3,185.51,49,36.3
8/11/2021 10:30,8.31,186.18,50.16,36.76
8/11/2021 10:40,8.28,185.48,48.88,45.05
8/11/2021 10:50,8.08,184.63,44.73,45.28
8/11/2021 11:00,7.93,196.44,42.59,47.68
8/11/2021 11:10,7.89,196.01,41.85,48.01
8/11/2021 11:20,7.47,185.44,35.41,44.23
8/11/2021 11:30,7.27,188.59,32.73,44.59
8/11/2021 11:40,7.51,190.61,35.78,43.35
8/11/2021 11:50,7.96,189.58,42.95,36.53
8/11/2021 12:00,8.16,189.03,46.13,37.25
8/11/2021 12:10,8.27,189.09,48.34,37.96
8/11/2021 12:20,8.04,189.39,44.88,47.72
8/11/2021 12:30,7.51,190.6,35.89,48.08
8/11/2021 12:40,6.93,191.32,28.12,48.85
8/11/2021 12:50,6.65,191.23,24.95,36.62
8/11/2021 13:00,6.46,191.46,23.19,35.71
8/11/2021 13:10,6.28,193.51,21.46,27.61
8/11/2021 13:20,6.57,195.76,24.41,26.57
8/11/2021 13:30,6.59,196.69,24.28,21.64
8/11/2021 13:40,6.22,195.75,19.75,22.08
8/11/2021 13:50,6.37,195.6,21.67,22.6
8/11/2021 14:00,6.83,195.29,26.84,22.87
8/11/2021 14:10,6.97,194.61,28.88,23.47
8/11/2021 14:20,7.06,193.98,30.11,23.72
8/11/2021 14:30,7.11,192.83,30.7,24.41
8/11/2021 14:40,7.26,191.84,32.97,30.49
8/11/2021 14:50,7.41,190.64,34.88,30.82
8/11/2021 15:00,7.24,189.32,31.88,31.68
8/11/2021 15:10,6.97,188.28,28.88,35.87
8/11/2021 15:20,6.75,187.75,26.2,36.05
8/11/2021 15:30,6.7,188.71,25.94,36.23
8/11/2021 15:40,6.86,190.54,27.95,29.61
8/11/2021 15:50,7.02,190.11,29.71,28.8
8/11/2021 16:00,7.2,190.78,32.85,29.64
8/11/2021 16:10,7.51,189.99,35.93,33.23
8/11/2021 16:20,7.68,190.09,38.51,33.97
8/11/2021 16:30,7.65,189.69,38.25,34.73
8/11/2021 16:40,7.7,188.36,39.41,39.7
8/11/2021 16:50,7.6,186.7,38.29,41.77
8/11/2021 17:00,7.34,186.39,34.67,43.98
8/11/2021 17:10,7.28,186.64,33.65,46.3
8/11/2021 17:20,7.5,186.47,36.67,47.2
8/11/2021 17:30,7.79,186.46,40.61,49.85
8/11/2021 17:40,8.18,186.89,47.72,43.49
8/11/2021 17:50,8.47,186.97,53.53,43.25
8/11/2021 18:00,8.61,185.93,55.6,42.57
8/11/2021 18:10,8.49,184.98,53.73,41.6
8/11/2021 18:20,8.48,185.69,52.75,49.66
8/11/2021 18:30,8.53,184.85,54.41,48.16
8/11/2021 18:40,8.56,183.33,54.78,51.58
8/11/2021 18:50,8.54,182.61,55.11,50.78
8/11/2021 19:00,8.69,193.95,58,50.6
8/11/2021 19:10,9.09,181.27,65.76,50.42
8/11/2021 19:20,9.31,181.62,70.32,52.97
8/11/2021 19:30,9.63,193.15,76.1,52.69
8/11/2021 19:40,10,191.44,83.14,62.37
8/11/2021 19:50,10.17,190.69,86.81,62.18
8/11/2021 20:00,10.07,189.34,84.22,70.11
8/11/2021 20:10,10.23,189.58,87.83,79.23
8/11/2021 20:20,10.49,189.45,92.01,79.2
8/11/2021 20:30,10.49,188.54,91.81,79.39
8/11/2021 20:40,10.48,188.13,91.58,83.74
8/11/2021 20:50,10.16,187.53,86.82,87.81
8/11/2021 21:00,9.78,185.59,78.16,87.17
8/11/2021 21:10,9.67,182.38,76.41,82.65
8/11/2021 21:20,9.45,180.26,73.05,82.3
8/11/2021 21:30,9.76,181.58,79.51,74.25
8/11/2021 21:40,10.13,181.41,86.31,73.91
8/11/2021 21:50,10.48,181.55,91.98,76.26
8/11/2021 22:00,10.7,180.6,94.95,75.77
8/11/2021 22:10,10.85,179.89,96.4,75.27
8/11/2021 22:20,10.84,178.96,95.85,86.43
8/11/2021 22:30,10.82,177.92,95.06,90.13
8/11/2021 22:40,10.93,178.84,96.15,88.67
8/11/2021 22:50,10.83,180.2,96.06,87.21
8/11/2021 23:00,10.65,180.9,93.13,87.61
8/11/2021 23:10,10.34,180.36,88.58,86.05
8/11/2021 23:20,10.24,179.93,87.24,85.76
8/11/2021 23:30,9.98,181.73,81.03,84.1
8/11/2021 23:40,9.92,184.89,79.37,80.71
8/11/2021 23:50,9.96,186.25,82,76.29
12/8/2021,9.89,186.48,80.48,75.71
8/12/2021 0:10,9.87,188.37,80.11,77.23
8/12/2021 0:20,9.84,189.54,79.19,76.71
8/12/2021 0:30,10,189.09,81.68,76.33
8/12/2021 0:40,10.19,187.9,85.81,75.02
8/12/2021 0:50,10.14,186.68,83.84,77.18
8/12/2021 1:00,9.93,187.28,80.59,77.02
8/12/2021 1:10,9.89,187.52,80.07,79.36
8/12/2021 1:20,9.82,188.34,77.92,79.22
8/12/2021 1:30,9.97,188.84,81.63,77.76
8/12/2021 1:40,10.15,189.28,85.61,77.79
8/12/2021 1:50,10.29,180.04,88.66,77.92
8/12/2021 2:00,10.54,182.4,92.06,78.98
8/12/2021 2:10,10.55,193.04,91.75,79.12
8/12/2021 2:20,10.18,191.54,85.48,84.18
8/12/2021 2:30,10.13,190.85,85.14,84.25
8/12/2021 2:40,10.1,188.74,85.17,88.2
8/12/2021 2:50,9.99,186.84,82.28,86.92
8/12/2021 3:00,9.51,186.16,73.5,82.11
8/12/2021 3:10,9.29,186.7,69.19,80.87
8/12/2021 3:20,9.44,187.47,72.43,80.58
8/12/2021 3:30,9.47,188.22,72.25,80.01
8/12/2021 3:40,9.19,187.95,67.22,70.37
8/12/2021 3:50,9.14,189.2,66.26,69.92
8/12/2021 4:00,9.23,190.31,68.32,72.25
8/12/2021 4:10,8.8,190.05,59.13,71.33
8/12/2021 4:20,8.3,188,48.99,66.41
8/12/2021 4:30,7.93,187.82,42.3,65.52
8/12/2021 4:40,7.79,187.48,39.99,65.55
8/12/2021 4:50,7.43,187.21,34.47,48.24
8/12/2021 5:00,7.19,186.91,32.04,48.35
8/12/2021 5:10,7.13,188.4,31.06,48.38
8/12/2021 5:20,7.08,190.65,29.96,38.76
8/12/2021 5:30,7.09,191.52,29.52,36.51
8/12/2021 5:40,7.24,190.65,31.39,35.86
8/12/2021 5:50,7.45,191.12,34.95,34.82
8/12/2021 6:00,7.47,193.27,34.93,31.91
8/12/2021 6:10,6.9,198.09,27.34,30.65
8/12/2021 6:20,6.24,200.51,19.86,30.79
8/12/2021 6:30,5.7,189.6,14.99,29.03
8/12/2021 6:40,5.55,200.27,13.38,25.68
8/12/2021 6:50,5.55,198.36,13.51,24.92
8/12/2021 7:00,5.34,186.85,12.04,13.13
8/12/2021 7:10,5.4,198.08,12.38,12.76
8/12/2021 7:20,5.45,196.65,12.86,12.11
8/12/2021 7:30,5.41,195.46,12.46,10.7
8/12/2021 7:40,5.76,189.71,15.56,10.54
8/12/2021 7:50,6.84,189.12,27.8,10.36
8/12/2021 8:00,7.78,190.13,40.59,10.69
8/12/2021 8:10,7.91,188.82,43.36,10.46
8/12/2021 8:20,8.2,188.76,47.83,27
8/12/2021 8:30,8.24,191.8,50.09,26.62
8/12/2021 8:40,8.01,193.93,45.48,37.46
8/12/2021 8:50,7.81,195.41,42.28,37.11
8/12/2021 9:00,7.58,185.37,38.73,43.48
8/12/2021 9:10,7.45,186.36,36.62,42.97
8/12/2021 9:20,7.22,186.53,32.77,39.63
8/12/2021 9:30,7.05,187.3,30.5,39.46
8/12/2021 9:40,6.66,187.22,25.69,34.73
8/12/2021 9:50,6.03,189.25,18.9,35.01
8/12/2021 10:00,5.61,191.17,14.68,31.97
8/12/2021 10:10,5.61,191.27,14.62,32.57
8/12/2021 10:20,5.74,192.86,15.75,22.54
8/12/2021 10:30,6.3,195.19,21.6,23.62
8/12/2021 10:40,6.81,199.31,27.77,19.69
8/12/2021 10:50,6.51,202.78,24.16,19.69
8/12/2021 11:00,6.24,206.52,21.48,20.86
8/12/2021 11:10,6.23,208.48,21.1,20.45
8/12/2021 11:20,6.24,207.56,20.72,23.22
8/12/2021 11:30,6.44,205.97,22.63,22.6
8/12/2021 11:40,6.74,202.81,25.72,20.74
8/12/2021 11:50,6.8,200.6,27.34,20.38
8/12/2021 12:00,6.75,202.15,26.72,21.98
8/12/2021 12:10,6.91,205.86,28.79,21.48
8/12/2021 12:20,7.13,205.26,31.01,23.62
8/12/2021 12:30,7.17,206.02,32.55,22.94
8/12/2021 12:40,7.09,208.73,31.39,25.67
8/12/2021 12:50,6.74,206.85,26.11,25.46
8/12/2021 13:00,6.72,205.8,25.92,28.29
8/12/2021 13:10,6.57,208.48,24.53,28.01
8/12/2021 13:20,6.59,209.3,24.59,24.68
8/12/2021 13:30,6.62,209.98,25.15,24.63
8/12/2021 13:40,6.64,208.8,25.01,23.13
8/12/2021 13:50,6.36,210.05,21.74,22.86
8/12/2021 14:00,5.83,213.9,16.88,23.66
8/12/2021 14:10,5.47,216.61,13.14,23.34
8/12/2021 14:20,5.24,217.26,10.84,19.99
8/12/2021 14:30,5.37,213.63,11.63,19.79
8/12/2021 14:40,5.49,210.59,12.77,14.62
8/12/2021 14:50,5.66,207.58,14.27,14.91
8/12/2021 15:00,5.8,208,16.06,13.24
8/12/2021 15:10,6.08,209.54,18.5,13.64
8/12/2021 15:20,6.14,207.59,19.07,15.3
8/12/2021 15:30,5.95,205.69,17.33,15.67
8/12/2021 15:40,6.01,202.97,18.2,19.31
8/12/2021 15:50,6.28,202.05,21.01,19.67
8/12/2021 16:00,6.34,202.14,21.67,19.29
8/12/2021 16:10,6.2,197.15,19.43,19.72
8/12/2021 16:20,6.18,196.25,19.75,27.15
8/12/2021 16:30,5.96,197.35,17.84,28.05
8/12/2021 16:40,5.36,196.07,11.72,27.04
8/12/2021 16:50,5.24,192.65,10.67,29.44
8/12/2021 17:00,5.51,198.13,12.69,29.03
8/12/2021 17:10,5.67,192.86,14.19,31.83
8/12/2021 17:20,5.87,191.84,16.23,25.51
8/12/2021 17:30,5.87,190.32,16.21,28.86
8/12/2021 17:40,5.71,193.77,15.61,29.9
8/12/2021 17:50,5.83,196.87,16.24,31.82
8/12/2021 18:00,6.15,195.66,19.46,30.73
8/12/2021 18:10,6.5,194.94,22.81,32.65
8/12/2021 18:20,6.78,193.87,25.8,31.52
8/12/2021 18:30,6.89,192.12,27.34,33.4
8/12/2021 18:40,7.06,192.65,29.94,35.1
8/12/2021 18:50,7.13,181.44,30.68,36.09
