Date & Time,Frequency Hz,Voltage R Phase V,Voltage S Phase V,Voltage T Phase V,Current R Phase A,Current S Phase  A,Current T Phase A,Wind Speed m/s,Active Power kW,Reactive Power kVAR,Generator RPM,Hydraulic unit Pressure in bar,Ambient Temperature,Nacelle Temperature,Gearbox oil Temperature,Gearbox Bearing Temperature,Generator Winding Temperature R,Generator Winding Temperature S,Generator Winding Temperature T,Hydraulic oil Temperature,Main bearing Temperature,Generator Bearing Temperature DE,Generator Bearing Temperature NDE
FECHA_HORA,SSV_5SM_006_XS_FRQ_MEDI,SSV_5SM_006_XS_TNS_FASR,SSV_5SM_006_XS_TNS_FASS,SSV_5SM_006_XS_TNS_FAST,SSV_5SM_006_XS_INT_FASR,SSV_5SM_006_XS_INT_FASS,SSV_5SM_006_XS_INT_FAST,SSV_5SM_006_XS_VEL_WIND,SSV_5SM_006_XS_POT_MEDI,SSV_5SM_006_XS_POT_REAC,SSV_5SM_006_XS_VEL_LGMD,SSV_5SM_006_XS_PRS_PRPL,SSV_5SM_006_XS_TMP_0004,SSV_5SM_006_XS_TMP_V006,SSV_5SM_006_XS_TMP_V007,SSV_5SM_006_XS_TMP_V008,SSV_5SM_006_XS_TMP_V003,SSV_5SM_006_XS_TMP_V004,SSV_5SM_006_XS_TMP_V005,SSV_5SM_006_XS_TMP_V002,SSV_5SM_006_XS_TMP_V001,SSV_5SM_006_XS_TMP_0008,SSV_5SM_006_XS_TMP_0007
24/06/2021 00:00:00,50.27,590.5,588.6,585.7,435.7,427.5,426.6,10.4,737.8,1.3,1486.6,166.7,31.6,34.2,70.2,79.7,139.9,132.9,138.1,53.3,43.9,74.6,72.4
24/06/2021 00:00:10,50.26,585.6,587.4,591.3,418.9,413.6,410.7,11.4,745.5,1.7,1482.2,180.3,31.4,34.3,69.5,79.9,139.1,132.5,138.1,53.6,43.8,74.5,72.6
24/06/2021 00:00:20,50.24,591.8,589.5,586.5,429.8,425.6,421.3,10.2,732.7,8.2,1500,166.8,31.4,34.3,69.6,79.9,139.8,133.4,138.2,53.6,43.9,74.5,72.7
24/06/2021 00:00:30,50.22,591.1,588.5,584.5,425.9,427.1,441.2,10.1,743.1,8.4,1493.2,167.4,31.4,34.3,70.2,79.7,139.5,133.2,137.8,53.7,43.9,74.6,72.7
24/06/2021 00:00:40,50.31,593.3,585.5,589.4,421.5,421.2,430.8,10.5,744,3.8,1529.8,180,31.5,34.2,70,79.6,139.2,133.6,137.3,53.7,43.8,74.3,72.8
24/06/2021 00:00:50,50.27,590.8,583.4,589.7,428.4,425.8,431,9.4,700.2,0.6,1493.2,165.8,31.6,34.2,69.2,80.1,139.5,132.9,137.3,53.7,43.9,74.7,72.7
24/06/2021 00:01:00,50.27,592,586.1,583.3,435.6,436.4,435.7,9.7,769.8,-4.6,1515.1,168,31.5,34.2,70.1,79.7,140.5,133.4,138.6,53.8,43.9,74.6,72.9
24/06/2021 00:01:10,50.22,592.2,587.8,587.9,424.1,418.2,415.1,10,712.4,6.1,1495.5,178.3,31.5,34,70,79.8,139.8,132.4,137.7,53.8,43.8,74.7,73
24/06/2021 00:01:20,50.12,589.3,586.7,591.7,416.2,419.8,413.7,10.3,733.1,-20.4,1506,163.2,31.5,34,69.5,79.7,139,133,138.4,53.8,43.9,74.6,73.1
24/06/2021 00:01:30,50.24,589.6,588.5,593.3,428.4,420.9,423.7,9.9,724.9,15.1,1488,169.1,31.6,33.9,70.2,79.7,139.8,133.5,138.2,53.7,43.9,74.6,73.2
24/06/2021 00:01:40,50.2,588.6,590.4,590.5,416.2,415.9,417.7,9.9,713.5,-6,1493.2,178.6,31.5,33.8,69.4,79.9,139.6,133.1,138.3,53.6,43.9,74.6,73.2
24/06/2021 00:01:50,50.26,590.3,591.1,589.8,421.5,422.5,407.9,9.5,750.2,-16.1,1517.4,162,31.5,33.7,69.7,80.1,140.4,133.4,137.8,53.6,43.9,74.6,73.2
24/06/2021 00:02:00,50.22,590.5,583.9,589.7,427.5,420.1,423.5,10,737.1,-2.2,1507.5,169.9,31.5,33.7,69.5,80,139.8,134,138.3,53.5,43.9,74.7,73.3
24/06/2021 00:02:10,50.26,592.7,585.8,587.4,426.5,435.2,429.1,10.9,729.7,0.7,1499.2,177.3,31.5,33.7,69.2,80.2,140.4,133.3,138.9,53.3,43.9,74.7,73.3
24/06/2021 00:02:20,50.2,590.1,586.7,589.9,414.7,413.4,415.1,10.5,757.4,5.9,1486.6,160.3,31.5,33.7,70,79.7,140.2,133.9,137.7,53.4,43.9,74.7,73.4
24/06/2021 00:02:30,50.2,591.8,585.8,584.9,431.7,435.6,427.1,10.2,741.3,3.8,1495.5,170.3,31.5,33.7,69.3,80.1,140.5,134.4,138.1,53.5,43.9,74.7,73.4
24/06/2021 00:02:40,50.26,592,587.1,584.6,418.5,413.1,413.3,10.2,709.9,-6.3,1462.7,177.3,31.5,33.5,69.8,79.8,140.3,133.3,138.5,53.8,43.9,74.7,73.6
24/06/2021 00:02:50,50.24,588.1,592,585.6,394.2,394.1,392.4,9.8,692.2,13.3,1443,160.5,31.5,33.5,69.3,80,140.2,132.2,138.2,53.9,43.9,74.8,73.6
24/06/2021 00:03:00,50.26,592.6,592.5,587.7,412,399.1,398.7,9.6,698.8,1,1444.3,172.6,31.6,33.5,70.5,80.1,139.6,133.4,138.4,53.9,43.9,74.7,73.8
24/06/2021 00:03:10,50.27,591.6,592.3,588.1,405.8,399.4,401,9.8,721.9,15.8,1466.9,174.8,31.6,33.4,69.9,79.8,140.2,133.2,138.4,53.8,43.9,74.9,73.8
24/06/2021 00:03:20,50.24,592.3,591.7,588.3,406.5,411.3,401.4,10.4,746,-0.6,1528.2,162.1,31.5,33.4,69.5,80.1,140.1,133.3,138.6,53.7,43.9,74.7,73.9
24/06/2021 00:03:30,50.26,594.5,587.9,589.8,436.6,438.5,430.2,10.5,749.4,-7.8,1508.2,172.9,31.4,33.2,70.4,79.7,140.6,132.4,138.1,53.6,43.9,74.7,74
24/06/2021 00:03:40,50.26,593,590.1,584.8,421,419.8,422.9,10.1,736.9,-3.7,1506,174.9,31.5,33.1,70.3,80.1,140,133.5,138.4,53.6,43.9,74.7,74
24/06/2021 00:03:50,50.24,590,591.3,589.3,434.7,426.3,430.4,10,734.5,-3.5,1508.2,162.3,31.4,33.1,69.4,80.2,140.1,133.7,138.7,53.8,43.9,74.8,74.1
24/06/2021 00:04:00,50.26,590.1,590.9,590.9,416,412.2,416.4,10.4,754.6,8.5,1494,173.9,31.4,33.1,70,79.9,139.4,134,138.9,53.8,43.8,74.8,74
24/06/2021 00:04:10,50.27,590.9,591.2,588.1,424.3,423.5,420.5,10.4,750.9,5.5,1494.7,177,31.4,33.2,69.6,80,139.3,132.9,137.8,53.8,43.8,75,74.1
24/06/2021 00:04:20,50.24,590.8,591.3,591.6,420.1,421.6,416.7,10.6,771.4,5.1,1527.4,160.4,31.6,33.3,69.5,79.8,139.7,133.5,138.4,53.8,43.9,75.1,74.2
24/06/2021 00:04:30,50.29,592.8,592.4,588.5,416.9,417.7,414.3,11.1,747.4,0,1488,171.3,31.4,33.4,69.4,80.1,139.7,133.4,139.2,53.4,43.9,74.9,74.3
24/06/2021 00:04:40,50.27,594.5,587.6,590.2,413.8,414,410.8,10.4,734.7,13.4,1503.7,176.8,31.4,33.4,69.9,80,140.6,133,138.4,53.3,43.8,75.2,74.4
24/06/2021 00:04:50,50.22,592.4,589.3,586.6,425.9,423.5,417.6,10.5,752.3,2.4,1493.2,160.1,31.3,33.4,69.5,80.1,140.3,133.9,138.9,53.4,43.9,74.9,74.5
24/06/2021 00:05:00,50.26,590.1,589.3,589.6,409.1,415.6,422.7,9.5,720.1,8.7,1478.5,171.3,31.3,33.4,70.3,80.1,140.5,133.5,138.7,53.6,43.9,75.1,74.5
24/06/2021 00:05:10,50.26,591.7,590.2,586.3,418.7,418.5,424.3,10.5,726.6,-5.9,1511.3,173.6,31.3,33.4,70.2,79.8,139.3,133.7,139.1,53.6,43.9,75,74.4
24/06/2021 00:05:20,50.31,594.7,588.5,588.9,429.4,437.4,436.9,10,715.4,-3.6,1474.2,160.3,31.3,33.4,69.5,80,140.8,133.6,138.4,53.8,43.9,75.2,74.5
24/06/2021 00:05:30,50.24,593.9,589.4,587.9,426.8,421.9,416.1,10.4,770.9,-0.5,1507.5,172.3,31.2,33.3,70.2,79.8,139.7,133.1,139.5,53.8,43.9,74.9,74.7
24/06/2021 00:05:40,50.26,591.7,587.8,593.2,431.9,425.1,424.6,10.5,730.3,7.4,1492.5,175.1,31.3,33.3,69.7,80.1,141.2,133.6,138.4,53.8,43.9,75,74.7
24/06/2021 00:05:50,50.26,594.1,590.1,588,423.7,420.3,418,9.6,764.6,5.6,1485.1,160.9,31.3,33.3,70.4,79.8,140.6,134,138.9,53.9,43.9,75,74.7
24/06/2021 00:06:00,50.26,593.8,589.2,589.4,428.1,426.3,429.4,10.7,736.4,4.9,1510.5,172.6,31.2,33.5,70.3,80.1,140.4,133.9,137.7,53.5,43.9,74.9,74.8
24/06/2021 00:06:10,50.27,590.4,591.5,588.1,419.3,420.3,418,9.8,684.4,5.6,1500,176.3,31.4,33.4,69.8,80.1,140.9,134,139.1,53.5,43.9,75.2,74.9
24/06/2021 00:06:20,50.26,590.5,588.5,590.6,418.6,428.7,422.6,10.4,727,7,1505.2,159.8,31.5,33.4,70,79.7,139.6,133.5,139.1,53.4,43.9,75.2,74.8
24/06/2021 00:06:30,50.24,596,587.5,586.7,420,413.7,411.6,10.2,753.9,16,1514.3,172.1,31.5,33.2,69.7,79.8,140.1,133.7,139,53.5,43.9,75.2,74.9
24/06/2021 00:06:40,50.22,593.6,584.4,586.8,445.8,443.4,445.3,10.7,746.4,-6.9,1522.8,175.6,31.4,33.3,69.7,80,140.2,133.8,138.6,53.5,43.9,75,75
24/06/2021 00:06:50,50.26,591.6,587.6,586.6,433.3,434.6,433.8,9.7,738.4,7.9,1489.5,160.3,31.6,33.3,70.4,79.9,141.4,133.7,139.4,53.5,43.9,74.9,75.1
24/06/2021 00:07:00,50.26,588.5,588.7,590.2,416.4,411.7,411.7,11.1,763.7,-4.9,1526.7,172.4,31.8,33.2,69.7,80.2,140.6,134.5,138.9,53.3,43.9,75,75
24/06/2021 00:07:10,50.27,594.5,585.5,589,430.3,427.6,429.6,11.1,726.1,12.8,1494,175.5,31.6,33.2,70.4,79.8,141,134,138.4,53.3,43.9,74.9,75.1
24/06/2021 00:07:20,50.27,591.6,590.9,589.2,436,429.8,424.8,10.6,739.6,4,1508.2,161.2,31.5,33.2,69.3,80.3,140.3,133.9,138.5,53.3,43.9,74.9,75.2
24/06/2021 00:07:30,50.22,591.7,591.9,588,418.3,418.5,406.4,11.5,716.3,-6.2,1497.7,172.9,31.5,33.2,69.9,80.1,141.2,134.2,138.7,53.3,43.9,75,75.2
24/06/2021 00:07:40,50.24,593.1,586.7,590.2,424.8,424.5,419.7,11.2,726.3,-4.9,1502.2,175.7,31.3,33.2,69.3,80.2,140.7,134.1,139.3,53.7,43.9,75,75.2
24/06/2021 00:07:50,50.26,591.3,586.9,593.2,431.8,434.2,436.7,11.3,760.5,2.3,1499.2,161.1,31.3,33.2,70.2,79.9,141.1,133.2,139.2,53.8,43.9,74.8,75.3
24/06/2021 00:08:00,50.22,592.1,589.6,590.3,413.1,416.2,414.9,11.7,731,-6.6,1501.5,172.9,31.3,33.2,70,80.1,140.4,134.2,138.4,53.7,43.9,74.7,75.4
24/06/2021 00:08:10,50.27,592.6,590.4,589.2,420.8,423.4,410.4,11.6,767.1,5.8,1506,174.6,31.3,33.3,69.7,79.8,140.7,134,138.2,53.8,43.9,74.7,75.4
24/06/2021 00:08:20,50.22,593.8,590.4,589.2,434.5,424.8,433.4,11.3,738.6,10.8,1493.2,161.8,31.3,33.3,70,79.9,140.4,133.8,139.4,53.7,43.9,75.1,75.4
24/06/2021 00:08:30,50.24,593.7,585.2,590.5,410.2,416,415.6,11.7,751.1,-2.1,1515.1,174.3,31.5,33.4,69.6,79.8,140.4,134.1,138.5,53.5,43.9,74.9,75.5
24/06/2021 00:08:40,50.26,595,585.6,590.8,421,416.9,420.4,10.9,722.1,-7.7,1492.5,173.6,31.5,33.4,70,80.2,140.6,135.4,138.8,53.2,43.9,75,75.5
24/06/2021 00:08:50,50.27,592.7,591.9,588.8,417.9,426.5,423.7,11,714.2,12,1493.2,162.7,31.5,33.3,69.7,80.3,141.1,134.2,139.4,53.1,43.9,74.9,75.7
24/06/2021 00:09:00,50.2,591.5,588.7,590.3,430.6,428.8,431.2,10.6,734.3,6.9,1499.2,175.5,31.5,33.3,69.7,80.2,141.3,134.5,139.2,53.3,43.9,75.2,75.6
24/06/2021 00:09:10,50.22,594.4,592,589.1,420.5,420.4,419.1,10.6,730.9,-1,1497,172.3,31.6,33.3,70.1,79.9,141,134.8,139.1,53.4,43.9,75.2,75.6
24/06/2021 00:09:20,50.18,595.1,590.6,587.7,410.5,417.2,421.2,10.6,737.3,-6.5,1506.7,163.6,31.6,33.3,69.6,80.1,140.5,134.3,138.2,53.6,43.9,75.2,75.7
24/06/2021 00:09:30,50.08,591,586,591.9,428.6,427.4,430.8,10.5,743.2,21.5,1504.5,176.8,31.5,33.3,69.4,80.2,142,134.3,139.2,53.8,43.9,75.1,75.8
24/06/2021 00:09:40,50.14,585.3,589.7,587.2,426,428.8,424.8,10.4,724.8,11.1,1494.7,171.9,31.4,33.3,70,79.9,140.7,134.7,138.2,53.8,43.9,75.3,75.6
24/06/2021 00:09:50,50.2,587.3,588.7,593.5,428.5,421.1,422.8,11.7,745.8,-1.1,1500.7,165.9,31.5,33.4,69.4,80.1,141.3,134.8,138.9,53.7,43.9,75.3,75.8
24/06/2021 00:10:00,50.14,588.3,591.1,590.4,425.4,425.3,421.5,11.1,743.6,3.5,1506,179.3,31.4,33.3,69.7,80.3,141,133.9,139.1,53.5,43.9,75.3,75.7
24/06/2021 00:10:10,50.18,591.4,586.8,588.7,422.5,425,429.3,10.3,745.3,12.5,1477.8,168.7,31.3,33.3,69.4,80.2,142.2,134.6,139.3,53.5,43.9,75.3,75.8
24/06/2021 00:10:20,50.27,592.6,590,589.5,407.6,410.7,418,10.1,710.9,-1.5,1496.2,167.5,31.3,33.3,70.2,79.8,139.3,135.2,139.7,53.5,43.9,75.4,75.9
24/06/2021 00:10:30,50.2,590.3,587.5,591.1,426,423.7,427.5,11.1,772.2,-9.1,1518.9,180.2,31.5,33.3,70.3,79.9,141.1,135.6,139.8,53.7,43.9,75.4,75.9
24/06/2021 00:10:40,50.26,593.7,589,588.2,432.9,434.8,434.6,10.8,739.7,-20.1,1498.5,166.2,31.4,33.4,70.3,79.9,141.2,134,138.7,53.7,43.9,75.4,75.9
24/06/2021 00:10:50,50.24,589.6,588.1,592.4,418.6,416.5,420.7,10.6,751.6,-8,1485.8,167.4,31.2,33.4,70.2,80,141.3,134.8,139.4,53.8,43.9,75.2,76
24/06/2021 00:11:00,50.2,594,591.3,586.8,414.3,424.2,417.4,10.5,726.3,-8.3,1504.5,179.9,31.2,33.2,70.2,80.2,140.6,134.5,139.7,53.8,43.9,75.3,76
24/06/2021 00:11:10,50.2,591.1,592.4,585.7,423.8,418.6,420.5,11,715.8,-8.1,1507.5,165.8,31.2,33.2,70.2,79.9,141.7,134.7,139.5,53.6,43.9,75.2,76
24/06/2021 00:11:20,50.22,595.8,583,592.5,420.9,424.8,426.5,10.3,730.8,9.1,1495.5,168,31.2,33.1,70.2,80.3,140.9,134.3,139.7,53.6,43.9,75.3,76.1
24/06/2021 00:11:30,50.22,592.2,589.4,590.7,414.9,418.1,411.4,10.6,731.7,-6.2,1491.7,179.4,31.2,33,70.2,80,140.6,134.2,138.9,53.7,43.9,75.1,76.1
24/06/2021 00:11:40,50.24,593.1,587.8,589.4,433.5,426.3,424.7,10.8,752.4,7.8,1515.9,163.3,31.2,33.1,70.1,80,140.3,134.8,139.7,53.7,43.9,75.3,76.2
24/06/2021 00:11:50,50.27,592.1,590.2,589.7,433,432.7,430.1,10.9,735.6,-3.6,1496.2,169.5,31.2,33.2,70.2,80,140.9,135.4,140.2,53.6,43.9,75.1,76.1
24/06/2021 00:12:00,50.2,588.7,591.3,588.7,424.9,420.8,417.1,10.9,729,8.1,1503,178.2,31.4,33.4,70.3,79.8,141.8,134.6,140.3,53.5,43.9,75.1,76.2
24/06/2021 00:12:10,50.26,591.7,590.2,592.2,426.6,432.7,420.1,10.3,725.2,17.7,1501.5,163.2,31.5,33.4,69.5,80.4,142.1,134.7,139.6,53.6,43.9,75.4,76.1
24/06/2021 00:12:20,50.2,590.1,591.4,587.3,432.6,422.5,428.2,11.1,735.2,-2.2,1507.5,168.9,31.5,33.4,69.7,80.4,141.5,134.8,140.2,53.5,43.9,75.1,76.3
24/06/2021 00:12:30,50.22,593.9,588.6,587.1,419.3,423.2,425.2,10.9,720.3,-6.9,1508.2,178.2,31.6,33.4,69.6,80.3,141.2,135.6,139,53.4,43.9,75.2,76.4
24/06/2021 00:12:40,50.26,591.7,590.8,586.3,422.3,422.7,426.2,11.1,731.8,-10.8,1490.3,162,31.5,33.4,70,80.1,141.6,136.1,139.8,53.4,43.9,75.3,76.4
24/06/2021 00:12:50,50.2,593.5,586.5,590.6,416.4,416.6,421.9,10.6,718.5,-2.7,1486.6,167.9,31.6,33.3,70.4,80.1,141.6,134.9,139.7,53.6,43.9,75.3,76.4
24/06/2021 00:13:00,50.27,589.2,590,589.1,421.5,422.6,412.4,10.9,754.1,12.8,1492.5,179.4,31.5,33.3,70.4,80.1,142,134.9,139.7,53.5,43.9,75.4,76.3
24/06/2021 00:13:10,50.24,591.5,585.6,586.8,432.3,422.3,423.8,10.7,700.9,-6.2,1501.5,166.1,31.4,33.3,69.6,80,141,134.9,140.1,53.4,43.8,75.3,76.5
24/06/2021 00:13:20,50.2,589.9,585.3,586.9,430.3,433.4,428.9,10.9,757.8,-5.1,1523.6,168.2,31.5,33.4,69.6,80.3,141.1,135.4,139.8,53.4,43.9,75.2,76.5
24/06/2021 00:13:30,50.27,589.6,589.5,589.2,421.9,419.1,418,12.1,722.4,3.5,1504.5,179.4,31.4,33.4,70,80.3,142.4,134.6,140.2,53.4,43.9,75.1,76.6
24/06/2021 00:13:40,50.26,591.5,588.5,591.3,422.1,416.8,413,11.3,746,1.4,1504.5,165.3,31.4,33.3,69.7,80.2,141.6,134.3,140.3,53.4,43.9,75.4,76.5
24/06/2021 00:13:50,50.2,594.1,587,589,428.2,420.2,418.3,10.9,728.7,0.5,1494.7,168.3,31.3,33.4,69.8,80,141.8,135.1,139.6,53.4,43.9,75.1,76.6
24/06/2021 00:14:00,50.24,590,587.5,589.6,414.8,417.3,421.9,11,742.3,3.2,1481.4,179.3,31.3,33.4,70.5,80,140.8,135.4,140.9,53.2,43.9,75.3,76.6
24/06/2021 00:14:10,50.24,591.2,591.5,587.5,420.3,423.5,425.7,10.4,731.2,-15.2,1506.7,164.4,31.3,33.3,70.3,80.2,142.1,134.1,140.3,53.3,43.9,75.4,76.5
24/06/2021 00:14:20,50.26,593.4,586.4,586.1,414.2,408.8,405.8,11.1,734.2,-7.7,1506,168.4,31.3,33.3,69.6,80.4,140.5,134.8,140.5,53.4,43.9,75.5,76.6
24/06/2021 00:14:30,50.2,591.2,587.8,589.5,424.5,422.3,415.4,10.4,720.4,-1.4,1491.7,178.6,31.3,33.3,70,80.2,141.6,134.1,139.8,53.6,43.9,75.5,76.6
24/06/2021 00:14:40,50.26,590,589.2,589.9,433.7,424.2,425,10.4,753.7,-10.4,1493.2,163.8,31.4,33.2,69.7,80.3,141,134.8,140.6,53.7,43.9,75.4,76.7
24/06/2021 00:14:50,50.2,589,589.7,589.6,416.1,409.7,410.5,10.8,742.3,-0.8,1494.7,168.5,31.5,33.2,70.3,80.1,141.7,134.8,139,53.7,43.9,75.6,76.6
24/06/2021 00:15:00,50.24,591.3,584.9,591.4,415.3,416.4,417.9,10,707,-8.9,1490.3,178.7,31.4,33.2,70.5,80,142.3,135.6,139.7,53.8,43.9,75.5,76.7
24/06/2021 00:15:10,50.22,590.9,586,590.3,424.9,419,419.6,9.8,726.7,13.8,1509,163.8,31.3,33.2,70.1,80.2,142.3,134.8,139.4,53.7,43.9,75.5,76.8
24/06/2021 00:15:20,50.22,594.8,587.1,588.7,421.8,419.4,420.2,9.1,723.4,3.1,1486.6,169,31.3,33.1,70.3,80.2,141.4,135.4,140.2,53.7,43.9,75.6,76.8
24/06/2021 00:15:30,50.24,594.9,587.6,586.8,409.5,416,418.4,10.4,718.1,1,1510.5,178.5,31.3,33.1,69.7,79.9,141.7,135.3,140.2,53.8,43.9,75.5,76.8
24/06/2021 00:15:40,50.26,591.7,589.2,592.1,416.7,421.9,411.9,9.8,712,2.4,1455.6,164.1,31.5,33.1,70.5,79.9,141.9,135.5,139.9,53.5,43.9,75.5,76.7
24/06/2021 00:15:50,50.26,591.7,587.6,592.2,341.6,341,334,8.9,542.5,24.3,1350.7,169.2,31.5,33.1,69.6,80.4,141.6,135,139.7,53.3,43.9,75.5,76.7
24/06/2021 00:16:00,50.24,590.5,587.3,589.7,310,311.4,310.4,10.1,698.8,1.9,1486.6,177.9,31.5,33.1,70.5,80.1,141.6,135.5,140.2,53.4,43.9,75.4,76.9
24/06/2021 00:16:10,50.2,592.4,589.4,586.4,432,426,423.8,10,752.3,7.3,1511.3,160.1,31.4,33.2,70.2,80,141.8,133.9,139.2,53.5,43.9,75.5,76.9
24/06/2021 00:16:20,50.27,591,589,588.7,425.6,425.5,421.4,9.8,733.4,5.8,1488,171.5,31.5,33.2,69.7,80.2,141.3,134.8,139.9,53.6,43.8,75.4,77
24/06/2021 00:16:30,50.24,592.3,585.4,588.3,415.8,415.4,410.6,9.8,713.2,11.2,1500,177.1,31.4,33.2,70.5,79.9,141.7,135,140,53.7,43.9,75.6,77
24/06/2021 00:16:40,50.29,592.2,592.5,586,435.9,432.8,429.2,9.2,683,-7.4,1469.1,160.9,31.4,33.2,70.4,79.8,140.6,135.1,139.5,53.6,43.9,75.5,77
24/06/2021 00:16:50,50.26,590.5,582.5,587.5,357.8,362.7,355,9.2,620.2,-4.5,1403.1,170.2,31.4,33.1,69.6,80.2,141.3,135.2,139.9,53.6,43.9,75.5,77
24/06/2021 00:17:00,50.27,590.4,584.7,590.5,358.6,360.2,363,9.2,636.9,-10.2,1457,176.9,31.5,33.1,70.2,80.1,140.9,134.9,139.6,53.5,43.9,75.6,77.1
24/06/2021 00:17:10,50.24,592.2,585.3,589.5,372.8,368.4,370.7,8.7,580.1,-1.3,1411.7,161,31.6,33.2,70.6,79.8,141.1,134.8,138.9,53.4,43.8,75.7,77
24/06/2021 00:17:20,50.26,588.1,590.8,584.2,328.6,325.3,326.4,8.6,585.4,5.7,1445,172.9,31.4,33.2,70.6,79.8,140.5,134.4,139.1,53.4,43.9,75.6,77.1
24/06/2021 00:17:30,50.24,588.1,584.9,592.6,418.5,420,426.5,10.1,759.6,-7.3,1512,175.3,31.4,33.2,69.7,80.3,140.6,134,138.8,53.4,43.9,75.5,77.2
24/06/2021 00:17:40,50.27,590.8,587.2,593.5,422.8,426.3,428.8,9.7,737.6,-16.2,1498.5,160.7,31.3,33.1,70.1,79.7,140.8,133.4,138.9,53.3,43.9,75.5,77.1
24/06/2021 00:17:50,50.26,593.5,583.4,588.6,406.9,409.3,408.9,9.2,741.7,-2.5,1480.7,172.3,31.3,32.9,69.4,80.2,140.3,134.5,138.7,53,43.9,75.5,77.1
24/06/2021 00:18:00,50.29,590.9,587.8,590.1,419.4,418.6,413.3,9.9,727.4,0.8,1511.3,176,31.3,32.9,70.5,79.9,140.4,134.2,138.2,53.1,43.9,75.7,77.2
24/06/2021 00:18:10,50.26,590.5,591.7,587.4,433.3,433.4,432.8,10.4,752.8,-5.4,1508.2,160.2,31.4,32.8,70.4,80,140,133.5,138.7,53.2,43.9,75.7,77.1
24/06/2021 00:18:20,50.27,590.5,590.2,588.4,427,430.3,419.1,11.1,744.9,-17.7,1515.9,171.4,31.4,32.8,69.9,80.1,140.9,133.8,138.6,53.5,43.9,75.7,77.1
24/06/2021 00:18:30,50.24,591.2,588.9,587.1,418.3,412.5,417.3,9.9,731.1,6.3,1491.7,176.6,31.4,32.8,70.1,79.9,140,134.1,139.1,53.4,43.9,75.8,77.1
24/06/2021 00:18:40,50.27,587.7,587.4,591,414.9,422.9,416.9,9.9,712.8,6.2,1480,159.8,31.3,32.7,69.9,80,139.8,134.8,138.7,53.1,43.9,75.7,77.1
24/06/2021 00:18:50,50.22,591.6,587.5,586.9,428.2,422.1,422.2,10.4,734.6,3.1,1507.5,172.7,31.4,32.7,69.9,80,140.4,134.1,138.7,53.2,43.8,75.7,77.3
24/06/2021 00:19:00,50.22,590.8,586.9,588.2,427.8,424.6,419.4,10.1,703,-2.3,1499.2,175.2,31.3,32.7,70,80.1,141.8,134.3,138.7,53.2,43.9,75.8,77.3
24/06/2021 00:19:10,50.22,589.3,589.8,589.9,427.1,428.2,426,10.1,711.9,-18.1,1485.8,161.2,31.3,32.7,70,80.2,141.4,133.5,139,53.4,43.9,75.8,77.3
24/06/2021 00:19:20,50.18,589.7,586.9,589.4,418,424.6,419.1,9.9,766.9,3.3,1491.7,173.5,31.3,32.7,70,80.1,142.3,134.8,139.5,53.4,43.9,76,77.3
24/06/2021 00:19:30,50.14,590.4,586.1,583.5,423.6,431.8,423.1,9.8,733.8,-18.4,1495.5,174,31.4,32.7,69.9,80.3,140.5,134.7,139.1,53.5,43.8,75.9,77.3
24/06/2021 00:19:40,50.14,589.4,586.7,588.3,419.3,417.6,424.3,10.1,717.7,8.6,1485.1,162.3,31.5,32.7,70.6,80.3,140.6,134.6,139.3,53.6,43.9,76,77.2
24/06/2021 00:19:50,50.24,590.3,586.9,587.7,423.4,424.3,423.9,9.7,717.4,2.6,1499.2,173.6,31.5,32.7,70.2,80.1,140.7,134.1,139,53.6,43.9,75.8,77.2
24/06/2021 00:20:00,50.27,593.6,588.2,588,435.9,431.1,428.9,9.9,720.2,9.3,1512,174.1,31.5,32.8,70.5,79.8,140.7,134.9,139.4,53.7,43.9,75.8,77.4
24/06/2021 00:20:10,50.2,589.2,585.7,591,420.7,422.8,429.5,10,746.5,14.2,1497,162.1,31.4,32.8,70.7,80,141,134.6,139.3,53.5,43.9,75.9,77.4
24/06/2021 00:20:20,50.12,590.6,585.5,589.8,412.9,413.4,412,9.6,722.8,8.6,1477.1,174,31.2,32.7,70.3,80.2,140.6,134.6,139.6,53.4,43.8,76,77.4
24/06/2021 00:20:30,50.14,588.7,586.9,591.5,436.5,443.7,429,10.6,740.5,4.5,1510.5,174,31.1,32.7,70.1,80.1,141.2,134.8,139.9,53.4,43.8,76,77.4
24/06/2021 00:20:40,50.14,585.8,589.9,587.8,441.7,443,430.1,10.4,752.1,3.7,1512,162.5,31.2,32.6,70.2,80,141.5,134.2,139.4,53.4,43.9,76,77.3
24/06/2021 00:20:50,50.26,593.8,585.5,591.4,419.1,416.9,431.9,9.8,741.8,6.3,1500,174.9,31.3,32.5,69.6,80.2,141.9,134.5,139.6,53.3,43.9,75.8,77.4
24/06/2021 00:21:00,50.2,587,587,589.6,424.2,426.2,426.2,10.2,706.2,0.2,1516.6,172.5,31.3,32.5,69.9,80,140.9,135.1,139.3,53.1,43.9,75.9,77.4
24/06/2021 00:21:10,50.2,591.5,586.4,589.2,424.5,423.9,426.2,10.5,724.8,11.5,1492.5,163.3,31.3,32.5,69.9,80.3,140.7,135.5,140,53.1,43.9,75.8,77.5
24/06/2021 00:21:20,50.2,591,587.5,588.4,422.3,421.2,414.9,10,729.1,-6,1486.6,175.6,31.3,32.5,70.6,79.9,141.5,134.7,140.7,53.2,43.8,75.7,77.5
